Saṁyutta Nikāya 51.2 ||| Linked Discourses 51.2
1. Cāpālavagga ||| 1. At the Cāpāla Shrine
Viraddhasutta ||| Missed Out
“Yesaṁ kesañci, bhikkhave, cattāro iddhipādā viraddhā, viraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī. ||| “Mendicants, whoever has missed out on the four bases of psychic power has missed out on the noble path to the complete ending of suffering.
Yesaṁ kesañci, bhikkhave, cattāro iddhipādā āraddhā, āraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī. ||| Whoever has undertaken the four bases of psychic power has undertaken the noble path to the complete ending of suffering.
Katame cattāro? ||| What four?
Idha, bhikkhave, bhikkhu chandasamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti, ||| It’s when a mendicant develops the basis of psychic power that has immersion due to enthusiasm …
vīriyasamādhi …pe… ||| energy …
cittasamādhi …pe… ||| mental development …
vīmaṁsāsamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti. ||| inquiry, and active effort.
Yesaṁ kesañci, bhikkhave, ime cattāro iddhipādā viraddhā, viraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī. ||| Whoever has missed out on these four bases of psychic power has missed out on the noble path to the complete ending of suffering.
Yesaṁ kesañci, bhikkhave, ime cattāro iddhipādā āraddhā, āraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī”ti. ||| Whoever has undertaken these four bases of psychic power has undertaken the noble path to the complete ending of suffering.”
Dutiyaṁ.
