Saṁyutta Nikāya 12.33 ||| Linked Discourses 12.33
4. Kaḷārakhattiyavagga ||| 4. Kaḷāra the Aristocrat
Ñāṇavatthusutta ||| Grounds for Knowledge
Sāvatthiyaṁ … ||| At Sāvatthī.
“Catucattārīsaṁ vo, bhikkhave, ñāṇavatthūni desessāmi, ||| “Mendicants, I will teach forty-four grounds for knowledge.
taṁ suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti. ||| Listen and apply your mind well, I will speak.”
“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ. ||| “Yes, sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Katamāni, bhikkhave, catucattārīsaṁ ñāṇavatthūni? ||| “And what are the forty-four grounds for knowledge?
Jarāmaraṇe ñāṇaṁ, jarāmaraṇasamudaye ñāṇaṁ, jarāmaraṇanirodhe ñāṇaṁ, jarāmaraṇanirodhagāminiyā paṭipadāya ñāṇaṁ; ||| Knowledge of old age and death, knowledge of the origin of old age and death, knowledge of the cessation of old age and death, and knowledge of the practice that leads to the cessation of old age and death.
jātiyā ñāṇaṁ, jātisamudaye ñāṇaṁ, jātinirodhe ñāṇaṁ, jātinirodhagāminiyā paṭipadāya ñāṇaṁ; ||| Knowledge of rebirth …
bhave ñāṇaṁ, bhavasamudaye ñāṇaṁ, bhavanirodhe ñāṇaṁ, bhavanirodhagāminiyā paṭipadāya ñāṇaṁ; ||| Knowledge of continued existence …
upādāne ñāṇaṁ, upādānasamudaye ñāṇaṁ, upādānanirodhe ñāṇaṁ, upādānanirodhagāminiyā paṭipadāya ñāṇaṁ; ||| Knowledge of grasping …
taṇhāya ñāṇaṁ, taṇhāsamudaye ñāṇaṁ, taṇhānirodhe ñāṇaṁ, taṇhānirodhagāminiyā paṭipadāya ñāṇaṁ; ||| Knowledge of craving …
vedanāya ñāṇaṁ, vedanāsamudaye ñāṇaṁ, vedanānirodhe ñāṇaṁ, vedanānirodhagāminiyā paṭipadāya ñāṇaṁ; ||| Knowledge of feeling …
phasse ñāṇaṁ …pe… ||| Knowledge of contact …
saḷāyatane ñāṇaṁ … ||| Knowledge of the six sense fields …
nāmarūpe ñāṇaṁ … ||| Knowledge of name and form …
viññāṇe ñāṇaṁ … ||| Knowledge of consciousness …
saṅkhāresu ñāṇaṁ, saṅkhārasamudaye ñāṇaṁ, saṅkhāranirodhe ñāṇaṁ, saṅkhāranirodhagāminiyā paṭipadāya ñāṇaṁ. ||| Knowledge of choices, knowledge of the origin of choices, knowledge of the cessation of choices, and knowledge of the practice that leads to the cessation of choices.
Imāni vuccanti, bhikkhave, catucattārīsaṁ ñāṇavatthūni. ||| These are called the forty-four grounds for knowledge.
Katamañca, bhikkhave, jarāmaraṇaṁ? ||| And what is old age and death?
