Saṁyutta Nikāya 28.3 ||| Linked Discourses 28.3
1. Sāriputtavagga ||| 1. With Sāriputta
Pītisutta ||| Rapture
Sāvatthinidānaṁ. ||| At Sāvatthī.
Addasā kho āyasmā ānando …pe… ||| Venerable Ānanda saw Venerable Sāriputta and said to him:
“vippasannāni kho te, āvuso sāriputta, indriyāni; parisuddho mukhavaṇṇo pariyodāto. ||| “Reverend Sāriputta, your faculties are so very clear, and your complexion is pure and bright.
Katamenāyasmā sāriputto ajja vihārena vihāsī”ti? ||| What meditation were you practicing today?”
“Idhāhaṁ, āvuso, pītiyā ca virāgā upekkhako ca vihāsiṁ sato ca sampajāno sukhañca kāyena paṭisaṁvedemi; yaṁ taṁ ariyā ācikkhanti ‘upekkhako satimā sukhavihārī’ti tatiyaṁ jhānaṁ upasampajja viharāmi. ||| “Reverend, with the fading away of rapture, I entered and remained in the third absorption, where I meditated with equanimity, mindful and aware, personally experiencing the bliss of which the noble ones declare, ‘Equanimous and mindful, one meditates in bliss.’
Tassa mayhaṁ, āvuso, na evaṁ hoti: ||| But it didn’t occur to me:
‘ahaṁ tatiyaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ tatiyaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ tatiyā jhānā vuṭṭhito’ti vā”ti. ||| ‘I am entering the third absorption’ or ‘I have entered the third absorption’ or ‘I am emerging from the third absorption’.”
Tathā hi panāyasmato sāriputtassa dīgharattaṁ ahaṅkāramamaṅkāramānānusayā susamūhatā. ||| “That must be because Venerable Sāriputta has long ago totally eradicated I-making, mine-making, and the underlying tendency to conceit.
Tasmā āyasmato sāriputtassa na evaṁ hoti: ||| That’s why it didn’t occur to you:
“‘ahaṁ tatiyaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ tatiyaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ tatiyā jhānā vuṭṭhito’ti vā”ti. ||| ‘I am entering the third absorption’ or ‘I have entered the third absorption’ or ‘I am emerging from the third absorption’.”
Tatiyaṁ.
