Saṁyutta Nikāya 56.29 ||| Linked Discourses 56.29
3. Koṭigāmavagga ||| 3. At the Village of Koṭi
Pariññeyyasutta ||| Should Be Completely Understood
“Cattārimāni, bhikkhave, ariyasaccāni. ||| “Mendicants, there are these four noble truths.
Katamāni cattāri? ||| What four?
Dukkhaṁ ariyasaccaṁ, dukkhasamudayaṁ ariyasaccaṁ, dukkhanirodhaṁ ariyasaccaṁ, dukkhanirodhagāminī paṭipadā ariyasaccaṁ— ||| The noble truths of suffering, the origin of suffering, the cessation of suffering, and the practice that leads to the cessation of suffering.
imāni kho, bhikkhave, cattāri ariyasaccāni. ||| These are the four noble truths.
Imesaṁ kho, bhikkhave, catunnaṁ ariyasaccānaṁ atthi ariyasaccaṁ pariññeyyaṁ, atthi ariyasaccaṁ pahātabbaṁ, atthi ariyasaccaṁ sacchikātabbaṁ, atthi ariyasaccaṁ bhāvetabbaṁ. ||| Of these four noble truths, there is one to be completely understood, one to be given up, one to be realized, and one to be developed.
Katamañca, bhikkhave, ariyasaccaṁ pariññeyyaṁ? ||| And which noble truth should be completely understood?
Dukkhaṁ, bhikkhave, ariyasaccaṁ pariññeyyaṁ, dukkhasamudayaṁ ariyasaccaṁ pahātabbaṁ, dukkhanirodhaṁ ariyasaccaṁ sacchikātabbaṁ, dukkhanirodhagāminī paṭipadā ariyasaccaṁ bhāvetabbaṁ. ||| The noble truth of suffering should be completely understood. The noble truth of the origin of suffering should be given up. The noble truth of the cessation of suffering should be realized. The noble truth of the practice that leads to the cessation of suffering should be developed.
Tasmātiha, bhikkhave, ‘idaṁ dukkhan’ti yogo karaṇīyo …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yogo karaṇīyo”ti. ||| That’s why you should practice meditation …”
Navamaṁ.
