Saṁyutta Nikāya 21.2 ||| Linked Discourses 21.2
1. Bhikkhuvagga ||| 1. Monks
Upatissasutta ||| With Upatissa
Sāvatthinidānaṁ. ||| At Sāvatthī.
Tatra kho āyasmā sāriputto bhikkhū āmantesi: ||| There Sāriputta addressed the mendicants:
“āvuso bhikkhave”ti. ||| “Reverends, mendicants!”
“Āvuso”ti kho te bhikkhū āyasmato sāriputtassa paccassosuṁ. ||| “Reverend,” they replied.
Āyasmā sāriputto etadavoca: ||| Sāriputta said this:
“Idha mayhaṁ, āvuso, rahogatassa paṭisallīnassa evaṁ cetaso parivitakko udapādi: ||| “Just now, reverends, as I was in private retreat this thought came to mind:
‘atthi nu kho taṁ kiñci lokasmiṁ yassa me vipariṇāmaññathābhāvā uppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā’ti? ||| ‘Is there anything in the world whose decay and perishing would give rise to sorrow, lamentation, pain, sadness, and distress in me?’
Tassa mayhaṁ, āvuso, etadahosi: ||| It occurred to me:
‘natthi kho taṁ kiñci lokasmiṁ yassa me vipariṇāmaññathābhāvā uppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā’”ti. ||| ‘There is nothing in the world whose decay and perishing would give rise to sorrow, lamentation, pain, sadness, and distress in me.’”
Evaṁ vutte, āyasmā ānando āyasmantaṁ sāriputtaṁ etadavoca: ||| When he said this, Venerable Ānanda said to him,
“satthupi kho te, āvuso sāriputta, vipariṇāmaññathābhāvā nuppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā”ti? ||| “Even if the Teacher were to decay and perish? Wouldn’t that give rise to sorrow, lamentation, pain, sadness, and distress in you?”
“Satthupi kho me, āvuso, vipariṇāmaññathābhāvā nuppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā, api ca me evamassa: ||| “Even if the Teacher were to decay and perish, that wouldn’t give rise to sorrow, lamentation, pain, sadness, and distress in me. Still, I would think:
‘mahesakkho vata bho satthā antarahito mahiddhiko mahānubhāvo. ||| ‘Oh lord, the illustrious Teacher, so mighty and powerful, has vanished!
Sace hi bhagavā ciraṁ dīghamaddhānaṁ tiṭṭheyya tadassa bahujanahitāya bahujanasukhāya lokānukampāya atthāya hitāya sukhāya devamanussānan’ti. ||| If the Buddha was to remain for a long time, that would be for the welfare and happiness of the people, out of sympathy for the world, for the benefit, welfare, and happiness of gods and humans.’”
Tathā hi panāyasmato sāriputtassa dīgharattaṁ ahaṅkāramamaṅkāramānānusayā susamūhatā. ||| “That must be because Venerable Sāriputta has long ago totally eradicated I-making, mine-making, and the underlying tendency to conceit.
Tasmā āyasmato sāriputtassa satthupi vipariṇāmaññathābhāvā nuppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā”ti. ||| So even if the Teacher were to decay and perish, it wouldn’t give rise to sorrow, lamentation, pain, sadness, and distress in him.”
Dutiyaṁ.
