Saṁyutta Nikāya 52.11 ||| Linked Discourses 52.11
2. Dutiyavagga ||| 2. A Thousand
Kappasahassasutta ||| A Thousand Eons
Ekaṁ samayaṁ āyasmā anuruddho sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time Venerable Anuruddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Atha kho sambahulā bhikkhū yenāyasmā anuruddho tenupasaṅkamiṁsu; upasaṅkamitvā āyasmatā anuruddhena saddhiṁ …pe… ekamantaṁ nisinnā kho te bhikkhū āyasmantaṁ anuruddhaṁ etadavocuṁ: ||| Then several mendicants went up to Venerable Anuruddha, exchanged greetings with him … and said:
“Katamesaṁ āyasmā anuruddho dhammānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto”ti? ||| “What things has Venerable Anuruddha developed and cultivated to attain great direct knowledge?”
“Catunnaṁ khvāhaṁ, āvuso, satipaṭṭhānānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto. ||| “Reverends, I attained great direct knowledge by developing and cultivating the four kinds of mindfulness meditation.
Katamesaṁ catunnaṁ? ||| What four?
Idhāhaṁ, āvuso, kāye kāyānupassī viharāmi …pe… ||| I meditate observing an aspect of the body …
vedanāsu …pe… ||| feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharāmi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ— ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
imesaṁ khvāhaṁ, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto. ||| I attained great direct knowledge by developing and cultivating these four kinds of mindfulness meditation.
Imesañca panāhaṁ, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā kappasahassaṁ anussarāmī”ti. ||| And it’s because of developing and cultivating these four kinds of mindfulness meditation that I recollect a thousand eons.”
Paṭhamaṁ.
