Saṁyutta Nikāya 14.4 ||| Linked Discourses 14.4
1. Nānattavagga ||| 1. Diversity
Vedanānānattasutta ||| Diversity of Feelings
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Dhātunānattaṁ, bhikkhave, paṭicca uppajjati phassanānattaṁ, phassanānattaṁ paṭicca uppajjati vedanānānattaṁ. ||| “Mendicants, diversity of elements gives rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings.
Katamañca, bhikkhave, dhātunānattaṁ? ||| And what is the diversity of elements?
Cakkhudhātu …pe… manodhātu— ||| The eye element, ear element, nose element, tongue element, body element, and mind element.
idaṁ vuccati, bhikkhave, dhātunānattaṁ. ||| This is called the diversity of elements.
Kathañca, bhikkhave, dhātunānattaṁ paṭicca uppajjati phassanānattaṁ, phassanānattaṁ paṭicca uppajjati vedanānānattaṁ? ||| And how does diversity of elements give rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings?
Cakkhudhātuṁ, bhikkhave, paṭicca uppajjati cakkhusamphasso, cakkhusamphassaṁ paṭicca uppajjati cakkhusamphassajā vedanā …pe… ||| The eye element gives rise to eye contact. Eye contact gives rise to the feeling born of eye contact. …
manodhātuṁ paṭicca uppajjati manosamphasso, manosamphassaṁ paṭicca uppajjati manosamphassajā vedanā. ||| The mind element gives rise to mind contact. Mind contact gives rise to the feeling born of mind contact.
Evaṁ kho, bhikkhave, dhātunānattaṁ paṭicca uppajjati phassanānattaṁ, phassanānattaṁ paṭicca uppajjati vedanānānattan”ti. ||| That’s how diversity of elements gives rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings.”
Catutthaṁ.
