Saṁyutta Nikāya 48.52 ||| Linked Discourses 48.52
6. Sūkarakhatavagga ||| 6. The Boar’s Cave
Mallikasutta ||| In the Land of the Mallas
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā mallesu viharati uruvelakappaṁ nāma mallānaṁ nigamo. ||| At one time the Buddha was staying in the land of the Mallas, near the Mallian town named Uruvelakappa.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants:
“yāvakīvañca, bhikkhave, ariyasāvakassa ariyañāṇaṁ na uppannaṁ hoti neva tāva catunnaṁ indriyānaṁ saṇṭhiti hoti, neva tāva catunnaṁ indriyānaṁ avaṭṭhiti hoti. ||| “Mendicants, as long as noble knowledge hasn’t arisen for a noble disciple the four faculties are not stable and fixed.
Yato ca kho, bhikkhave, ariyasāvakassa ariyañāṇaṁ uppannaṁ hoti, atha catunnaṁ indriyānaṁ saṇṭhiti hoti, atha catunnaṁ indriyānaṁ avaṭṭhiti hoti. ||| But when noble knowledge has arisen for a noble disciple the four faculties become stable and fixed.
Seyyathāpi, bhikkhave, yāvakīvañca kūṭāgārassa kūṭaṁ na ussitaṁ hoti, neva tāva gopānasīnaṁ saṇṭhiti hoti, neva tāva gopānasīnaṁ avaṭṭhiti hoti. ||| It’s just like in a bungalow. As long as the roof peak is not lifted into place, the rafters are not stable or fixed.
Yato ca kho, bhikkhave, kūṭāgārassa kūṭaṁ ussitaṁ hoti, atha gopānasīnaṁ saṇṭhiti hoti, atha gopānasīnaṁ avaṭṭhiti hoti. ||| But when the roof peak is lifted into place, the rafters become stable and fixed.
Evameva kho, bhikkhave, yāvakīvañca ariyasāvakassa ariyañāṇaṁ na uppannaṁ hoti, neva tāva catunnaṁ indriyānaṁ saṇṭhiti hoti, neva tāva catunnaṁ indriyānaṁ avaṭṭhiti hoti. ||| In the same way, as long as noble knowledge hasn’t arisen for a noble disciple the four faculties are not stable and fixed.
Yato ca kho, bhikkhave, ariyasāvakassa ariyañāṇaṁ uppannaṁ hoti, atha catunnaṁ indriyānaṁ …pe… avaṭṭhiti hoti. ||| But when noble knowledge has arisen for a noble disciple the four faculties become stable and fixed.
Katamesaṁ catunnaṁ? ||| What four?
Saddhindriyassa, vīriyindriyassa, satindriyassa, samādhindriyassa. ||| The faculties of faith, energy, mindfulness, and immersion.
Paññavato, bhikkhave, ariyasāvakassa tadanvayā saddhā saṇṭhāti, tadanvayaṁ vīriyaṁ saṇṭhāti, tadanvayā sati saṇṭhāti, tadanvayo samādhi saṇṭhātī”ti. ||| When a noble disciple has wisdom, the faith, energy, mindfulness, and immersion that follow along with that become stabilized.”
Dutiyaṁ.
