Saṁyutta Nikāya 51.5 ||| Linked Discourses 51.5
1. Cāpālavagga ||| 1. At the Cāpāla Shrine
Iddhipadesasutta ||| Partly
“Ye hi keci, bhikkhave, atītamaddhānaṁ samaṇā vā brāhmaṇā vā iddhipadesaṁ abhinipphādesuṁ sabbe te catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| “Mendicants, all the ascetics and brahmins in the past who have partly manifested psychic powers have done so by developing and cultivating the four bases of psychic power.
Ye hi keci, bhikkhave, anāgatamaddhānaṁ samaṇā vā brāhmaṇā vā iddhipadesaṁ abhinipphādessanti sabbe te catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| All the ascetics and brahmins in the future who will partly manifest psychic powers will do so by developing and cultivating the four bases of psychic power.
Ye hi keci, bhikkhave, etarahi samaṇā vā brāhmaṇā vā iddhipadesaṁ abhinipphādenti sabbe te catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| All the ascetics and brahmins in the present who are partly manifesting psychic powers do so by developing and cultivating the four bases of psychic power.
Katamesaṁ catunnaṁ? ||| What four?
Idha, bhikkhave, bhikkhu chandasamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti, ||| It’s when a mendicant develops the basis of psychic power that has immersion due to enthusiasm …
vīriyasamādhi …pe… ||| energy …
cittasamādhi …pe… ||| mental development …
vīmaṁsāsamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti. ||| inquiry, and active effort.
Ye hi keci, bhikkhave, atītamaddhānaṁ samaṇā vā brāhmaṇā vā iddhipadesaṁ abhinipphādesuṁ, sabbe te imesaṁyeva catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| All the ascetics and brahmins in the past who have partly manifested psychic powers have done so by developing and cultivating these four bases of psychic power.
Ye hi keci, bhikkhave, anāgatamaddhānaṁ samaṇā vā brāhmaṇā vā iddhipadesaṁ abhinipphādessanti, sabbe te imesaṁyeva catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| All the ascetics and brahmins in the future who will partly manifest psychic powers will do so by developing and cultivating these four bases of psychic power.
Ye hi keci, bhikkhave, etarahi samaṇā vā brāhmaṇā vā iddhipadesaṁ abhinipphādenti, sabbe te imesaṁyeva catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā”ti. ||| All the ascetics and brahmins in the present who are partly manifesting psychic powers do so by developing and cultivating these four bases of psychic power.”
Pañcamaṁ.
