Saṁyutta Nikāya 56.42 ||| Linked Discourses 56.42
5. Papātavagga ||| 5. A Cliff
Papātasutta ||| A Cliff
Ekaṁ samayaṁ bhagavā rājagahe viharati gijjhakūṭe pabbate. ||| At one time the Buddha was staying near Rājagaha, on the Vulture’s Peak Mountain.
Atha kho bhagavā bhikkhū āmantesi: ||| Then the Buddha said to the mendicants,
“āyāma, bhikkhave, yena paṭibhānakūṭo tenupasaṅkamissāma divāvihārāyā”ti. ||| “Come, mendicants, let’s go to Inspiration Peak for the day’s meditation.”
“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ. ||| “Yes, sir,” they replied.
Atha kho bhagavā sambahulehi bhikkhūhi saddhiṁ yena paṭibhānakūṭo tenupasaṅkami. ||| Then the Buddha together with several mendicants went to Inspiration Peak.
Addasā kho aññataro bhikkhu paṭibhānakūṭe mahantaṁ papātaṁ. ||| A certain mendicant saw the big cliff there
Disvāna bhagavantaṁ etadavoca: ||| and said to the Buddha,
“mahā vatāyaṁ, bhante, papāto subhayānako, bhante, papāto. ||| “Sir, that big cliff is really huge and scary.
Atthi nu kho, bhante, imamhā papātā añño papāto mahantataro ca bhayānakataro cā”ti? ||| Is there any other cliff bigger and scarier than this one?”
“Atthi kho, bhikkhu, imamhā papātā añño papāto mahantataro ca bhayānakataro cā”ti. ||| “There is, mendicant.”
“Katamo pana, bhante, imamhā papātā añño papāto mahantataro ca bhayānakataro cā”ti? ||| “But sir, what is it?”
“Ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā ‘idaṁ dukkhan’ti yathābhūtaṁ nappajānanti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ nappajānanti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ nappajānanti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ nappajānanti, ||| “Mendicant, there are ascetics and brahmins who don’t truly understand about suffering, its origin, its cessation, and the path.
te jātisaṁvattanikesu saṅkhāresu abhiramanti, jarāsaṁvattanikesu saṅkhāresu abhiramanti, maraṇasaṁvattanikesu saṅkhāresu abhiramanti, sokaparidevadukkhadomanassupāyāsasaṁvattanikesu saṅkhāresu abhiramanti. ||| They take pleasure in choices that lead to rebirth, old age, and death, to sorrow, lamentation, pain, sadness, and distress.
Te jātisaṁvattanikesu saṅkhāresu abhiratā jarāsaṁvattanikesu saṅkhāresu abhiratā maraṇasaṁvattanikesu saṅkhāresu abhiratā sokaparidevadukkhadomanassupāyāsasaṁvattanikesu saṅkhāresu abhiratā jātisaṁvattanikepi saṅkhāre abhisaṅkharonti, jarāsaṁvattanikepi saṅkhāre abhisaṅkharonti, maraṇasaṁvattanikepi saṅkhāre abhisaṅkharonti, sokaparidevadukkhadomanassupāyāsasaṁvattanikepi saṅkhāre abhisaṅkharonti. ||| Since they take pleasure in such choices, they continue to make them.
