Saṁyutta Nikāya 22.48 ||| Linked Discourses 22.48
5. Attadīpavagga ||| 5. Be Your Own Island
Khandhasutta ||| Aggregates
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Pañca, bhikkhave, khandhe desessāmi, pañcupādānakkhandhe ca. ||| “Mendicants, I will teach you the five aggregates and the five grasping aggregates.
Taṁ suṇātha. ||| Listen …
Katame ca, bhikkhave, pañcakkhandhā? ||| And what are the five aggregates?
Yaṁ kiñci, bhikkhave, rūpaṁ atītānāgatapaccuppannaṁ ajjhattaṁ vā bahiddhā vā oḷārikaṁ vā sukhumaṁ vā hīnaṁ vā paṇītaṁ vā yaṁ dūre santike vā, ayaṁ vuccati rūpakkhandho. ||| Any kind of form at all—past, future, or present; internal or external; solid or subtle; inferior or superior; far or near: this is called the aggregate of form.
Yā kāci vedanā …pe… ||| Any kind of feeling at all …
yā kāci saññā … ||| Any kind of perception at all …
ye keci saṅkhārā atītānāgatapaccuppannā ajjhattaṁ vā bahiddhā vā oḷārikā vā sukhumā vā …pe… ayaṁ vuccati saṅkhārakkhandho. ||| Any kind of choices at all …
Yaṁ kiñci viññāṇaṁ atītānāgatapaccuppannaṁ ajjhattaṁ vā bahiddhā vā oḷārikaṁ vā sukhumaṁ vā hīnaṁ vā paṇītaṁ vā yaṁ dūre santike vā, ayaṁ vuccati viññāṇakkhandho. ||| Any kind of consciousness at all—past, future, or present; internal or external; solid or subtle; inferior or superior; far or near: this is called the aggregate of consciousness.
Ime vuccanti, bhikkhave, pañcakkhandhā. ||| These are called the five aggregates.
Katame ca, bhikkhave, pañcupādānakkhandhā? ||| And what are the five grasping aggregates?
Yaṁ kiñci, bhikkhave, rūpaṁ atītānāgatapaccuppannaṁ …pe… yaṁ dūre santike vā sāsavaṁ upādāniyaṁ, ayaṁ vuccati rūpupādānakkhandho. ||| Any kind of form at all—past, future, or present; internal or external; coarse or fine; inferior or superior; far or near, which is accompanied by defilements and fuels grasping: this is called the grasping aggregate of form.
Yā kāci vedanā …pe… yā dūre santike vā sāsavā upādāniyā, ayaṁ vuccati vedanupādānakkhandho. ||| Any kind of feeling at all …
Yā kāci saññā …pe… yā dūre santike vā sāsavā upādāniyā, ayaṁ vuccati saññupādānakkhandho. ||| Any kind of perception at all …
Ye keci saṅkhārā …pe… sāsavā upādāniyā, ayaṁ vuccati saṅkhārupādānakkhandho. ||| Any kind of choices at all …
Yaṁ kiñci viññāṇaṁ atītānāgatapaccuppannaṁ …pe… yaṁ dūre santike vā sāsavaṁ upādāniyaṁ, ayaṁ vuccati viññāṇupādānakkhandho. ||| Any kind of consciousness at all—past, future, or present; internal or external; coarse or fine; inferior or superior; far or near, which is accompanied by defilements and is fuels grasping: this is called the grasping aggregate of consciousness.
Ime vuccanti, bhikkhave, pañcupādānakkhandhā”ti. ||| These are called the five grasping aggregates.”
Chaṭṭhaṁ.
