Saṁyutta Nikāya 45.27 ||| Linked Discourses 45.27
3. Micchattavagga ||| 3. The Wrong Way
Kumbhasutta ||| Pots
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Seyyathāpi, bhikkhave, kumbho anādhāro suppavattiyo hoti, sādhāro duppavattiyo hoti; ||| “A pot without a stand is easy to overturn, but if it has a stand it’s hard to overturn.
evameva kho, bhikkhave, cittaṁ anādhāraṁ suppavattiyaṁ hoti, sādhāraṁ duppavattiyaṁ hoti. ||| In the same way, a mind without a stand is easy to overturn, but if it has a stand it’s hard to overturn.
Ko ca, bhikkhave, cittassa ādhāro? ||| And what’s the stand for the mind?
Ayameva ariyo aṭṭhaṅgiko maggo, seyyathidaṁ— ||| It is simply this noble eightfold path, that is:
sammādiṭṭhi …pe… sammāsamādhi. ||| right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion.
Ayaṁ cittassa ādhāro. ||| This is the stand for the mind.
Seyyathāpi, bhikkhave, kumbho anādhāro suppavattiyo hoti, sādhāro duppavattiyo hoti; ||| A pot without a stand is easy to overturn, but if it has a stand it’s hard to overturn.
evameva kho, bhikkhave, cittaṁ anādhāraṁ suppavattiyaṁ hoti, sādhāraṁ duppavattiyaṁ hotī”ti. ||| In the same way, a mind without a stand is easy to overturn, but if it has a stand it’s hard to overturn.”
Sattamaṁ.
