Saṁyutta Nikāya 35.89 ||| Linked Discourses 35.89
9. Channavagga ||| 9. With Channa
Bāhiyasutta ||| With Bāhiya
Atha kho āyasmā bāhiyo yena bhagavā tenupasaṅkami …pe… ekamantaṁ nisinno kho āyasmā bāhiyo bhagavantaṁ etadavoca: ||| Then Venerable Bāhiya went up to the Buddha, bowed, sat down to one side, and said to him:
“sādhu me, bhante, bhagavā saṅkhittena dhammaṁ desetu, yamahaṁ bhagavato dhammaṁ sutvā eko vūpakaṭṭho appamatto ātāpī pahitatto vihareyyan”ti. ||| “Sir, may the Buddha please teach me Dhamma in brief. When I’ve heard it, I’ll live alone, withdrawn, diligent, keen, and resolute.”
“Taṁ kiṁ maññasi, bāhiya, ||| “What do you think, Bāhiya?
cakkhu niccaṁ vā aniccaṁ vā”ti? ||| Is the eye permanent or impermanent?”
“Aniccaṁ, bhante”. ||| “Impermanent, sir.”
“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ||| “But if it’s impermanent, is it suffering or happiness?”
“Dukkhaṁ, bhante”. ||| “Suffering, sir.”
“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ||| “But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus:
‘etaṁ mama, esohamasmi, eso me attā’”ti? ||| ‘This is mine, I am this, this is my self’?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Rūpā niccā vā aniccā vā”ti? ||| “Are sights …
“Aniccā, bhante” …pe…
cakkhuviññāṇaṁ …pe… ||| eye consciousness …
cakkhusamphasso …pe… ||| eye contact …
yampidaṁ manosamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi niccaṁ vā aniccaṁ vā”ti? ||| The pleasant, painful, or neutral feeling that arises dependent on mind contact: is that permanent or impermanent?”
“Aniccaṁ, bhante”. ||| “Impermanent, sir.”
“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ||| “But if it’s impermanent, is it suffering or happiness?”
“Dukkhaṁ, bhante”. ||| “Suffering, sir.”
“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ||| “But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus:
‘etaṁ mama, esohamasmi, eso me attā’”ti? ||| ‘This is mine, I am this, this is my self’?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Evaṁ passaṁ, bāhiya, sutavā ariyasāvako cakkhusmimpi nibbindati, rūpesupi nibbindati, cakkhuviññāṇepi nibbindati, cakkhusamphassepi nibbindati …pe… ||| “Seeing this, a learned noble disciple grows disillusioned with the eye, sights, eye consciousness, and eye contact. And they grow disillusioned with the painful, pleasant, or neutral feeling that arises dependent on eye contact.
yampidaṁ manosamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tasmimpi nibbindati. ||| They grow disillusioned with the ear … nose … tongue … body … mind … painful, pleasant, or neutral feeling that arises dependent on mind contact.
Nibbindaṁ virajjati; virāgā vimuccati; vimuttasmiṁ vimuttamiti ñāṇaṁ hoti. ||| Being disillusioned, desire fades away. When desire fades away they’re freed. When they’re freed, they know they’re freed.
‘Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā’ti pajānātī”ti. ||| They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is nothing further for this place.’”
Atha kho āyasmā bāhiyo bhagavato bhāsitaṁ abhinanditvā anumoditvā uṭṭhāyāsanā bhagavantaṁ abhivādetvā padakkhiṇaṁ katvā pakkāmi. ||| And then Venerable Bāhiya approved and agreed with what the Buddha said. He got up from his seat, bowed, and respectfully circled the Buddha, keeping him on his right, before leaving.
Atha kho āyasmā bāhiyo eko vūpakaṭṭho appamatto ātāpī pahitatto viharanto nacirasseva—yassatthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja vihāsi. ||| Then Bāhiya, living alone, withdrawn, diligent, keen, and resolute, soon realized the supreme end of the spiritual path in this very life. He lived having achieved with his own insight the goal for which gentlemen rightly go forth from the lay life to homelessness.
“Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā”ti abbhaññāsi. ||| He understood: “Rebirth is ended; the spiritual journey has been completed; what had to be done has been done; there is nothing further for this place.”
Aññataro ca panāyasmā bāhiyo arahataṁ ahosīti. ||| And Venerable Bāhiya became one of the perfected.
Chaṭṭhaṁ.
