Saṁyutta Nikāya 32.2 ||| Linked Discourses 32.2
1. Valāhakavagga ||| 1. Gods of the Thunderclouds
Sucaritasutta ||| Good Conduct
Sāvatthinidānaṁ. ||| At Sāvatthī.
Ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Seated to one side, that mendicant said to the Buddha:
“ko nu kho, bhante, hetu, ko paccayo, yena midhekacco kāyassa bhedā paraṁ maraṇā valāhakakāyikānaṁ devānaṁ sahabyataṁ upapajjatī”ti? ||| “Sir, what is the cause, what is the reason why someone, when their body breaks up, after death, is reborn in the company of the gods of the thundercloud host?”
“Idha, bhikkhu, ekacco kāyena sucaritaṁ carati, vācāya sucaritaṁ carati, manasā sucaritaṁ carati. ||| “Mendicant, it’s when someone does good things by way of body, speech, and mind.
Tassa sutaṁ hoti: ||| And they’ve heard:
‘valāhakakāyikā devā dīghāyukā vaṇṇavanto sukhabahulā’ti. ||| ‘The gods of the thundercloud host are long-lived, beautiful, and very happy.’
Tassa evaṁ hoti: ||| They think:
‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā valāhakakāyikānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti. ||| ‘If only, when my body breaks up, after death, I would be reborn in the company of the gods of the thundercloud host!’
So kāyassa bhedā paraṁ maraṇā valāhakakāyikānaṁ devānaṁ sahabyataṁ upapajjati. ||| When their body breaks up, after death, they’re reborn in the company of the gods of the thundercloud host.
Ayaṁ kho, bhikkhu, hetu, ayaṁ paccayo, yena midhekacco kāyassa bhedā paraṁ maraṇā valāhakakāyikānaṁ devānaṁ sahabyataṁ upapajjatī”ti. ||| This is the cause, this is the reason why someone, when their body breaks up, after death, is reborn in the company of the gods of the thundercloud host.”
Dutiyaṁ.
