Saṁyutta Nikāya 46.8 ||| Linked Discourses 46.8
1. Pabbatavagga ||| 1. Mountains
Upavānasutta ||| With Upavāṇa
Ekaṁ samayaṁ āyasmā ca upavāno āyasmā ca sāriputto kosambiyaṁ viharanti ghositārāme. ||| At one time the venerables Upavāṇa and Sāriputta were staying near Kosambī, in Ghosita’s Monastery.
Atha kho āyasmā sāriputto sāyanhasamayaṁ paṭisallānā vuṭṭhito yenāyasmā upavāno tenupasaṅkami; upasaṅkamitvā āyasmatā upavānena saddhiṁ sammodi. ||| Then in the late afternoon, Venerable Sāriputta came out of retreat, went to Venerable Upavāṇa and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho āyasmā sāriputto āyasmantaṁ upavānaṁ etadavoca: ||| When the greetings and polite conversation were over, he sat down to one side and said to Upavāṇa:
“Jāneyya nu kho, āvuso upavāna, bhikkhu ‘paccattaṁ yonisomanasikārā evaṁ susamāraddhā me satta bojjhaṅgā phāsuvihārāya saṁvattantī’”ti? ||| “Reverend Upavāṇa, can a mendicant know that by investigating inside themselves, the seven awakening factors have been properly implemented so that they lead to living at ease?”
“Jāneyya kho, āvuso sāriputta, bhikkhu ‘paccattaṁ yonisomanasikārā evaṁ susamāraddhā me satta bojjhaṅgā phāsuvihārāya saṁvattantī’”ti. ||| “They can, Reverend Sāriputta.
“Satisambojjhaṅgaṁ kho, āvuso, bhikkhu ārabbhamāno pajānāti ‘cittañca me suvimuttaṁ, thinamiddhañca me susamūhataṁ, uddhaccakukkuccañca me suppaṭivinītaṁ, āraddhañca me vīriyaṁ, aṭṭhiṁ katvā manasi karomi, no ca līnan’ti …pe… ||| As a mendicant rouses up the awakening factor of mindfulness, they understand: ‘My mind is well freed. I’ve eradicated dullness and drowsiness, and eliminated restlessness and remorse. My energy is roused up, and my mind is sharply focused, not sluggish.’ …
upekkhāsambojjhaṅgaṁ āvuso, bhikkhu ārabbhamāno pajānāti ‘cittañca me suvimuttaṁ, thinamiddhañca me susamūhataṁ, uddhaccakukkuccañca me suppaṭivinītaṁ, āraddhañca me vīriyaṁ, aṭṭhiṁ katvā manasi karomi, no ca līnan’”ti. ||| As they rouse up the awakening factor of equanimity, they understand: ‘My mind is well freed. I’ve eradicated dullness and drowsiness, and eliminated restlessness and remorse. My energy is roused up, and my mind is sharply focused, not sluggish.’
“Evaṁ kho, āvuso sāriputta, bhikkhu jāneyya ‘paccattaṁ yonisomanasikārā evaṁ susamāraddhā me satta bojjhaṅgā phāsuvihārāya saṁvattantī’”ti. ||| That’s how a mendicant can know that by investigating inside themselves, the seven awakening factors are properly implemented so that they lead to living at ease.”
Aṭṭhamaṁ.
