Saṁyutta Nikāya 35.4 ||| Linked Discourses 35.4
1. Aniccavagga ||| 1. Impermanence
Bāhirāniccasutta ||| The Exterior as Impermanent
“Rūpā, bhikkhave, aniccā. ||| “Mendicants, sights are impermanent.
Yadaniccaṁ taṁ dukkhaṁ; ||| What’s impermanent is suffering.
yaṁ dukkhaṁ tadanattā. ||| What’s suffering is not-self.
Yadanattā taṁ ‘netaṁ mama, nesohamasmi, na meso attā’ti evametaṁ yathābhūtaṁ sammappaññāya daṭṭhabbaṁ. ||| And what’s not-self should be truly seen with right understanding like this: ‘This is not mine, I am not this, this is not my self.’
Saddā … ||| Sounds,
gandhā … ||| smells,
rasā … ||| tastes,
phoṭṭhabbā … ||| touches,
dhammā aniccā. ||| and ideas are impermanent.
Yadaniccaṁ taṁ dukkhaṁ; ||| What’s impermanent is suffering.
yaṁ dukkhaṁ tadanattā. ||| What’s suffering is not-self.
Yadanattā taṁ ‘netaṁ mama, nesohamasmi, na meso attā’ti evametaṁ yathābhūtaṁ sammappaññāya daṭṭhabbaṁ. ||| And what’s not-self should be truly seen with right understanding like this: ‘This is not mine, I am not this, this is not my self.’
Evaṁ passaṁ, bhikkhave, sutavā ariyasāvako rūpesupi nibbindati, saddesupi nibbindati, gandhesupi nibbindati, rasesupi nibbindati, phoṭṭhabbesupi nibbindati, dhammesupi nibbindati. ||| Seeing this, a learned noble disciple grows disillusioned with sights, sounds, smells, tastes, touches, and ideas.
Nibbindaṁ virajjati; virāgā vimuccati; vimuttasmiṁ vimuttamiti ñāṇaṁ hoti. ||| Being disillusioned, desire fades away. When desire fades away they’re freed. When they’re freed, they know they’re freed.
‘Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā’ti pajānātī”ti. ||| They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is nothing further for this place.’”
Catutthaṁ.
