Saṁyutta Nikāya 45.162 ||| Linked Discourses 45.162
13. Esanāvagga ||| 13. Searches
Vidhāsutta ||| Discriminations
“Tisso imā, bhikkhave, vidhā. ||| “Mendicants, there are three kinds of discrimination.
Katamā tisso? ||| What three?
‘Seyyohamasmī’ti vidhā, ‘sadisohamasmī’ti vidhā, ‘hīnohamasmī’ti vidhā— ||| One discriminates, thinking that ‘I’m better’ or ‘I’m equal’ or ‘I’m worse’.
imā kho, bhikkhave, tisso vidhā. ||| These are the three kinds of discrimination.
Imāsaṁ kho, bhikkhave, tissannaṁ vidhānaṁ abhiññāya pariññāya parikkhayāya pahānāya ariyo aṭṭhaṅgiko maggo bhāvetabbo. ||| The noble eightfold path should be developed for the direct knowledge, complete understanding, finishing, and giving up of these three kinds of discrimination.
Katamo ariyo aṭṭhaṅgiko maggo? ||| What is the noble eightfold path?
Idha, bhikkhave, bhikkhu sammādiṭṭhiṁ bhāveti …pe… sammāsamādhiṁ bhāveti vivekanissitaṁ virāganissitaṁ nirodhanissitaṁ vossaggapariṇāmiṁ … ||| It’s when a mendicant develops right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion, which rely on seclusion, fading away, and cessation, and ripen as letting go.
imāsaṁ kho, bhikkhave tissannaṁ vidhānaṁ abhiññāya pariññāya parikkhayāya pahānāya ayaṁ ariyo aṭṭhaṅgiko maggo bhāvetabbo”ti. ||| This is the noble eightfold path that should be developed for the direct knowledge, complete understanding, finishing, and giving up of these three kinds of discrimination.”
(Yathā esanā, evaṁ vitthāretabbaṁ.) ||| (Tell in full as in the section on searches.)
Dutiyaṁ.
