Saṁyutta Nikāya 22.98 ||| Linked Discourses 22.98
10. Pupphavagga ||| 10. Flowers
Suddhikasutta ||| Plain Version
Sāvatthinidānaṁ. ||| At Sāvatthī.
Ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Seated to one side, that mendicant said to the Buddha:
“atthi nu kho, bhante, kiñci rūpaṁ, yaṁ rūpaṁ niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ sassatisamaṁ tatheva ṭhassati? ||| “Sir, is there any form at all that’s permanent, everlasting, eternal, imperishable, and will last forever and ever?
Atthi nu kho, bhante, kāci vedanā …pe… ||| Is there any feeling …
kāci saññā … ||| perception …
keci saṅkhārā … ||| choices …
kiñci viññāṇaṁ, yaṁ viññāṇaṁ niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ sassatisamaṁ tatheva ṭhassatī”ti? ||| consciousness at all that’s permanent, everlasting, eternal, imperishable, and will last forever and ever?”
“Natthi kho, bhikkhu, kiñci rūpaṁ yaṁ rūpaṁ niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ sassatisamaṁ tatheva ṭhassati. ||| “Mendicant, there is no form at all that’s permanent, everlasting, eternal, imperishable, and will last forever and ever.
Natthi kho, bhikkhu, kāci vedanā … ||| There’s no feeling …
kāci saññā … ||| perception …
keci saṅkhārā … ||| choices …
kiñci viññāṇaṁ, yaṁ viññāṇaṁ niccaṁ dhuvaṁ sassataṁ avipariṇāmadhammaṁ sassatisamaṁ tatheva ṭhassatī”ti. ||| consciousness at all that’s permanent, everlasting, eternal, imperishable, and will last forever and ever.”
Chaṭṭhaṁ.
