Saṁyutta Nikāya 35.244 ||| Linked Discourses 35.244
19. Āsīvisavagga ||| 19. The Simile of the Vipers
Dukkhadhammasutta ||| Entailing Suffering
“Yato kho, bhikkhave, bhikkhu sabbesaṁyeva dukkhadhammānaṁ samudayañca atthaṅgamañca yathābhūtaṁ pajānāti. ||| “Mendicants, when a mendicant truly understands the origin and disappearance of all things that entail suffering,
Tathā kho panassa kāmā diṭṭhā honti, yathāssa kāme passato, yo kāmesu kāmacchando kāmasneho kāmamucchā kāmapariḷāho, so nānuseti. ||| then they’ve seen sensual pleasures in such a way that they have no underlying tendency for desire, affection, infatuation, and passion for sensual pleasures.
Tathā kho panassa cāro ca vihāro ca anubuddho hoti, yathā carantaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā nānusenti. ||| And they’ve awakened to a way of conduct and a way of living such that, when they live in that way, bad, unskillful qualities of covetousness and displeasure don’t overwhelm them.
Kathañca, bhikkhave, sabbesaṁyeva dukkhadhammānaṁ samudayañca atthaṅgamañca yathābhūtaṁ pajānāti? ||| And how does a mendicant truly understand the origin and disappearance of all things that entail suffering?
‘Iti rūpaṁ, iti rūpassa samudayo, iti rūpassa atthaṅgamo; ||| ‘Such is form, such is the origin of form, such is the ending of form.
iti vedanā … ||| Such is feeling …
iti saññā … ||| perception …
iti saṅkhārā … ||| choices …
iti viññāṇaṁ, iti viññāṇassa samudayo, iti viññāṇassa atthaṅgamo’ti— ||| consciousness, such is the origin of consciousness, such is the ending of consciousness.’
evaṁ kho, bhikkhave, bhikkhu sabbesaṁyeva dukkhadhammānaṁ samudayañca atthaṅgamañca yathābhūtaṁ pajānāti. ||| That’s how a mendicant truly understands the origin and disappearance of all things that entail suffering.
Kathañca, bhikkhave, bhikkhuno kāmā diṭṭhā honti? Yathāssa kāme passato, yo kāmesu kāmacchando kāmasneho kāmamucchā kāmapariḷāho, so nānuseti. ||| And how has a mendicant seen sensual pleasures in such a way that they have no underlying tendency for desire, affection, infatuation, and passion for sensual pleasures?
Seyyathāpi, bhikkhave, aṅgārakāsu sādhikaporisā puṇṇā aṅgārānaṁ vītaccikānaṁ vītadhūmānaṁ. Atha puriso āgaccheyya jīvitukāmo amaritukāmo sukhakāmo dukkhapaṭikūlo. Tamenaṁ dve balavanto purisā nānābāhāsu gahetvā, taṁ aṅgārakāsuṁ upakaḍḍheyyuṁ. So iticīticeva kāyaṁ sannāmeyya. ||| Suppose there was a pit of glowing coals deeper than a man’s height, filled with glowing coals that neither flamed nor smoked. Then a person would come along who wants to live and doesn’t want to die, who wants to be happy and recoils from pain. Two strong men would grab each arm and drag them towards the pit of glowing coals. They’d writhe and struggle to and fro.
Taṁ kissa hetu? ||| Why is that?
Ñātañhi, bhikkhave, tassa purisassa imañcāhaṁ aṅgārakāsuṁ papatissāmi, tatonidānaṁ maraṇaṁ vā nigacchissāmi maraṇamattaṁ vā dukkhanti. ||| For that person knows, ‘If I fall in that pit of glowing coals, that will result in my death or deadly pain.’
Evameva kho, bhikkhave, bhikkhuno aṅgārakāsūpamā kāmā diṭṭhā honti, yathāssa kāme passato, yo kāmesu kāmacchando kāmasneho kāmamucchā kāmapariḷāho, so nānuseti. ||| In the same way, when a mendicant has seen sensual pleasures as like a pit of glowing coals, they have no underlying tendency for desire, affection, infatuation, and passion for sensual pleasures.
Kathañca, bhikkhave, bhikkhuno cāro ca vihāro ca anubuddho hoti, yathā carantaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā nānussavanti? ||| And how has a mendicant awakened to a way of conduct and a way of living such that, when they live in that way, bad, unskillful qualities of covetousness and displeasure don’t overwhelm them?
Seyyathāpi, bhikkhave, puriso bahukaṇṭakaṁ dāyaṁ paviseyya. Tassa puratopi kaṇṭako, pacchatopi kaṇṭako, uttaratopi kaṇṭako, dakkhiṇatopi kaṇṭako, heṭṭhatopi kaṇṭako, uparitopi kaṇṭako. So satova abhikkameyya, satova paṭikkameyya: ‘mā maṁ kaṇṭako’ti. ||| Suppose a person was to enter a thicket full of thorns. They’d have thorns before and behind, to the left and right, below and above. So they’d go forward mindfully and come back mindfully, thinking, ‘May I not get any thorns!’
Evameva kho, bhikkhave, yaṁ loke piyarūpaṁ sātarūpaṁ, ayaṁ vuccati ariyassa vinaye kaṇṭako”ti. ||| In the same way, whatever in the world seems nice and pleasant is called a thorn in the training of the Noble One.
Iti viditvā saṁvaro ca asaṁvaro ca veditabbo. ||| Understanding that this is a thorn, they should understand restraint and lack of restraint.
Kathañca, bhikkhave, asaṁvaro hoti? ||| And how is someone unrestrained?
Idha, bhikkhave, bhikkhu cakkhunā rūpaṁ disvā piyarūpe rūpe adhimuccati, appiyarūpe rūpe byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso, ||| Take a mendicant who sees a sight with the eye. If it’s pleasant they hold on to it, but if it’s unpleasant they dislike it. They live with mindfulness of the body unestablished and their heart stunted.
tañca cetovimuttiṁ paññāvimuttiṁ yathābhūtaṁ nappajānāti, yatthassa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti …pe… ||| And they don’t truly understand the freedom of heart and freedom by wisdom where those arisen bad, unskillful qualities cease without remainder.
jivhāya rasaṁ sāyitvā …pe… ||| They hear a sound … smell an odor … taste a flavor … feel a touch …
manasā dhammaṁ viññāya piyarūpe dhamme adhimuccati, appiyarūpe dhamme byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso, ||| know an idea with the mind. If it’s pleasant they hold on to it, but if it’s unpleasant they dislike it. They live with mindfulness of the body unestablished and a limited heart.
tañca cetovimuttiṁ paññāvimuttiṁ yathābhūtaṁ nappajānāti yatthassa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti. ||| And they don’t truly understand the freedom of heart and freedom by wisdom where those arisen bad, unskillful qualities cease without remainder.
Evaṁ kho, bhikkhave, asaṁvaro hoti. ||| This is how someone is unrestrained.
Kathañca, bhikkhave, saṁvaro hoti? ||| And how is someone restrained?
Idha, bhikkhave, bhikkhu cakkhunā rūpaṁ disvā piyarūpe rūpe nādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso, ||| Take a mendicant who sees a sight with the eye. If it’s pleasant they don’t hold on to it, and if it’s unpleasant they don’t dislike it. They live with mindfulness of the body established and a limitless heart.
