Saṁyutta Nikāya 12.51 ||| Linked Discourses 12.51
6. Dukkhavagga ||| 6. A Tree
Parivīmaṁsanasutta ||| An Inquiry
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants,
“bhikkhavo”ti. ||| “Mendicants!”
“Bhadante”ti te bhikkhū bhagavato paccassosuṁ. ||| “Venerable sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Kittāvatā nu kho, bhikkhave, bhikkhu parivīmaṁsamāno parivīmaṁseyya sabbaso sammā dukkhakkhayāyā”ti? ||| “Mendicants, when a mendicant is inquiring, how do you define when they are inquiring for the complete ending of suffering?”
“Bhagavaṁmūlakā no, bhante, dhammā bhagavaṁnettikā bhagavaṁpaṭisaraṇā. Sādhu vata, bhante, bhagavantaṁyeva paṭibhātu etassa bhāsitassa attho. Bhagavato sutvā bhikkhū dhāressantī”ti. ||| “Our teachings are rooted in the Buddha. He is our guide and our refuge. Sir, may the Buddha himself please clarify the meaning of this. The mendicants will listen and remember it.”
“Tena hi, bhikkhave, suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti. ||| “Well then, mendicants, listen and apply your mind well, I will speak.”
“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ. ||| “Yes, sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Idha, bhikkhave, bhikkhu parivīmaṁsamāno parivīmaṁsati: ||| “Mendicants, take a mendicant who makes an inquiry:
‘yaṁ kho idaṁ anekavidhaṁ nānappakārakaṁ dukkhaṁ loke uppajjati jarāmaraṇaṁ; ||| ‘The suffering that arises in the world starting with old age and death takes many and diverse forms.
idaṁ nu kho dukkhaṁ kiṁnidānaṁ kiṁsamudayaṁ kiṁjātikaṁ kiṁpabhavaṁ? ||| What is the source, origin, birthplace, and inception of this suffering?
Kismiṁ sati jarāmaraṇaṁ hoti, kismiṁ asati jarāmaraṇaṁ na hotī’ti? ||| When what exists do old age and death come to be? When what does not exist do old age and death not come to be?’
So parivīmaṁsamāno evaṁ pajānāti: ||| While making an inquiry they understand:
‘yaṁ kho idaṁ anekavidhaṁ nānappakārakaṁ dukkhaṁ loke uppajjati jarāmaraṇaṁ, idaṁ kho dukkhaṁ jātinidānaṁ jātisamudayaṁ jātijātikaṁ jātippabhavaṁ. ||| ‘The suffering that arises in the world starting with old age and death takes many and diverse forms. The source of this suffering is rebirth.
Jātiyā sati jarāmaraṇaṁ hoti, jātiyā asati jarāmaraṇaṁ na hotī’ti. ||| When rebirth exists, old age and death come to be. When rebirth doesn’t exist, old age and death don’t come to be.’
So jarāmaraṇañca pajānāti, jarāmaraṇasamudayañca pajānāti, jarāmaraṇanirodhañca pajānāti, yā ca jarāmaraṇanirodhasāruppagāminī paṭipadā tañca pajānāti, tathā paṭipanno ca hoti anudhammacārī; ||| They understand old age and death, their origin, their cessation, and the fitting practice for their cessation. And they practice in line with that path.
ayaṁ vuccati, bhikkhave, bhikkhu sabbaso sammā dukkhakkhayāya paṭipanno jarāmaraṇanirodhāya. ||| This is called a mendicant who is practicing for the complete ending of suffering, for the cessation of old age and death.
Athāparaṁ parivīmaṁsamāno parivīmaṁsati: ||| Then they inquire further:
‘jāti panāyaṁ kiṁnidānā kiṁsamudayā kiṁjātikā kiṁpabhavā, kismiṁ sati jāti hoti, kismiṁ asati jāti na hotī’ti? ||| ‘But what is the source of this rebirth? When what exists does rebirth come to be? And when what does not exist does rebirth not come to be?’
So parivīmaṁsamāno evaṁ pajānāti: ||| While making an inquiry they understand:
‘jāti bhavanidānā bhavasamudayā bhavajātikā bhavappabhavā; ||| ‘Continued existence is the source of rebirth.
bhave sati jāti hoti, bhave asati jāti na hotī’ti. ||| When continued existence exists, rebirth comes to be. When continued existence does not exist, rebirth doesn’t come to be.’
So jātiñca pajānāti, jātisamudayañca pajānāti, jātinirodhañca pajānāti, yā ca jātinirodhasāruppagāminī paṭipadā tañca pajānāti, tathā paṭipanno ca hoti anudhammacārī; ||| They understand rebirth, its origin, its cessation, and the fitting practice for its cessation. And they practice in line with that path.
ayaṁ vuccati, bhikkhave, bhikkhu sabbaso sammā dukkhakkhayāya paṭipanno jātinirodhāya. ||| This is called a mendicant who is practicing for the complete ending of suffering, for the cessation of rebirth.
Athāparaṁ parivīmaṁsamāno parivīmaṁsati: ||| Then they inquire further:
‘bhavo panāyaṁ kiṁnidāno …pe… ||| ‘But what is the source of this continued existence? …’ …
upādānaṁ panidaṁ kiṁnidānaṁ … ||| ‘But what is the source of this grasping? …’ …
taṇhā panāyaṁ kiṁnidānā … ||| ‘But what is the source of this craving? …’ …
vedanā … ||| ‘But what is the source of this feeling? …’ …
phasso … ||| ‘But what is the source of this contact? …’ …
saḷāyatanaṁ panidaṁ kiṁnidānaṁ … ||| ‘But what is the source of these six sense fields? …’ …
nāmarūpaṁ panidaṁ … ||| ‘But what is the source of this name and form? …’ …
viññāṇaṁ panidaṁ … ||| ‘But what is the source of this consciousness? …’ …
saṅkhārā panime kiṁnidānā kiṁsamudayā kiṁjātikā kiṁpabhavā; ||| ‘But what is the source of these choices?
kismiṁ sati saṅkhārā honti, kismiṁ asati saṅkhārā na hontī’ti? ||| When what exists do choices come to be? When what does not exist do choices not come to be?’
So parivīmaṁsamāno evaṁ pajānāti: ||| While making an inquiry they understand:
‘saṅkhārā avijjānidānā avijjāsamudayā avijjājātikā avijjāpabhavā; ||| ‘Ignorance is the source of choices.
avijjāya sati saṅkhārā honti, avijjāya asati saṅkhārā na hontī’ti. ||| When ignorance exists, choices come to be. When ignorance does not exist, choices don’t come to be.’
