Saṁyutta Nikāya 52.3 ||| Linked Discourses 52.3
1. Rahogatavagga ||| 1. In Private
Sutanusutta ||| On the Bank of the Sutanu
Ekaṁ samayaṁ āyasmā anuruddho sāvatthiyaṁ viharati sutanutīre. ||| At one time Venerable Anuruddha was staying near Sāvatthī on the bank of the Sutanu.
Atha kho sambahulā bhikkhū yenāyasmā anuruddho tenupasaṅkamiṁsu; upasaṅkamitvā āyasmatā anuruddhena saddhiṁ sammodiṁsu. ||| Then several mendicants went up to Venerable Anuruddha, and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinnā kho te bhikkhū āyasmantaṁ anuruddhaṁ etadavocuṁ: ||| When the greetings and polite conversation were over, they sat down to one side, and said to him:
“katamesaṁ āyasmā anuruddho dhammānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto”ti? ||| “What things has Venerable Anuruddha developed and cultivated to attain great direct knowledge?”
“Catunnaṁ khvāhaṁ, āvuso, satipaṭṭhānānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto. ||| “Reverends, I attained great direct knowledge by developing and cultivating the four kinds of mindfulness meditation.
Katamesaṁ catunnaṁ? ||| What four?
Idhāhaṁ, āvuso, kāye kāyānupassī viharāmi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| I meditate observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| I meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharāmi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ— ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
imesaṁ khvāhaṁ, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto. ||| I attained great direct knowledge by developing and cultivating these four kinds of mindfulness meditation.
Imesañca panāhaṁ, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā hīnaṁ dhammaṁ hīnato abbhaññāsiṁ, majjhimaṁ dhammaṁ majjhimato abbhaññāsiṁ, paṇītaṁ dhammaṁ paṇītato abbhaññāsin”ti. ||| And it was by developing and cultivating these four kinds of mindfulness meditation that I directly knew the lower principle as lower, the middle principle as middle, and the higher principle as higher.”
Tatiyaṁ.
