Saṁyutta Nikāya 35.25 ||| Linked Discourses 35.25
3. Sabbavagga ||| 3. All
Abhiññāpariññāpahānasutta ||| Giving Up By Direct Knowledge and Complete Understanding
“Sabbaṁ abhiññā pariññā pahānāya vo, bhikkhave, dhammaṁ desessāmi. ||| “Mendicants, I will teach you the principle for giving up the all by direct knowledge and complete understanding.
Taṁ suṇātha. ||| Listen …
Katamo ca, bhikkhave, sabbaṁ abhiññā pariññā pahānāya dhammo? ||| And what is the principle for giving up the all by direct knowledge and complete understanding?
Cakkhuṁ, bhikkhave, abhiññā pariññā pahātabbaṁ, rūpā abhiññā pariññā pahātabbā, cakkhuviññāṇaṁ abhiññā pariññā pahātabbaṁ, cakkhusamphasso abhiññā pariññā pahātabbo, yampidaṁ cakkhusamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi abhiññā pariññā pahātabbaṁ …pe… ||| The eye should be given up by direct knowledge and complete understanding. Sights should be given up by direct knowledge and complete understanding. Eye consciousness should be given up by direct knowledge and complete understanding. Eye contact should be given up by direct knowledge and complete understanding. The painful, pleasant, or neutral feeling that arises dependent on eye contact should be given up by direct knowledge and complete understanding.
jivhā abhiññā pariññā pahātabbā, rasā abhiññā pariññā pahātabbā, jivhāviññāṇaṁ abhiññā pariññā pahātabbaṁ, jivhāsamphasso abhiññā pariññā pahātabbo, yampidaṁ jivhāsamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi abhiññā pariññā pahātabbaṁ. ||| tongue …
Kāyo abhiññā pariññā pahātabbo … ||| body …
mano abhiññā pariññā pahātabbo, dhammā abhiññā pariññā pahātabbā, manoviññāṇaṁ abhiññā pariññā pahātabbaṁ, manosamphasso abhiññā pariññā pahātabbo, yampidaṁ manosamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi abhiññā pariññā pahātabbaṁ. ||| mind should be given up by direct knowledge and complete understanding. Ideas should be given up by direct knowledge and complete understanding. Mind consciousness should be given up by direct knowledge and complete understanding. Mind contact should be given up by direct knowledge and complete understanding. The painful, pleasant, or neutral feeling that arises dependent on mind contact should be given up by direct knowledge and complete understanding.
Ayaṁ kho, bhikkhave, sabbaṁ abhiññā pariññā pahānāya dhammo”ti. ||| This is the principle for giving up the all by direct knowledge and complete understanding.”
Tatiyaṁ.
