Saṁyutta Nikāya 22.54 ||| Linked Discourses 22.54
6. Upayavagga ||| 6. Involvement
Bījasutta ||| Seeds of Plants
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Pañcimāni, bhikkhave, bījajātāni. ||| “Mendicants, there are five kinds of plants.
Katamāni pañca? ||| What five?
Mūlabījaṁ, khandhabījaṁ, aggabījaṁ, phalubījaṁ, bījabījaññeva pañcamaṁ. ||| Plants propagated from roots, trunks, cuttings, or joints; and those from regular seeds are the fifth.
Imāni cassu, bhikkhave, pañca bījajātāni akhaṇḍāni apūtikāni avātātapahatāni sārādāni sukhasayitāni, pathavī ca nāssa, āpo ca nāssa; ||| Suppose these five kinds of plants were intact, unspoiled, not weather-damaged, fertile, and well-kept. But there’s no earth or water.
api numāni, bhikkhave, pañca bījajātāni vuddhiṁ virūḷhiṁ vepullaṁ āpajjeyyun”ti? ||| Then would these five kinds of plants reach growth, increase, and maturity?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Imāni cassu, bhikkhave, pañca bījajātāni akhaṇḍāni …pe… sukhasayitāni, pathavī ca assa, āpo ca assa; ||| “Suppose these five kinds of plants were intact, unspoiled, not weather-damaged, fertile, and well-kept. And there is earth and water.
api numāni, bhikkhave, pañca bījajātāni vuddhiṁ virūḷhiṁ vepullaṁ āpajjeyyun”ti? ||| Then would these five kinds of plants reach growth, increase, and maturity?”
“Evaṁ, bhante”. ||| “Yes, sir.”
“Seyyathāpi, bhikkhave, pathavīdhātu, evaṁ catasso viññāṇaṭṭhitiyo daṭṭhabbā. ||| “The four grounds for consciousness should be seen as like the earth element.
Seyyathāpi, bhikkhave, āpodhātu, evaṁ nandirāgo daṭṭhabbo. ||| Relishing and greed should be seen as like the water element.
Seyyathāpi, bhikkhave, pañca bījajātāni, evaṁ viññāṇaṁ sāhāraṁ daṭṭhabbaṁ. ||| Consciousness with its fuel should be seen as like the five kinds of plants.
Rūpupayaṁ, bhikkhave, viññāṇaṁ tiṭṭhamānaṁ tiṭṭheyya, rūpārammaṇaṁ rūpappatiṭṭhaṁ nandūpasecanaṁ vuddhiṁ virūḷhiṁ vepullaṁ āpajjeyya. ||| As long as consciousness continues, it would get involved with form, supported by form, established on form. And with a sprinkle of relishing, it would grow, increase, and mature.
Vedanupayaṁ vā, bhikkhave, viññāṇaṁ tiṭṭhamānaṁ tiṭṭheyya …pe… ||| Or consciousness would get involved with feeling …
saññupayaṁ vā, bhikkhave, viññāṇaṁ tiṭṭhamānaṁ tiṭṭheyya …pe… ||| Or consciousness would get involved with perception …
saṅkhārupayaṁ vā, bhikkhave, viññāṇaṁ tiṭṭhamānaṁ tiṭṭheyya, saṅkhārārammaṇaṁ saṅkhārappatiṭṭhaṁ nandūpasecanaṁ vuddhiṁ virūḷhiṁ vepullaṁ āpajjeyya. ||| Or as long as consciousness continues, it would get involved with choices, supported by choices, established on choices. And with a sprinkle of relishing, it would grow, increase, and mature.
Yo, bhikkhave, evaṁ vadeyya: ||| Mendicants, suppose you say:
‘ahamaññatra rūpā aññatra vedanāya aññatra saññāya aññatra saṅkhārehi viññāṇassa āgatiṁ vā gatiṁ vā cutiṁ vā upapattiṁ vā vuddhiṁ vā virūḷhiṁ vā vepullaṁ vā paññāpessāmī’ti, netaṁ ṭhānaṁ vijjati. ||| ‘Apart from form, feeling, perception, and choices, I will describe the coming and going of consciousness, its passing away and reappearing, its growth, increase, and maturity.’ That is not possible.
Rūpadhātuyā ceva, bhikkhave, bhikkhuno rāgo pahīno hoti. ||| If a mendicant has given up greed for the form element,
Rāgassa pahānā vocchijjatārammaṇaṁ patiṭṭhā viññāṇassa na hoti. ||| the support is cut off, and there is no establishment of consciousness.
Vedanādhātuyā ce … ||| If a mendicant has given up greed for the feeling element …
saññādhātuyā ce … ||| perception element …
saṅkhāradhātuyā ce … ||| choices element …
viññāṇadhātuyā ce, bhikkhave, bhikkhuno rāgo pahīno hoti. ||| consciousness element,
Rāgassa pahānā vocchijjatārammaṇaṁ patiṭṭhā viññāṇassa na hoti. ||| the support is cut off, and there is no establishment of consciousness.
Tadappatiṭṭhitaṁ viññāṇaṁ avirūḷhaṁ anabhisaṅkhacca vimuttaṁ. ||| Since that consciousness does not become established and does not grow, not making choices, it is freed.
Vimuttattā ṭhitaṁ. Ṭhitattā santusitaṁ. Santusitattā na paritassati. Aparitassaṁ paccattaññeva parinibbāyati. ||| Being free, it’s stable. Being stable, it’s content. Being content, they’re not anxious. Not being anxious, they personally become extinguished.
‘Khīṇā jāti …pe… nāparaṁ itthattāyā’ti pajānātī”ti. ||| They understand: ‘Rebirth is ended … there is nothing further for this place.’”
Dutiyaṁ.
