Saṁyutta Nikāya 35.154 ||| Linked Discourses 35.154
15. Navapurāṇavagga ||| 15. The Old and the New
Indriyasampannasutta ||| Endowed With Faculties
Atha kho aññataro bhikkhu yena bhagavā tenupasaṅkami …pe… ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Then a mendicant went up to the Buddha … and asked him,
“‘indriyasampanno, indriyasampanno’ti, bhante, vuccati. ||| “Sir, they speak of someone who is ‘accomplished in the faculties’.
Kittāvatā nu kho, bhante, indriyasampanno hotī”ti? ||| How is someone accomplished in the faculties defined?”
“Cakkhundriye ce, bhikkhu, udayabbayānupassī viharanto cakkhundriye nibbindati …pe… ||| “Mendicant, if someone meditates observing rise and fall in the eye faculty, they grow disillusioned with the eye faculty.
jivhindriye ce, bhikkhu, udayabbayānupassī viharanto jivhindriye nibbindati …pe… ||| If they meditate observing rise and fall in the ear faculty … nose faculty … tongue faculty … body faculty …
manindriye ce, bhikkhu, udayabbayānupassī viharanto manindriye nibbindati. ||| mind faculty, they grow disillusioned with the mind faculty.
Nibbindaṁ virajjati …pe… vimuttasmiṁ vimuttamiti ñāṇaṁ hoti. ||| Being disillusioned, desire fades away. … When they’re freed, they know they’re freed.
‘Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā’ti pajānāti. ||| They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is nothing further for this place.’
Ettāvatā kho, bhikkhu, indriyasampanno hotī”ti. ||| This is how someone who is accomplished in the faculties is defined.”
Navamaṁ.
