Saṁyutta Nikāya 46.51 ||| Linked Discourses 46.51
6. Sākacchavagga ||| 6. Discussion
Āhārasutta ||| Nourishing
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Pañcannañca, bhikkhave, nīvaraṇānaṁ sattannañca bojjhaṅgānaṁ āhārañca anāhārañca desessāmi; ||| “Mendicants, I will teach you what fuels and what starves the five hindrances and the seven awakening factors.
taṁ suṇātha. ||| Listen …
Ko ca, bhikkhave, āhāro anuppannassa vā kāmacchandassa uppādāya, uppannassa vā kāmacchandassa bhiyyobhāvāya vepullāya? ||| And what fuels the arising of sensual desire, or, when it has arisen, makes it increase and grow?
Atthi, bhikkhave, subhanimittaṁ. ||| There is the feature of beauty.
Tattha ayonisomanasikārabahulīkāro— ||| Frequent irrational application of mind to that
ayamāhāro anuppannassa vā kāmacchandassa uppādāya, uppannassa vā kāmacchandassa bhiyyobhāvāya vepullāya. ||| fuels the arising of sensual desire, or, when it has arisen, makes it increase and grow.
Ko ca, bhikkhave, āhāro anuppannassa vā byāpādassa uppādāya, uppannassa vā byāpādassa bhiyyobhāvāya vepullāya? ||| And what fuels the arising of ill will, or, when it has arisen, makes it increase and grow?
Atthi, bhikkhave, paṭighanimittaṁ. ||| There is the feature of aversion.
Tattha ayonisomanasikārabahulīkāro— ||| Frequent irrational application of mind to that
ayamāhāro anuppannassa vā byāpādassa uppādāya, uppannassa vā byāpādassa bhiyyobhāvāya vepullāya. ||| fuels the arising of ill will, or, when it has arisen, makes it increase and grow.
Ko ca, bhikkhave, āhāro anuppannassa vā thinamiddhassa uppādāya, uppannassa vā thinamiddhassa bhiyyobhāvāya vepullāya? ||| And what fuels the arising of dullness and drowsiness, or, when they have arisen, makes them increase and grow?
Atthi, bhikkhave, arati tandi vijambhitā bhattasammado cetaso ca līnattaṁ. ||| There is discontent, sloth, yawning, sleepiness after eating, and mental sluggishness.
Tattha ayonisomanasikārabahulīkāro— ||| Frequent irrational application of mind to that
ayamāhāro anuppannassa vā thinamiddhassa uppādāya, uppannassa vā thinamiddhassa bhiyyobhāvāya vepullāya. ||| fuels the arising of dullness and drowsiness, or, when they have arisen, makes them increase and grow.
