Saṁyutta Nikāya 3.19 ||| Linked Discourses 3.19
2. Dutiyavagga ||| 2. Childless
Paṭhamaaputtakasutta ||| Childless (1st)
Sāvatthinidānaṁ. ||| At Sāvatthī.
Atha kho rājā pasenadi kosalo divā divassa yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho rājānaṁ pasenadiṁ kosalaṁ bhagavā etadavoca: ||| Then King Pasenadi of Kosala went up to the Buddha in the middle of the day, bowed, and sat down to one side. The Buddha said to him,
“handa kuto nu tvaṁ, mahārāja, āgacchasi divā divassā”ti? ||| “So, great king, where are you coming from in the middle of the day?”
“Idha, bhante, sāvatthiyaṁ seṭṭhi gahapati kālaṅkato. ||| “Sir, here in Sāvatthī a financier householder has passed away.
Tamahaṁ aputtakaṁ sāpateyyaṁ rājantepuraṁ atiharitvā āgacchāmi. ||| Since he died childless, I have come after transferring his fortune to the royal compound.
Asīti, bhante, satasahassāni hiraññasseva, ko pana vādo rūpiyassa. ||| There was eight million in gold coin, not to mention the silver coin.
Tassa kho pana, bhante, seṭṭhissa gahapatissa evarūpo bhattabhogo ahosi— ||| And yet that financier ate meals of
kaṇājakaṁ bhuñjati bilaṅgadutiyaṁ. ||| rough gruel with false black pepper.
Evarūpo vatthabhogo ahosi— ||| He wore clothes consisting of
sāṇaṁ dhāreti tipakkhavasanaṁ. ||| three patches of sunn hemp.
Evarūpo yānabhogo ahosi— ||| He traveled around in a vehicle that was
jajjararathakena yāti paṇṇachattakena dhāriyamānenā”ti. ||| a dilapidated little cart, holding a leaf as parasol.”
“Evametaṁ, mahārāja, evametaṁ, mahārāja. ||| “That’s so true, great king! That’s so true!
