Saṁyutta Nikāya 12.35 ||| Linked Discourses 12.35
4. Kaḷārakhattiyavagga ||| 4. Kaḷāra the Aristocrat
Avijjāpaccayasutta ||| Ignorance is a Condition
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Avijjāpaccayā, bhikkhave, saṅkhārā; ||| “Ignorance is a requirement for choices.
saṅkhārapaccayā viññāṇaṁ …pe… ||| Choices are a requirement for consciousness. …
evametassa kevalassa dukkhakkhandhassa samudayo hotī”ti. ||| That is how this entire mass of suffering originates.”
Evaṁ vutte, aññataro bhikkhu bhagavantaṁ etadavoca: ||| When this was said, one of the mendicants asked the Buddha,
“‘katamaṁ nu kho, bhante, jarāmaraṇaṁ, kassa ca panidaṁ jarāmaraṇan’ti? ||| “What are old age and death, sir, and who do they belong to?”
‘No kallo pañho’ti bhagavā avoca, ‘katamaṁ jarāmaraṇaṁ, kassa ca panidaṁ jarāmaraṇan’ti iti vā, bhikkhu, yo vadeyya, ‘aññaṁ jarāmaraṇaṁ aññassa ca panidaṁ jarāmaraṇan’ti, iti vā, bhikkhu, yo vadeyya, ubhayametaṁ ekatthaṁ byañjanameva nānaṁ. ||| “That’s not a cogent question,” said the Buddha. “You might say, ‘What are old age and death, and who do they belong to?’ Or you might say, ‘Old age and death are one thing, who they belong to is another.’ But both of these mean the same thing, only the phrasing differs.
Taṁ jīvaṁ taṁ sarīranti vā, bhikkhu, diṭṭhiyā sati brahmacariyavāso na hoti. ||| Mendicant, if you have the view that the soul and the body are one and the same, there is no living of the spiritual life.
Aññaṁ jīvaṁ aññaṁ sarīranti vā, bhikkhu, diṭṭhiyā sati brahmacariyavāso na hoti. ||| If you have the view that the soul is one thing, the body another, there is no living of the spiritual life.
Ete te, bhikkhu, ubho ante anupagamma majjhena tathāgato dhammaṁ deseti: ||| Avoiding these two extremes, the Realized One teaches by the middle way:
‘jātipaccayā jarāmaraṇan’”ti. ||| ‘Rebirth is a requirement for old age and death.’”
“Katamā nu kho, bhante, jāti, kassa ca panāyaṁ jātī”ti? ||| “What is rebirth, sir, and who does it belong to?”
“No kallo pañho”ti bhagavā avoca, “‘katamā jāti, kassa ca panāyaṁ jātī’ti iti vā, bhikkhu, yo vadeyya, ‘aññā jāti aññassa ca panāyaṁ jātī’ti iti vā, bhikkhu, yo vadeyya, ubhayametaṁ ekatthaṁ byañjanameva nānaṁ. ||| “That’s not a cogent question,” said the Buddha. “You might say, ‘What is rebirth, and who does it belong to?’ Or you might say, ‘Rebirth is one thing, who it belongs to is another.’ But both of these mean the same thing, only the phrasing differs.
Taṁ jīvaṁ taṁ sarīranti vā, bhikkhu, diṭṭhiyā sati brahmacariyavāso na hoti. ||| Mendicant, if you have the view that the soul and the body are one and the same, there is no living of the spiritual life.
