Majjhima Nikāya 66 ||| Middle Discourses 66
Laṭukikopamasutta ||| The Simile of the Quail
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā aṅguttarāpesu viharati āpaṇaṁ nāma aṅguttarāpānaṁ nigamo. ||| At one time the Buddha was staying in the land of the Aṅguttarāpans, near the town of theirs named Āpaṇa.
Atha kho bhagavā pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya āpaṇaṁ piṇḍāya pāvisi. ||| Then the Buddha robed up in the morning and, taking his bowl and robe, entered Āpaṇa for alms.
Āpaṇe piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yenaññataro vanasaṇḍo tenupasaṅkami divāvihārāya. ||| He wandered for alms in Āpaṇa. After the meal, on his return from almsround, he went to a certain forest grove for the day’s meditation.
Taṁ vanasaṇḍaṁ ajjhogāhetvā aññatarasmiṁ rukkhamūle divāvihāraṁ nisīdi. ||| Having plunged deep into it, he sat at the root of a certain tree to meditate.
Āyasmāpi kho udāyī pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya āpaṇaṁ piṇḍāya pāvisi. ||| Venerable Udāyī also robed up in the morning and, taking his bowl and robe, entered Āpaṇa for alms.
Āpaṇe piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena so vanasaṇḍo tenupasaṅkami divāvihārāya. ||| He wandered for alms in Āpaṇa. After the meal, on his return from almsround, he went to that forest grove for the day’s meditation.
Taṁ vanasaṇḍaṁ ajjhogāhetvā aññatarasmiṁ rukkhamūle divāvihāraṁ nisīdi. ||| Having plunged deep into it, he sat at the root of a certain tree to meditate.
Atha kho āyasmato udāyissa rahogatassa paṭisallīnassa evaṁ cetaso parivitakko udapādi: ||| Then as Venerable Udāyī was in private retreat this thought came to his mind:
“bahūnaṁ vata no bhagavā dukkhadhammānaṁ apahattā, bahūnaṁ vata no bhagavā sukhadhammānaṁ upahattā; ||| “The Buddha has rid us of so many things that bring suffering and gifted us so many things that bring happiness!
bahūnaṁ vata no bhagavā akusalānaṁ dhammānaṁ apahattā, bahūnaṁ vata no bhagavā kusalānaṁ dhammānaṁ upahattā”ti. ||| He has rid us of so many unskillful things and gifted us so many skillful things!”
Atha kho āyasmā udāyī sāyanhasamayaṁ paṭisallānā vuṭṭhito yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho āyasmā udāyī bhagavantaṁ etadavoca: ||| Then in the late afternoon, Udāyī came out of retreat and went to the Buddha. He bowed, sat down to one side, and said to him:
“idha mayhaṁ, bhante, rahogatassa paṭisallīnassa evaṁ cetaso parivitakko udapādi: ||| “Just now, sir, as I was in private retreat this thought came to mind:
‘bahūnaṁ vata no bhagavā dukkhadhammānaṁ apahattā, bahūnaṁ vata no bhagavā sukhadhammānaṁ upahattā; ||| ‘The Buddha has rid us of so many things that bring suffering and gifted us so many things that bring happiness!
bahūnaṁ vata no bhagavā akusalānaṁ dhammānaṁ apahattā, bahūnaṁ vata no bhagavā kusalānaṁ dhammānaṁ upahattā’ti. ||| He has rid us of so many unskillful things and gifted us so many skillful things!’
Mayañhi, bhante, pubbe sāyañceva bhuñjāma pāto ca divā ca vikāle. ||| For we used to eat at dusk, at daybreak, and at the wrong time of day.
Ahu kho so, bhante, samayo yaṁ bhagavā bhikkhū āmantesi: ||| But then there came a time when the Buddha addressed the mendicants, saying,
‘iṅgha tumhe, bhikkhave, etaṁ divāvikālabhojanaṁ pajahathā’ti. ||| ‘Please, mendicants, give up that meal at the wrong time of day.’
Tassa mayhaṁ, bhante, ahudeva aññathattaṁ, ahudeva domanassaṁ: ||| At that, sir, we became sad and upset,
‘yampi no saddhā gahapatikā divā vikāle paṇītaṁ khādanīyaṁ bhojanīyaṁ denti tassapi no bhagavā pahānamāha, tassapi no sugato paṭinissaggamāhā’ti. ||| ‘But these faithful householders give us delicious fresh and cooked foods at the wrong time of day. And the Blessed One tells us to give it up! The Holy One tells us to let it go!’
Te mayaṁ, bhante, bhagavati pemañca gāravañca hiriñca ottappañca sampassamānā evaṁ taṁ divāvikālabhojanaṁ pajahimhā. ||| But when we considered our fondness and respect for the Buddha, and our sense of conscience and prudence, we gave up that meal at the wrong time of day.
Te mayaṁ, bhante, sāyañceva bhuñjāma pāto ca. ||| Then we ate at dusk and daybreak.
Ahu kho so, bhante, samayo yaṁ bhagavā bhikkhū āmantesi: ||| But then there came a time when the Buddha addressed the mendicants, saying,
‘iṅgha tumhe, bhikkhave, etaṁ rattiṁvikālabhojanaṁ pajahathā’ti. ||| ‘Please, mendicants, give up that meal at the wrong time of night.’
Tassa mayhaṁ, bhante, ahudeva aññathattaṁ ahudeva domanassaṁ: ||| At that, sir, we became sad and upset,
‘yampi no imesaṁ dvinnaṁ bhattānaṁ paṇītasaṅkhātataraṁ tassapi no bhagavā pahānamāha, tassapi no sugato paṭinissaggamāhā’ti. ||| ‘But that’s considered the more delicious of the two meals. And the Blessed One tells us to give it up! The Holy One tells us to let it go!’
Bhūtapubbaṁ, bhante, aññataro puriso divā sūpeyyaṁ labhitvā evamāha: ||| Once it so happened that a certain person got some soup during the day. He said,
‘handa ca imaṁ nikkhipatha, sāyaṁ sabbeva samaggā bhuñjissāmā’ti. ||| ‘Come, let’s set this aside; we’ll enjoy it together this evening.’
Yā kāci, bhante, saṅkhatiyo sabbā tā rattiṁ, appā divā. ||| Nearly all meals are prepared at night, only a few in the day.
Te mayaṁ, bhante, bhagavati pemañca gāravañca hiriñca ottappañca sampassamānā evaṁ taṁ rattiṁvikālabhojanaṁ pajahimhā. ||| But when we considered our love and respect for the Buddha, and our sense of conscience and prudence, we gave up that meal at the wrong time of night.
Bhūtapubbaṁ, bhante, bhikkhū rattandhakāratimisāyaṁ piṇḍāya carantā candanikampi pavisanti, oligallepi papatanti, kaṇṭakāvāṭampi ārohanti, suttampi gāviṁ ārohanti, māṇavehipi samāgacchanti katakammehipi akatakammehipi, mātugāmopi te asaddhammena nimanteti. ||| In the past, mendicants went wandering for alms in the dark of the night. They walked into a swamp, or fell into a sewer, or collided with a thorn bush, or collided with a sleeping cow, or encountered youths escaping a crime or on their way to commit one, or were invited by a lady to commit a lewd act.
Bhūtapubbāhaṁ, bhante, rattandhakāratimisāyaṁ piṇḍāya carāmi. ||| Once it so happened that I was wandering for alms in the dark of the night.
Addasā kho maṁ, bhante, aññatarā itthī vijjantarikāya bhājanaṁ dhovantī. ||| A woman washing a pot saw me by a flash of lightning.
Disvā maṁ bhītā vissaramakāsi: ||| Startled, she cried out,
‘abhumme pisāco vata man’ti. ||| ‘Woe is me! It’s a damn goblin!’
Evaṁ vutte, ahaṁ, bhante, taṁ itthiṁ etadavocaṁ: ||| When she said this, I said to her,
‘nāhaṁ, bhagini, pisāco; ||| ‘Sister, I am no goblin.
bhikkhu piṇḍāya ṭhito’ti. ||| I’m a mendicant waiting for alms.’
‘Bhikkhussa ātumārī, bhikkhussa mātumārī. ||| ‘Die, mendicant’s father! Die, mendicant’s mother!
Varaṁ te, bhikkhu, tiṇhena govikantanena kucchi parikanto, na tveva varaṁ yaṁ rattandhakāratimisāyaṁ kucchihetu piṇḍāya carasī’ti. ||| Better to have your belly sliced open with a sharp meat cleaver than to wander for alms in the dark of night for the sake of your belly!’
Tassa mayhaṁ, bhante, tadanussarato evaṁ hoti: ||| Recollecting that, I thought,
‘bahūnaṁ vata no bhagavā dukkhadhammānaṁ apahattā, bahūnaṁ vata no bhagavā sukhadhammānaṁ upahattā; ||| ‘The Buddha has rid us of so many things that bring suffering and gifted us so many things that bring happiness!
bahūnaṁ vata no bhagavā akusalānaṁ dhammānaṁ apahattā, bahūnaṁ vata no bhagavā kusalānaṁ dhammānaṁ upahattā’”ti. ||| He has rid us of so many unskillful things and gifted us so many skillful things!’”
“Evameva panudāyi, idhekacce moghapurisā ‘idaṁ pajahathā’ti mayā vuccamānā te evamāhaṁsu: ||| “This is exactly what happens when some futile people are told by me to give something up. They say,
‘kiṁ panimassa appamattakassa oramattakassa adhisallikhatevāyaṁ samaṇo’ti. ||| ‘What, such a trivial, trifling thing as this? This ascetic is much too strict!’
Te tañceva nappajahanti, mayi ca appaccayaṁ upaṭṭhāpenti. ||| They don’t give it up, and they nurse bitterness towards me;
Ye ca bhikkhū sikkhākāmā tesaṁ taṁ, udāyi, hoti balavaṁ bandhanaṁ, daḷhaṁ bandhanaṁ, thiraṁ bandhanaṁ, apūtikaṁ bandhanaṁ, thūlo, kaliṅgaro— ||| and for the mendicants who want to train, that becomes a strong, firm, stout bond, a tie that has not rotted, and a heavy yoke.
seyyathāpi, udāyi, laṭukikā sakuṇikā pūtilatāya bandhanena baddhā tattheva vadhaṁ vā bandhaṁ vā maraṇaṁ vā āgameti. ||| Suppose a quail was tied with a vine, and was waiting there to be injured, caged, or killed.
Yo nu kho, udāyi, evaṁ vadeyya: ||| Would it be right to say that,
‘yena sā laṭukikā sakuṇikā pūtilatāya bandhanena baddhā tattheva vadhaṁ vā bandhaṁ vā maraṇaṁ vā āgameti, tañhi tassā abalaṁ bandhanaṁ, dubbalaṁ bandhanaṁ, pūtikaṁ bandhanaṁ, asārakaṁ bandhanan’ti; ||| for that quail, that vine is weak, feeble, rotten, and insubstantial?”
sammā nu kho so, udāyi, vadamāno vadeyyā”ti?
“No hetaṁ, bhante. ||| “No, sir.
Yena sā, bhante, laṭukikā sakuṇikā pūtilatāya bandhanena baddhā tattheva vadhaṁ vā bandhaṁ vā maraṇaṁ vā āgameti, tañhi tassā balavaṁ bandhanaṁ, daḷhaṁ bandhanaṁ, thiraṁ bandhanaṁ apūtikaṁ bandhanaṁ, thūlo, kaliṅgaro”ti. ||| For that quail, that vine is a strong, firm, stout bond, a tie that has not rotted, and a heavy yoke.”
