Saṁyutta Nikāya 22.128 ||| Linked Discourses 22.128
13. Avijjāvagga ||| 13. Ignorance
Tatiyasamudayadhammasutta ||| Liable To Originate (3rd)
Ekaṁ samayaṁ āyasmā ca sāriputto āyasmā ca mahākoṭṭhiko bārāṇasiyaṁ viharanti isipatane migadāye …pe… ||| At one time Venerable Sāriputta and Venerable Mahākoṭṭhita were staying near Varanasi, in the deer park at Isipatana. …
ekamantaṁ nisinno kho āyasmā mahākoṭṭhiko āyasmantaṁ sāriputtaṁ etadavoca: ||| Mahākoṭṭhita said to Sāriputta:
“‘vijjā, vijjā’ti, āvuso sāriputta, vuccati. ||| “Reverend Sāriputta, they speak of this thing called ‘knowledge’.
Katamā nu kho, āvuso, vijjā; ||| What is knowledge?
kittāvatā ca vijjāgato hotī”ti? ||| And how is a knowing one defined?”
“Idhāvuso, sutavā ariyasāvako samudayadhammaṁ rūpaṁ ‘samudayadhammaṁ rūpan’ti yathābhūtaṁ pajānāti; vayadhammaṁ rūpaṁ …pe… samudayavayadhammaṁ rūpaṁ ‘samudayavayadhammaṁ rūpan’ti yathābhūtaṁ pajānāti; ||| “Reverend, it’s when a learned noble disciple truly understands form, which is liable to originate … liable to vanish … liable to originate and vanish, as form which is liable to originate and vanish.
samudayadhammaṁ vedanaṁ …pe… samudayavayadhammā vedanā … ||| They truly understand feeling …
samudayadhammaṁ saññaṁ …pe… ||| perception …
samudayadhamme saṅkhāre … vayadhamme saṅkhāre … samudayavayadhamme saṅkhāre ‘samudayavayadhammā saṅkhārā’ti yathābhūtaṁ pajānāti. ||| choices …
Samudayadhammaṁ viññāṇaṁ … vayadhammaṁ viññāṇaṁ … samudayavayadhammaṁ viññāṇaṁ ‘samudayavayadhammaṁ viññāṇan’ti yathābhūtaṁ pajānāti. ||| consciousness, which is liable to originate … liable to vanish … liable to originate and vanish, as consciousness which is liable to originate and vanish.
Ayaṁ vuccatāvuso, vijjā; ||| This is called knowledge.
ettāvatā ca vijjāgato hotī”ti. ||| And this is how a knowing one is defined.”
Tatiyaṁ.
