Saṁyutta Nikāya 42.11 ||| Linked Discourses 42.11
1. Gāmaṇivagga ||| 1. Chiefs
Bhadrakasutta ||| With Bhadraka
Ekaṁ samayaṁ bhagavā mallesu viharati uruvelakappaṁ nāma mallānaṁ nigamo. ||| At one time the Buddha was staying in the land of the Mallas, near the Mallian town named Uruvelakappa.
Atha kho bhadrako gāmaṇi yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho bhadrako gāmaṇi bhagavantaṁ etadavoca: ||| Then Bhadraka the village chief went up to the Buddha, bowed, sat down to one side, and said to him:
“sādhu me, bhante, bhagavā dukkhassa samudayañca atthaṅgamañca desetū”ti. ||| “Please, sir, let the Blessed One teach me the origin and disappearance of suffering.”
“Ahañce te, gāmaṇi, atītamaddhānaṁ ārabbha dukkhassa samudayañca atthaṅgamañca deseyyaṁ: ||| “Chief, if I were to teach you about the origin and disappearance of suffering in connection with the past, saying
‘evaṁ ahosi atītamaddhānan’ti, tatra te siyā kaṅkhā, siyā vimati. ||| ‘this is how it was in the past,’ you might have doubts or uncertainties about that.
Ahañce te, gāmaṇi, anāgatamaddhānaṁ ārabbha dukkhassa samudayañca atthaṅgamañca deseyyaṁ: ||| If I were to teach you about the origin and disappearance of suffering in connection with the future, saying
‘evaṁ bhavissati anāgatamaddhānan’ti, tatrāpi te siyā kaṅkhā, siyā vimati. ||| ‘this is how it will be in the future,’ you might have doubts or uncertainties about that.
Api cāhaṁ, gāmaṇi, idheva nisinno ettheva te nisinnassa dukkhassa samudayañca atthaṅgamañca desessāmi. ||| Rather, chief, I will teach you about the origin and disappearance of suffering as I am sitting right here and you are sitting right there.
Taṁ suṇāhi, sādhukaṁ manasi karohi; bhāsissāmī”ti. ||| Listen and apply your mind well, I will speak.”
“Evaṁ, bhante”ti kho bhadrako gāmaṇi bhagavato paccassosi. ||| “Yes, sir,” Bhadraka replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Taṁ kiṁ maññasi, gāmaṇi, ||| “What do you think, chief?
atthi te uruvelakappe manussā yesaṁ te vadhena vā bandhena vā jāniyā vā garahāya vā uppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā”ti? ||| Are there any people here in Uruvelakappa who, if they were executed, imprisoned, fined, or condemned, it would cause you sorrow, lamentation, pain, sadness, and distress?”
“Atthi me, bhante, uruvelakappe manussā yesaṁ me vadhena vā bandhena vā jāniyā vā garahāya vā uppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā”ti. ||| “There are, sir.”
“Atthi pana te, gāmaṇi, uruvelakappe manussā yesaṁ te vadhena vā bandhena vā jāniyā vā garahāya vā nuppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā”ti? ||| “But are there any people here in Uruvelakappa who, if they were executed, imprisoned, fined, or condemned, it would not cause you sorrow, lamentation, pain, sadness, and distress?”
“Atthi me, bhante, uruvelakappe manussā yesaṁ me vadhena vā bandhena vā jāniyā vā garahāya vā nuppajjeyyuṁ sokaparidevadukkhadomanassupāyāsā”ti. ||| “There are, sir.”
