Saṁyutta Nikāya 12.59 ||| Linked Discourses 12.59
6. Dukkhavagga ||| 6. A Tree
Viññāṇasutta ||| Consciousness
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Saṁyojaniyesu, bhikkhave, dhammesu assādānupassino viharato viññāṇassa avakkanti hoti. ||| “There are things that tighten the fetters. When you concentrate on the gratification provided by these things, consciousness is conceived.
Viññāṇapaccayā nāmarūpaṁ …pe… ||| Consciousness is a requirement for name and form. …
evametassa kevalassa dukkhakkhandhassa samudayo hoti. ||| That is how this entire mass of suffering originates.
Seyyathāpi, bhikkhave, mahārukkho. ||| Suppose there was a great tree.
Tassa yāni ceva mūlāni …pe… ||| And its roots going downwards and across all draw the sap upwards. …
evameva kho, bhikkhave, saṁyojaniyesu dhammesu assādānupassino viharato viññāṇassa avakkanti hoti …pe…. ||| In the same way, there are things that tighten the fetters. When you concentrate on the gratification provided by these things, consciousness is conceived. …
Saṁyojaniyesu, bhikkhave, dhammesu ādīnavānupassino viharato viññāṇassa avakkanti na hoti. ||| There are things that tighten the fetters. When you concentrate on the drawbacks of these things, consciousness is not conceived.
Viññāṇanirodhā nāmarūpanirodho …pe… ||| When consciousness ceases, name and form cease. …
evametassa kevalassa dukkhakkhandhassa nirodho hoti. ||| That is how this entire mass of suffering ceases.
Seyyathāpi, bhikkhave, mahārukkho. ||| Suppose there was a great tree.
Atha puriso āgaccheyya kuddālapiṭakaṁ ādāya …pe… ||| Then a person comes along with a spade and basket. …
āyatiṁ anuppādadhammo. ||| In this way the great tree is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.
Evameva kho, bhikkhave, saṁyojaniyesu dhammesu ādīnavānupassino viharato viññāṇassa avakkanti na hoti. ||| In the same way, there are things that tighten the fetters. When you concentrate on the drawbacks of these things, consciousness is not conceived.
Viññāṇassa nirodhā nāmarūpanirodho …pe… ||| When consciousness ceases, name and form cease. …
evametassa kevalassa dukkhakkhandhassa nirodho hotī”ti. ||| That is how this entire mass of suffering ceases.”
Navamaṁ.
