Saṁyutta Nikāya 52.6 ||| Linked Discourses 52.6
1. Rahogatavagga ||| 1. In Private
Tatiyakaṇḍakīsutta ||| At Thorny Wood (3rd)
Sāketanidānaṁ. ||| At Sāketa.
Ekamantaṁ nisinno kho āyasmā sāriputto āyasmantaṁ anuruddhaṁ etadavoca: ||| Sāriputta said to Anuruddha:
“katamesaṁ āyasmā anuruddho dhammānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto”ti? ||| “What things has Venerable Anuruddha developed and cultivated to attain great direct knowledge?”
“Catunnaṁ khvāhaṁ, āvuso, satipaṭṭhānānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto. ||| “Reverend, I attained great direct knowledge by developing and cultivating the four kinds of mindfulness meditation.
Katamesaṁ catunnaṁ? ||| What four?
Idhāhaṁ, āvuso, kāye kāyānupassī viharāmi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| I meditate observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| I meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharāmi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ— ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
imesaṁ khvāhaṁ, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā mahābhiññataṁ patto. ||| I attained great direct knowledge by developing and cultivating these four kinds of mindfulness meditation.
Imesañca panāhaṁ, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā sahassaṁ lokaṁ abhijānāmī”ti. ||| And it’s because of developing and cultivating these four kinds of mindfulness meditation that I directly know the thousandfold galaxy.”
Chaṭṭhaṁ.
