Saṁyutta Nikāya 35.115 ||| Linked Discourses 35.115
12. Lokakāmaguṇavagga ||| 12. The World and the Kinds of Sensual Stimulation
Dutiyamārapāsasutta ||| Māra’s Snare (2nd)
“Santi, bhikkhave, cakkhuviññeyyā rūpā, iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| “Mendicants, there are sights known by the eye, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati— ||| If a mendicant approves, welcomes, and keeps clinging to them,
ayaṁ vuccati, bhikkhave, bhikkhu baddho cakkhuviññeyyesu rūpesu, āvāsagato mārassa, mārassa vasaṁ gato, paṭimukkassa mārapāso. ||| they’re called a mendicant who is bound in sights known by the eye. They’re trapped in Māra’s lair, fallen under Māra’s sway, and caught in Māra’s snare.
Baddho so mārabandhanena yathākāmakaraṇīyo pāpimato …pe…. ||| They’re bound by Māra’s bonds, and the Wicked One can do with them what he wants.
Santi, bhikkhave, jivhāviññeyyā rasā …pe… ||| There are sounds … smells … tastes … touches …
santi, bhikkhave, manoviññeyyā dhammā, iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| ideas known by the mind, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati— ||| If a mendicant approves, welcomes, and keeps clinging to them,
ayaṁ vuccati, bhikkhave, bhikkhu baddho manoviññeyyesu dhammesu, āvāsagato mārassa, mārassa vasaṁ gato, paṭimukkassa mārapāso. ||| they’re called a mendicant who is bound in ideas known by the mind. They’re trapped in Māra’s lair, fallen under Māra’s sway, and caught in Māra’s snare.
Baddho so mārabandhanena yathākāmakaraṇīyo pāpimato …pe…. ||| They’re bound by Māra’s bonds, and the Wicked One can do with them what he wants.
Santi ca kho, bhikkhave, cakkhuviññeyyā rūpā, iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| There are sights known by the eye, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu nābhinandati nābhivadati nājjhosāya tiṭṭhati— ||| If a mendicant doesn’t approve, welcome, and keep clinging to them,
ayaṁ vuccati, bhikkhave, bhikkhu mutto cakkhuviññeyyehi rūpehi, nāvāsagato mārassa, na mārassa vasaṁ gato, ummukkassa mārapāso. ||| they’re called a mendicant who is freed from sights known by the eye. They’re not trapped in Māra’s lair, not fallen under Māra’s sway, and released from Māra’s snare.
Mutto so mārabandhanena na yathākāmakaraṇīyo pāpimato …pe…. ||| They’re free from Māra’s bonds, and the Wicked One cannot do with them what he wants.
Santi, bhikkhave, jivhāviññeyyā rasā …pe… ||| There are sounds … smells … tastes … touches …
santi, bhikkhave, manoviññeyyā dhammā, iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| ideas known by the mind, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu nābhinandati nābhivadati nājjhosāya tiṭṭhati— ||| If a mendicant doesn’t approve, welcome, and keep clinging to them,
ayaṁ vuccati, bhikkhave, bhikkhu mutto manoviññeyyehi dhammehi, nāvāsagato mārassa, na mārassa vasaṁ gato, ummukkassa mārapāso. ||| they’re called a mendicant who is freed from ideas known by the mind. They’re not trapped in Māra’s lair, not fallen under Māra’s sway, and released from Māra’s snare.
Mutto so mārabandhanena na yathākāmakaraṇīyo pāpimato”ti. ||| They’re free from Māra’s bonds, and the Wicked One cannot do with them what he wants.”
Dutiyaṁ.
