Saṁyutta Nikāya 28.1 ||| Linked Discourses 28.1
1. Sāriputtavagga ||| 1. With Sāriputta
Vivekajasutta ||| Born of Seclusion
Ekaṁ samayaṁ āyasmā sāriputto sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time Venerable Sāriputta was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Atha kho āyasmā sāriputto pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya sāvatthiṁ piṇḍāya pāvisi. ||| Then Venerable Sāriputta robed up in the morning and, taking his bowl and robe, entered Sāvatthī for alms.
Sāvatthiyaṁ piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena andhavanaṁ tenupasaṅkami divāvihārāya. ||| He wandered for alms in Sāvatthī. After the meal, on his return from almsround, he went to the Dark Forest for the day’s meditation,
Andhavanaṁ ajjhogāhetvā aññatarasmiṁ rukkhamūle divāvihāraṁ nisīdi. ||| plunged deep into it, and sat at the root of a tree to meditate.
Atha kho āyasmā sāriputto sāyanhasamayaṁ paṭisallānā vuṭṭhito yena jetavanaṁ anāthapiṇḍikassa ārāmo tenupasaṅkami. ||| Then in the late afternoon, Sāriputta came out of retreat and went to Jeta’s Grove, Anāthapiṇḍika’s monastery.
Addasā kho āyasmā ānando āyasmantaṁ sāriputtaṁ dūratova āgacchantaṁ. ||| Venerable Ānanda saw him coming off in the distance,
Disvāna āyasmantaṁ sāriputtaṁ etadavoca: ||| and said to him:
“vippasannāni kho te, āvuso sāriputta, indriyāni; parisuddho mukhavaṇṇo pariyodāto. ||| “Reverend Sāriputta, your faculties are so very clear, and your complexion is pure and bright.
Katamenāyasmā sāriputto ajja vihārena vihāsī”ti? ||| What meditation were you practicing today?”
“Idhāhaṁ, āvuso, vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja viharāmi. ||| “Reverend, quite secluded from sensual pleasures, secluded from unskillful qualities, I entered and remained in the first absorption, which has the rapture and bliss born of seclusion, while placing the mind and keeping it connected.
Tassa mayhaṁ, āvuso, na evaṁ hoti: ||| But it didn’t occur to me:
‘ahaṁ paṭhamaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ paṭhamaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ paṭhamā jhānā vuṭṭhito’ti vā”ti. ||| ‘I am entering the first absorption’ or ‘I have entered the first absorption’ or ‘I am emerging from the first absorption’.”
Tathā hi panāyasmato sāriputtassa dīgharattaṁ ahaṅkāramamaṅkāramānānusayā susamūhatā. ||| “That must be because Venerable Sāriputta has long ago totally eradicated I-making, mine-making, and the underlying tendency to conceit.
Tasmā āyasmato sāriputtassa na evaṁ hoti: ||| That’s why it didn’t occur to you:
“‘ahaṁ paṭhamaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ paṭhamaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ paṭhamā jhānā vuṭṭhito’ti vā”ti. ||| ‘I am entering the first absorption’ or ‘I have entered the first absorption’ or ‘I am emerging from the first absorption’.”
Paṭhamaṁ.
