Saṁyutta Nikāya 14.5 ||| Linked Discourses 14.5
1. Nānattavagga ||| 1. Diversity
Dutiyavedanānānattasutta ||| Diversity of Feelings (2nd)
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Dhātunānattaṁ, bhikkhave, paṭicca uppajjati phassanānattaṁ, phassanānattaṁ paṭicca uppajjati vedanānānattaṁ, no vedanānānattaṁ paṭicca uppajjati phassanānattaṁ, no phassanānattaṁ paṭicca uppajjati dhātunānattaṁ. ||| “Mendicants, diversity of elements gives rise to diversity of contacts. Diversity of contacts gives rise to diversity of feelings. Diversity of feelings doesn’t give rise to diversity of contacts. Diversity of contacts doesn’t give rise to diversity of elements.
Katamañca, bhikkhave, dhātunānattaṁ? ||| And what is the diversity of elements?
Cakkhudhātu …pe… manodhātu— ||| The eye element, ear element, nose element, tongue element, body element, and mind element.
idaṁ vuccati, bhikkhave, dhātunānattaṁ. ||| This is called the diversity of elements.
Kathañca, bhikkhave, dhātunānattaṁ paṭicca uppajjati phassanānattaṁ, phassanānattaṁ paṭicca uppajjati vedanānānattaṁ, no vedanānānattaṁ paṭicca uppajjati phassanānattaṁ, no phassanānattaṁ paṭicca uppajjati dhātunānattaṁ? ||| And how does diversity of elements give rise to diversity of contacts, and diversity of contacts give rise to diversity of feelings, while diversity of feelings doesn’t give rise to diversity of contacts, and diversity of contacts doesn’t give rise to diversity of elements?
Cakkhudhātuṁ, bhikkhave, paṭicca uppajjati cakkhusamphasso, cakkhusamphassaṁ paṭicca uppajjati cakkhusamphassajā vedanā, no cakkhusamphassajaṁ vedanaṁ paṭicca uppajjati cakkhusamphasso, no cakkhusamphassaṁ paṭicca uppajjati cakkhudhātu …pe… ||| The eye element gives rise to eye contact. Eye contact gives rise to feeling born of eye contact. Feeling born of eye contact doesn’t give rise to eye contact. Eye contact doesn’t give rise to the eye element. …
manodhātuṁ paṭicca uppajjati manosamphasso, manosamphassaṁ paṭicca uppajjati manosamphassajā vedanā, no manosamphassajaṁ vedanaṁ paṭicca uppajjati manosamphasso, no manosamphassaṁ paṭicca uppajjati manodhātu. ||| The mind element gives rise to mind contact. Mind contact gives rise to feeling born of mind contact. Feeling born of mind contact doesn’t give rise to mind contact. Mind contact doesn’t give rise to the mind element.
Evaṁ kho, bhikkhave, dhātunānattaṁ paṭicca uppajjati phassanānattaṁ, phassanānattaṁ paṭicca uppajjati vedanānānattaṁ, no vedanānānattaṁ paṭicca uppajjati phassanānattaṁ, no phassanānattaṁ paṭicca uppajjati dhātunānattan”ti. ||| That’s how diversity of elements gives rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings, while diversity of feelings doesn’t give rise to diversity of contacts, and diversity of contacts doesn’t give rise to diversity of elements.”
Pañcamaṁ.
