Saṁyutta Nikāya 51.16 ||| Linked Discourses 51.16
2. Pāsādakampanavagga ||| 2. Shaking the Stilt Longhouse
Paṭhamasamaṇabrāhmaṇasutta ||| Ascetics and Brahmins (1st)
“Ye hi keci, bhikkhave, atītamaddhānaṁ samaṇā vā brāhmaṇā vā mahiddhikā ahesuṁ mahānubhāvā, sabbe te catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| “Mendicants, all the ascetics and brahmins in the past,
Ye hi keci, bhikkhave, anāgatamaddhānaṁ samaṇā vā brāhmaṇā vā mahiddhikā bhavissanti mahānubhāvā, sabbe te catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| future,
Ye hi keci, bhikkhave, etarahi samaṇā vā brāhmaṇā vā mahiddhikā mahānubhāvā, sabbe te catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| or present who are mighty and powerful have become so by developing and cultivating the four bases of psychic power.
Katamesaṁ catunnaṁ? ||| What four?
Idha, bhikkhave, bhikkhu chandasamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti, ||| It’s when a mendicant develops the basis of psychic power that has immersion due to enthusiasm …
vīriyasamādhi …pe… ||| energy …
cittasamādhi … ||| mental development …
vīmaṁsāsamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti. ||| inquiry, and active effort.
Ye hi keci, bhikkhave, atītamaddhānaṁ samaṇā vā brāhmaṇā vā mahiddhikā ahesuṁ mahānubhāvā, sabbe te imesaṁyeva catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| All the ascetics and brahmins in the past,
Ye hi keci, bhikkhave, anāgatamaddhānaṁ samaṇā vā brāhmaṇā vā mahiddhikā bhavissanti mahānubhāvā, sabbe te imesaṁyeva catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā. ||| future,
Ye hi keci, bhikkhave, etarahi samaṇā vā brāhmaṇā vā mahiddhikā mahānubhāvā, sabbe te imesaṁyeva catunnaṁ iddhipādānaṁ bhāvitattā bahulīkatattā”ti. ||| or present who are mighty and powerful have become so by developing and cultivating the four bases of psychic power.”
Chaṭṭhaṁ.
