Saṁyutta Nikāya 14.7 ||| Linked Discourses 14.7
1. Nānattavagga ||| 1. Diversity
Saññānānattasutta ||| Diversity of Perceptions
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Dhātunānattaṁ, bhikkhave, paṭicca uppajjati saññānānattaṁ, saññānānattaṁ paṭicca uppajjati saṅkappanānattaṁ, saṅkappanānattaṁ paṭicca uppajjati chandanānattaṁ, chandanānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, pariḷāhanānattaṁ paṭicca uppajjati pariyesanānānattaṁ. ||| “Mendicants, diversity of elements gives rise to diversity of perceptions. Diversity of perceptions gives rise to diversity of thoughts. Diversity of thoughts gives rise to diversity of desires. Diversity of desires gives rise to diversity of passions. Diversity of passions gives rise to diversity of searches.
Katamañca, bhikkhave, dhātunānattaṁ? ||| And what is the diversity of elements?
Rūpadhātu …pe… dhammadhātu— ||| The sight element, the sound element, the smell element, the taste element, the touch element, and the idea element.
idaṁ vuccati, bhikkhave, dhātunānattaṁ. ||| This is called the diversity of elements.
Kathañca, bhikkhave, dhātunānattaṁ paṭicca uppajjati saññānānattaṁ, saññānānattaṁ paṭicca uppajjati saṅkappanānattaṁ, saṅkappanānattaṁ paṭicca uppajjati chandanānattaṁ, chandanānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, pariḷāhanānattaṁ paṭicca uppajjati pariyesanānānattaṁ? ||| And how does diversity of elements give rise to diversity of perceptions, and diversity of perceptions give rise to diversity of thoughts, and diversity of thoughts give rise to diversity of desires, and diversity of desires give rise to diversity of passions, and diversity of passions give rise to diversity of searches?
Rūpadhātuṁ, bhikkhave, paṭicca uppajjati rūpasaññā, rūpasaññaṁ paṭicca uppajjati rūpasaṅkappo, rūpasaṅkappaṁ paṭicca uppajjati rūpacchando, rūpacchandaṁ paṭicca uppajjati rūpapariḷāho, rūpapariḷāhaṁ paṭicca uppajjati rūpapariyesanā …pe… ||| The sight element gives rise to the perception of sights. The perception of sights gives rise to thoughts about sights. Thoughts about sights give rise to the desire for sights. The desire for sights gives rise to the passion for sights. The passion for sights gives rise to searching for sights. …
dhammadhātuṁ paṭicca uppajjati dhammasaññā, dhammasaññaṁ paṭicca uppajjati dhammasaṅkappo, dhammasaṅkappaṁ paṭicca uppajjati dhammacchando, dhammacchandaṁ paṭicca uppajjati dhammapariḷāho, dhammapariḷāhaṁ paṭicca uppajjati dhammapariyesanā. ||| The idea element gives rise to the perception of ideas. The perception of ideas gives rise to thoughts about ideas. Thoughts about ideas give rise to the desire for ideas. The desire for ideas gives rise to the passion for ideas. The passion for ideas gives rise to searching for ideas.
Evaṁ, kho, bhikkhave, dhātunānattaṁ paṭicca uppajjati saññānānattaṁ, saññānānattaṁ paṭicca uppajjati saṅkappanānattaṁ, saṅkappanānattaṁ paṭicca uppajjati chandanānattaṁ, chandanānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, pariḷāhanānattaṁ paṭicca uppajjati pariyesanānānattan”ti. ||| That’s how diversity of elements gives rise to diversity of perceptions, and diversity of perceptions gives rise to diversity of thoughts, and diversity of thoughts gives rise to diversity of desires, and diversity of desires gives rise to diversity of passions, and diversity of passions gives rise to diversity of searches.”
Sattamaṁ.
