Saṁyutta Nikāya 56.43 ||| Linked Discourses 56.43
5. Papātavagga ||| 5. A Cliff
Mahāpariḷāhasutta ||| The Great Scorching
“Atthi, bhikkhave, mahāpariḷāho nāma nirayo. ||| “Mendicants, there is a hell called ‘The Great Scorching’.
Tattha yaṁ kiñci cakkhunā rūpaṁ passati, aniṭṭharūpaññeva passati no iṭṭharūpaṁ; akantarūpaññeva passati no kantarūpaṁ; amanāparūpaññeva passati no manāparūpaṁ. ||| There, whatever sight you see with your eye is unlikable, not likable; undesirable, not desirable; unpleasant, not pleasant.
Yaṁ kiñci sotena saddaṁ suṇāti …pe… ||| Whatever sound you hear … Whatever odor you smell … Whatever flavor you taste …
yaṁ kiñci kāyena phoṭṭhabbaṁ phusati …pe… ||| Whatever touch you feel …
yaṁ kiñci manasā dhammaṁ vijānāti, aniṭṭharūpaññeva vijānāti no iṭṭharūpaṁ; akantarūpaññeva vijānāti no kantarūpaṁ; amanāparūpaññeva vijānāti no manāparūpan”ti. ||| Whatever idea you know with your mind is unlikable, not likable; undesirable, not desirable; unpleasant, not pleasant.”
Evaṁ vutte, aññataro bhikkhu bhagavantaṁ etadavoca: ||| When he said this, one of the mendicants said to the Buddha,
“mahā vata so, bhante, pariḷāho, sumahā vata so, bhante, pariḷāho. ||| “Sir, that scorching really is mighty, so very mighty.
Atthi nu kho, bhante, etamhā pariḷāhā añño pariḷāho mahantataro ceva bhayānakataro cā”ti? ||| Is there any other scorching more mighty and terrifying than this one?”
“Atthi kho, bhikkhu, etamhā pariḷāhā añño pariḷāho mahantataro ca bhayānakataro cā”ti. ||| “There is, mendicant.”
“Katamo pana, bhante, etamhā pariḷāhā añño pariḷāho mahantataro ca bhayānakataro cā”ti? ||| “But sir, what is it?”
“Ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā ‘idaṁ dukkhan’ti yathābhūtaṁ nappajānanti …pe… ||| “Mendicants, there are ascetics and brahmins who don’t truly understand about suffering, its origin, its cessation, and the path.
‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ nappajānanti, te jātisaṁvattanikesu saṅkhāresu abhiramanti …pe… ||| They take pleasure in choices that lead to rebirth …
abhiratā …pe… abhisaṅkharonti …pe… ||| They continue to make such choices …
abhisaṅkharitvā jātipariḷāhenapi pariḍayhanti, jarāpariḷāhenapi pariḍayhanti, maraṇapariḷāhenapi pariḍayhanti, sokaparidevadukkhadomanassupāyāsapariḷāhenapi pariḍayhanti. ||| Having made such choices, they burn with the scorching of rebirth, old age, and death, of sorrow, lamentation, pain, sadness, and distress.
Te na parimuccanti jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi. ||| They’re not freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress.
‘Na parimuccanti dukkhasmā’ti vadāmi. ||| They’re not freed from suffering, I say.
Ye ca kho keci, bhikkhave, samaṇā vā brāhmaṇā vā ‘idaṁ dukkhan’ti yathābhūtaṁ pajānanti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānanti. ||| There are ascetics and brahmins who truly understand about suffering, its origin, its cessation, and the path.
Te jātisaṁvattanikesu saṅkhāresu nābhiramanti …pe… ||| They don’t take pleasure in choices that lead to rebirth …
anabhiratā …pe… nābhisaṅkharonti …pe… ||| They stop making such choices …
anabhisaṅkharitvā jātipariḷāhenapi na pariḍayhanti, jarāpariḷāhenapi na pariḍayhanti, maraṇapariḷāhenapi na pariḍayhanti, sokaparidevadukkhadomanassupāyāsapariḷāhenapi na pariḍayhanti. ||| Having stopped making such choices, they don’t burn with the scorching of rebirth, old age, and death, of sorrow, lamentation, pain, sadness, and distress.
Te parimuccanti jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi. ||| They’re freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress.
‘Parimuccanti dukkhasmā’ti vadāmi. ||| They’re freed from suffering, I say.
Tasmātiha, bhikkhave, ‘idaṁ dukkhan’ti yogo karaṇīyo …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yogo karaṇīyo”ti. ||| That’s why you should practice meditation …”
Tatiyaṁ.
