Majjhima Nikāya 100 ||| Middle Discourses 100
Saṅgāravasutta ||| With Saṅgārava
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā kosalesu cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ. ||| At one time the Buddha was wandering in the land of the Kosalans together with a large Saṅgha of mendicants.
Tena kho pana samayena dhanañjānī nāma brāhmaṇī cañcalikappe paṭivasati abhippasannā buddhe ca dhamme ca saṅghe ca. ||| Now at that time a brahmin lady named Dhanañjānī was residing at Caṇḍalakappa. She was devoted to the Buddha, the teaching, and the Saṅgha.
Atha kho dhanañjānī brāhmaṇī upakkhalitvā tikkhattuṁ udānaṁ udānesi: ||| Once, she tripped and expressed this heartfelt sentiment three times:
“Namo tassa bhagavato arahato sammāsambuddhassa. ||| “Homage to him, the blessed one, the perfected one, the fully awakened Buddha!
Namo tassa bhagavato arahato sammāsambuddhassa. ||| Homage to him, the blessed one, the perfected one, the fully awakened Buddha!
Namo tassa bhagavato arahato sammāsambuddhassā”ti. ||| Homage to him, the blessed one, the perfected one, the fully awakened Buddha!”
Tena kho pana samayena saṅgāravo nāma māṇavo cañcalikappe paṭivasati tiṇṇaṁ vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ sākkharappabhedānaṁ itihāsapañcamānaṁ, padako, veyyākaraṇo, lokāyatamahāpurisalakkhaṇesu anavayo. ||| Now at that time the student Saṅgārava was residing in Caṇḍalakappa. He was young, newly tonsured; he was sixteen years old. He had mastered the three Vedas, together with their vocabularies and ritual performance, their phonology and word classification, and the testaments as fifth. He knew them word-by-word, and their grammar. He was well versed in cosmology and the marks of a great man.
Assosi kho saṅgāravo māṇavo dhanañjāniyā brāhmaṇiyā evaṁ vācaṁ bhāsamānāya. ||| Hearing Dhanañjānī’s exclamation,
Sutvā dhanañjāniṁ brāhmaṇiṁ etadavoca: ||| he said to her,
“avabhūtāva ayaṁ dhanañjānī brāhmaṇī, parabhūtāva ayaṁ dhanañjānī brāhmaṇī, vijjamānānaṁ tevijjānaṁ brāhmaṇānaṁ, atha ca pana tassa muṇḍakassa samaṇakassa vaṇṇaṁ bhāsissatī”ti. ||| “The brahmin lady Dhanañjānī is a disgrace! Though brahmins proficient in the three Vedas are found, she praises that shaveling, that fake ascetic.”
