Saṁyutta Nikāya 26.2 ||| Linked Discourses 26.2
1. Uppādavagga ||| 1. Arising
Rūpasutta ||| Sights
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Yo kho, bhikkhave, rūpānaṁ uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ||| “Mendicants, the arising, continuation, and manifestation and regeneration of sights is the arising of suffering, the continuation of diseases, and the manifestation of old age and death.
Yo saddānaṁ … ||| The arising, continuation, and manifestation and regeneration of sounds,
yo gandhānaṁ … ||| smells,
yo rasānaṁ … ||| tastes,
yo phoṭṭhabbānaṁ … ||| touches,
yo dhammānaṁ uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ||| and ideas is the arising of suffering, the continuation of diseases, and the manifestation of old age and death.
Yo ca kho, bhikkhave, rūpānaṁ nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo. ||| The cessation, settling, and disappearance of sights,
Yo saddānaṁ … ||| sounds,
yo gandhānaṁ … ||| smells,
yo rasānaṁ … ||| tastes,
yo phoṭṭhabbānaṁ … ||| touches,
yo dhammānaṁ nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo”ti. ||| and ideas is the cessation of suffering, the settling of diseases, and the disappearance of old age and death.”
Dutiyaṁ.
