Saṁyutta Nikāya 47.23 ||| Linked Discourses 47.23
3. Sīlaṭṭhitivagga ||| 3. Ethics and Duration
Parihānasutta ||| Decline
Ekaṁ samayaṁ āyasmā ca ānando āyasmā ca bhaddo pāṭaliputte viharanti kukkuṭārāme. ||| At one time the venerables Ānanda and Bhadda were staying near Pāṭaliputta, in the Chicken Monastery.
Atha kho āyasmā bhaddo sāyanhasamayaṁ paṭisallānā vuṭṭhito yenāyasmā ānando tenupasaṅkami; upasaṅkamitvā āyasmatā ānandena saddhiṁ sammodi. ||| Then in the late afternoon, Venerable Bhadda came out of retreat, went to Venerable Ānanda, and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho āyasmā bhaddo āyasmantaṁ ānandaṁ etadavoca: ||| When the greetings and polite conversation were over, he sat down to one side and said to Ānanda:
“ko nu kho, āvuso ānanda, hetu, ko paccayo yena saddhammaparihānaṁ hoti? ||| “What’s the cause, Reverend Ānanda, what’s the reason why the true teaching declines?
Ko nu kho, āvuso ānanda, hetu, ko paccayo yena saddhammaaparihānaṁ hotī”ti? ||| And what’s the cause, what’s the reason why the true teaching doesn’t decline?”
“Sādhu sādhu, āvuso bhadda. ||| “Good, good, Reverend Bhadda!
Bhaddako kho te, āvuso bhadda, ummaṅgo, bhaddakaṁ paṭibhānaṁ, kalyāṇī paripucchā. ||| Your approach and eloquence are excellent, and it’s a good question.
Evañhi tvaṁ, āvuso bhadda, pucchasi: ||| For you asked:
‘ko nu kho, āvuso ānanda, hetu, ko paccayo yena saddhammaparihānaṁ hoti? ||| ‘What’s the cause, what’s the reason why the true teaching declines?
Ko panāvuso ānanda, hetu, ko paccayo yena saddhammaaparihānaṁ hotī’”ti? ||| And what’s the cause, what’s the reason why the true teaching doesn’t decline?’”
“Evamāvuso”ti. ||| “Yes, reverend.”
“Catunnaṁ kho, āvuso, satipaṭṭhānānaṁ abhāvitattā abahulīkatattā saddhammaparihānaṁ hoti. ||| “It’s because of not developing and cultivating the four kinds of mindfulness meditation that the true teaching declines.
Catunnañca kho, āvuso, satipaṭṭhānānaṁ bhāvitattā bahulīkatattā saddhammaaparihānaṁ hoti. ||| It’s because of developing and cultivating the four kinds of mindfulness meditation that the true teaching doesn’t decline.
Katamesaṁ catunnaṁ? ||| What four?
Idhāvuso, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| They meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Imesaṁ kho, āvuso, catunnaṁ satipaṭṭhānānaṁ abhāvitattā abahulīkatattā saddhammaparihānaṁ hoti. ||| It’s because of not developing and cultivating these four kinds of mindfulness meditation that the true teaching declines.
Imesañca kho, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā saddhammaaparihānaṁ hotī”ti. ||| And it’s because of developing and cultivating these four kinds of mindfulness meditation that the true teaching doesn’t decline.”
Tatiyaṁ.
