Saṁyutta Nikāya 12.82 ||| Linked Discourses 12.82
9. Antarapeyyāla ||| 9. Incorporated Abbreviation Series
Satthusutta ||| The Teacher
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Jarāmaraṇaṁ, bhikkhave, ajānatā apassatā yathābhūtaṁ jarāmaraṇe yathābhūtaṁ ñāṇāya satthā pariyesitabbo; ||| “Mendicants, one who does not truly know or see old age and death should seek the Teacher so as to truly know old age and death.
jarāmaraṇasamudayaṁ ajānatā apassatā yathābhūtaṁ jarāmaraṇasamudaye yathābhūtaṁ ñāṇāya satthā pariyesitabbo; ||| One who does not truly know or see the origin of old age and death should seek the Teacher so as to truly know the origin of old age and death.
jarāmaraṇanirodhaṁ ajānatā apassatā yathābhūtaṁ jarāmaraṇanirodhe yathābhūtaṁ ñāṇāya satthā pariyesitabbo; ||| One who does not truly know or see the cessation of old age and death should seek the Teacher so as to truly know the cessation of old age and death.
jarāmaraṇanirodhagāminiṁ paṭipadaṁ ajānatā apassatā yathābhūtaṁ jarāmaraṇanirodhagāminiyā paṭipadāya yathābhūtaṁ ñāṇāya satthā pariyesitabbo”ti. ||| One who does not truly know or see the practice that leads to the cessation of old age and death should seek the Teacher so as to truly know the practice that leads to the cessation of old age and death.”
(Suttanto eko.) ||| (One discourse.)
Paṭhamaṁ.
(Sabbesaṁ peyyālo evaṁ vitthāretabbo.) ||| (All the abbreviated texts should be told in full.)
