Majjhima Nikāya 70 ||| Middle Discourses 70
Kīṭāgirisutta ||| At Kīṭāgiri
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā kāsīsu cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ. ||| At one time the Buddha was wandering in the land of the Kāsis together with a large Saṅgha of mendicants.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants:
“ahaṁ kho, bhikkhave, aññatreva rattibhojanā bhuñjāmi. ||| “Mendicants, I abstain from eating at night.
Aññatra kho panāhaṁ, bhikkhave, rattibhojanā bhuñjamāno appābādhatañca sañjānāmi appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca. ||| Doing so, I find that I’m healthy and well, nimble, strong, and living comfortably.
Etha, tumhepi, bhikkhave, aññatreva rattibhojanā bhuñjatha. ||| You too should abstain from eating at night.
Aññatra kho pana, bhikkhave, tumhepi rattibhojanā bhuñjamānā appābādhatañca sañjānissatha appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañcā”ti. ||| Doing so, you’ll find that you’re healthy and well, nimble, strong, and living comfortably.”
“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ. ||| “Yes, sir,” they replied.
Atha kho bhagavā kāsīsu anupubbena cārikaṁ caramāno yena kīṭāgiri nāma kāsīnaṁ nigamo tadavasari. ||| Then the Buddha, traveling stage by stage in the land of the Kāsis, arrived at a town of the Kāsis named Kīṭāgiri,
Tatra sudaṁ bhagavā kīṭāgirismiṁ viharati kāsīnaṁ nigame. ||| and stayed there.
Tena kho pana samayena assajipunabbasukā nāma bhikkhū kīṭāgirismiṁ āvāsikā honti. ||| Now at that time the mendicants who followed Assaji and Punabbasuka were residing at Kīṭāgiri.
Atha kho sambahulā bhikkhū yena assajipunabbasukā bhikkhū tenupasaṅkamiṁsu; upasaṅkamitvā assajipunabbasuke bhikkhū etadavocuṁ: ||| Then several mendicants went up to them and said,
“bhagavā kho, āvuso, aññatreva rattibhojanā bhuñjati bhikkhusaṅgho ca. ||| “Reverends, the Buddha abstains from eating at night, and so does the mendicant Saṅgha.
Aññatra kho panāvuso, rattibhojanā bhuñjamānā appābādhatañca sañjānanti appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca. ||| Doing so, they find that they’re healthy and well, nimble, strong, and living comfortably.
Etha, tumhepi, āvuso, aññatreva rattibhojanā bhuñjatha. ||| You too should abstain from eating at night.
Aññatra kho panāvuso, tumhepi rattibhojanā bhuñjamānā appābādhatañca sañjānissatha appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañcā”ti. ||| Doing so, you’ll find that you’re healthy and well, nimble, strong, and living comfortably.”
Evaṁ vutte, assajipunabbasukā bhikkhū te bhikkhū etadavocuṁ: ||| When they said this, the mendicants who followed Assaji and Punabbasuka said to them,
“mayaṁ kho, āvuso, sāyañceva bhuñjāma pāto ca divā ca vikāle. ||| “Reverends, we eat at dusk, at daybreak, and at the wrong time of day.
Te mayaṁ sāyañceva bhuñjamānā pāto ca divā ca vikāle appābādhatañca sañjānāma appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca. ||| Doing so, we find that we’re healthy and well, nimble, strong, and living comfortably.
Te mayaṁ kiṁ sandiṭṭhikaṁ hitvā kālikaṁ anudhāvissāma? ||| Why should we give up what is apparent in the present to chase after what takes effect over time?
Sāyañceva mayaṁ bhuñjissāma pāto ca divā ca vikāle”ti. ||| We shall eat at dusk, at daybreak, and at the wrong time of day.”
Yato kho te bhikkhū nāsakkhiṁsu assajipunabbasuke bhikkhū saññāpetuṁ, atha yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinnā kho te bhikkhū bhagavantaṁ etadavocuṁ: ||| Since those mendicants were unable to persuade the mendicants who were followers of Assaji and Punabbasuka, they approached the Buddha, bowed, sat down to one side, and told him what had happened.
“idha mayaṁ, bhante, yena assajipunabbasukā bhikkhū tenupasaṅkamimha; upasaṅkamitvā assajipunabbasuke bhikkhū etadavocumha:
‘bhagavā kho, āvuso, aññatreva rattibhojanā bhuñjati bhikkhusaṅgho ca;
aññatra kho panāvuso, rattibhojanā bhuñjamānā appābādhatañca sañjānanti appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca.
Etha, tumhepi, āvuso, aññatreva rattibhojanā bhuñjatha.
Aññatra kho panāvuso, tumhepi rattibhojanā bhuñjamānā appābādhatañca sañjānissatha appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañcā’ti.
Evaṁ vutte, bhante, assajipunabbasukā bhikkhū amhe etadavocuṁ:
‘mayaṁ kho, āvuso, sāyañceva bhuñjāma pāto ca divā ca vikāle.
Te mayaṁ sāyañceva bhuñjamānā pāto ca divā ca vikāle appābādhatañca sañjānāma appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca.
Te mayaṁ kiṁ sandiṭṭhikaṁ hitvā kālikaṁ anudhāvissāma?
Sāyañceva mayaṁ bhuñjissāma pāto ca divā ca vikāle’ti.
Yato kho mayaṁ, bhante, nāsakkhimha assajipunabbasuke bhikkhū saññāpetuṁ, atha mayaṁ etamatthaṁ bhagavato ārocemā”ti.
Atha kho bhagavā aññataraṁ bhikkhuṁ āmantesi: ||| So the Buddha addressed one of the monks,
“ehi tvaṁ, bhikkhu, mama vacanena assajipunabbasuke bhikkhū āmantehi: ||| “Please, monk, in my name tell the mendicants who follow Assaji and Punabbasuka that
‘satthā āyasmante āmantetī’”ti. ||| the teacher summons them.”
“Evaṁ, bhante”ti kho so bhikkhu bhagavato paṭissutvā yena assajipunabbasukā bhikkhū tenupasaṅkami; upasaṅkamitvā assajipunabbasuke bhikkhū etadavoca: ||| “Yes, sir,” that monk replied. He went to those mendicants and said,
“satthā āyasmante āmantetī”ti. ||| “Venerables, the teacher summons you.”
“Evamāvuso”ti kho assajipunabbasukā bhikkhū tassa bhikkhuno paṭissutvā yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinne kho assajipunabbasuke bhikkhū bhagavā etadavoca: ||| “Yes, reverend,” those mendicants replied. They went to the Buddha, bowed, and sat down to one side.
“saccaṁ kira, bhikkhave, sambahulā bhikkhū tumhe upasaṅkamitvā etadavocuṁ: ||| The Buddha said to them, “Is it really true, mendicants, that several mendicants went to you and said:
‘bhagavā kho, āvuso, aññatreva rattibhojanā bhuñjati bhikkhusaṅgho ca. ||| ‘Reverends, the Buddha abstains from eating at night, and so does the mendicant Saṅgha.
Aññatra kho panāvuso, rattibhojanā bhuñjamānā appābādhatañca sañjānanti appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca. ||| Doing so, they find that they’re healthy and well, nimble, strong, and living comfortably.
Etha, tumhepi, āvuso, aññatreva rattibhojanā bhuñjatha. ||| You too should abstain from eating at night.
Aññatra kho panāvuso, tumhepi rattibhojanā bhuñjamānā appābādhatañca sañjānissatha appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañcā’ti. ||| Doing so, you’ll find that you’re healthy and well, nimble, strong, and living comfortably.’
Evaṁ vutte, kira, bhikkhave, tumhe te bhikkhū evaṁ avacuttha: ||| When they said this, did you really say to them:
‘mayaṁ kho panāvuso, sāyañceva bhuñjāma pāto ca divā ca vikāle. ||| ‘Reverends, we eat at dusk, at daybreak, and at the wrong time of day.
Te mayaṁ sāyañceva bhuñjamānā pāto ca divā ca vikāle appābādhatañca sañjānāma appātaṅkatañca lahuṭṭhānañca balañca phāsuvihārañca. ||| Doing so, we find that we’re healthy and well, nimble, strong, and living comfortably.
Te mayaṁ kiṁ sandiṭṭhikaṁ hitvā kālikaṁ anudhāvissāma? ||| Why should we give up what is apparent in the present to chase after what takes effect over time?
Sāyañceva mayaṁ bhuñjissāma pāto ca divā ca vikāle’”ti. ||| We shall eat at dusk, at daybreak, and at the wrong time of day.’”
“Evaṁ, bhante”. ||| “Yes, sir.”
“Kiṁ nu me tumhe, bhikkhave, evaṁ dhammaṁ desitaṁ ājānātha yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tassa akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhantī”ti? ||| “Mendicants, have you ever known me to teach the Dhamma like this: no matter what this individual experiences—pleasurable, painful, or neutral—their unskillful qualities decline and their skillful qualities grow?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Nanu me tumhe, bhikkhave, evaṁ dhammaṁ desitaṁ ājānātha idhekaccassa yaṁ evarūpaṁ sukhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyanti, idha panekaccassa evarūpaṁ sukhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti, kusalā dhammā abhivaḍḍhanti, idhekaccassa evarūpaṁ dukkhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyanti, idha panekaccassa evarūpaṁ dukkhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhanti, idhekaccassa evarūpaṁ adukkhamasukhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyanti, idha panekaccassa evarūpaṁ adukkhamasukhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhantī”ti? ||| “Haven’t you known me to teach the Dhamma like this: ‘When someone feels this kind of pleasant feeling, unskillful qualities grow and skillful qualities decline. But when someone feels that kind of pleasant feeling, unskillful qualities decline and skillful qualities grow. When someone feels this kind of painful feeling, unskillful qualities grow and skillful qualities decline. But when someone feels that kind of painful feeling, unskillful qualities decline and skillful qualities grow. When someone feels this kind of neutral feeling, unskillful qualities grow and skillful qualities decline. But when someone feels that kind of neutral feeling, unskillful qualities decline and skillful qualities grow’?”
“Evaṁ, bhante”. ||| “Yes, sir.”
“Sādhu, bhikkhave. ||| “Good, mendicants!
Mayā cetaṁ, bhikkhave, aññātaṁ abhavissa adiṭṭhaṁ aviditaṁ asacchikataṁ aphassitaṁ paññāya: ||| Now, suppose I hadn’t known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ sukhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyantī’ti, ||| ‘When someone feels this kind of pleasant feeling, unskillful qualities grow and skillful qualities decline.’
evāhaṁ ajānanto ‘evarūpaṁ sukhaṁ vedanaṁ pajahathā’ti vadeyyaṁ; api nu me etaṁ, bhikkhave, patirūpaṁ abhavissā”ti? ||| Not knowing this, would it be appropriate for me to say: ‘You should give up this kind of pleasant feeling’?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Yasmā ca kho etaṁ, bhikkhave, mayā ñātaṁ diṭṭhaṁ viditaṁ sacchikataṁ phassitaṁ paññāya: ||| “But I have known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ sukhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyantī’ti, tasmāhaṁ ‘evarūpaṁ sukhaṁ vedanaṁ pajahathā’ti vadāmi. ||| ‘When someone feels this kind of pleasant feeling, unskillful qualities grow and skillful qualities decline.’ Since this is so, that’s why I say: ‘You should give up this kind of pleasant feeling.’
Mayā cetaṁ, bhikkhave, aññātaṁ abhavissa adiṭṭhaṁ aviditaṁ asacchikataṁ aphassitaṁ paññāya: ||| Now, suppose I hadn’t known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ sukhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhantī’ti, evāhaṁ ajānanto ‘evarūpaṁ sukhaṁ vedanaṁ upasampajja viharathā’ti vadeyyaṁ; ||| ‘When someone feels that kind of pleasant feeling, unskillful qualities decline and skillful qualities grow.’
api nu me etaṁ, bhikkhave, patirūpaṁ abhavissā”ti? ||| Not knowing this, would it be appropriate for me to say: ‘You should enter and remain in that kind of pleasant feeling’?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Yasmā ca kho etaṁ, bhikkhave, mayā ñātaṁ diṭṭhaṁ viditaṁ sacchikataṁ phassitaṁ paññāya: ||| “But I have known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ sukhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti, kusalā dhammā abhivaḍḍhantī’ti, tasmāhaṁ ‘evarūpaṁ sukhaṁ vedanaṁ upasampajja viharathā’ti vadāmi. ||| ‘When someone feels that kind of pleasant feeling, unskillful qualities decline and skillful qualities grow.’ Since this is so, that’s why I say: ‘You should enter and remain in that kind of pleasant feeling.’
Mayā cetaṁ, bhikkhave, aññātaṁ abhavissa adiṭṭhaṁ aviditaṁ asacchikataṁ aphassitaṁ paññāya: ||| Now, suppose I hadn’t known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ dukkhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyantī’ti, evāhaṁ ajānanto ‘evarūpaṁ dukkhaṁ vedanaṁ pajahathā’ti vadeyyaṁ; ||| ‘When someone feels this kind of painful feeling, unskillful qualities grow and skillful qualities decline.’
api nu me etaṁ, bhikkhave, patirūpaṁ abhavissā”ti? ||| Not knowing this, would it be appropriate for me to say: ‘You should give up this kind of painful feeling’?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Yasmā ca kho etaṁ, bhikkhave, mayā ñātaṁ diṭṭhaṁ viditaṁ sacchikataṁ phassitaṁ paññāya: ||| “But I have known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ dukkhaṁ vedanaṁ vedayato akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyantī’ti, tasmāhaṁ ‘evarūpaṁ dukkhaṁ vedanaṁ pajahathā’ti vadāmi. ||| ‘When someone feels this kind of painful feeling, unskillful qualities grow and skillful qualities decline.’ Since this is so, that’s why I say: ‘You should give up this kind of painful feeling.’
Mayā cetaṁ, bhikkhave, aññātaṁ abhavissa adiṭṭhaṁ aviditaṁ asacchikataṁ aphassitaṁ paññāya: ||| Now, suppose I hadn’t known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ dukkhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhantī’ti, evāhaṁ ajānanto ‘evarūpaṁ dukkhaṁ vedanaṁ upasampajja viharathā’ti vadeyyaṁ; ||| ‘When someone feels that kind of painful feeling, unskillful qualities decline and skillful qualities grow.’
api nu me etaṁ, bhikkhave, patirūpaṁ abhavissā”ti? ||| Not knowing this, would it be appropriate for me to say: ‘You should enter and remain in that kind of painful feeling’?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Yasmā ca kho etaṁ, bhikkhave, mayā ñātaṁ diṭṭhaṁ viditaṁ sacchikataṁ phassitaṁ paññāya: ||| “But I have known, seen, understood, realized, and experienced this with wisdom:
‘idhekaccassa evarūpaṁ dukkhaṁ vedanaṁ vedayato akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhantī’ti, tasmāhaṁ ‘evarūpaṁ dukkhaṁ vedanaṁ upasampajja viharathā’ti vadāmi. ||| ‘When someone feels that kind of painful feeling, unskillful qualities decline and skillful qualities grow.’ Since this is so, that’s why I say: ‘You should enter and remain in that kind of painful feeling.’
