Saṁyutta Nikāya 47.22 ||| Linked Discourses 47.22
3. Sīlaṭṭhitivagga ||| 3. Ethics and Duration
Ciraṭṭhitisutta ||| Long Lasting
Taṁyeva nidānaṁ. ||| The same setting.
Ekamantaṁ nisinno kho āyasmā bhaddo āyasmantaṁ ānandaṁ etadavoca: ||| Venerable Bhadda said to Venerable Ānanda:
“ko nu kho, āvuso ānanda, hetu, ko paccayo yena tathāgate parinibbute saddhammo na ciraṭṭhitiko hoti? ||| “What is the cause, Reverend Ānanda, what is the reason why the true teaching does not last long after the final quenching of the Realized One?
Ko panāvuso ānanda, hetu, ko paccayo yena tathāgate parinibbute saddhammo ciraṭṭhitiko hotī”ti? ||| What is the cause, what is the reason why the true teaching does last long after the final quenching of the Realized One?”
“Sādhu sādhu, āvuso bhadda. ||| “Good, good, Reverend Bhadda!
Bhaddako kho te, āvuso bhadda, ummaṅgo, bhaddakaṁ paṭibhānaṁ, kalyāṇī paripucchā. ||| Your approach and eloquence are excellent, and it’s a good question.
Evañhi tvaṁ, āvuso bhadda, pucchasi: ||| For you asked:
‘ko nu kho, āvuso ānanda, hetu, ko paccayo yena tathāgate parinibbute saddhammo na ciraṭṭhitiko hoti? ||| ‘What is the cause, Reverend Ānanda, what is the reason why the true teaching does not last long after the final quenching of the Realized One?
Ko panāvuso ānanda, hetu, ko paccayo yena tathāgate parinibbute saddhammo ciraṭṭhitiko hotī’”ti? ||| What is the cause, what is the reason why the true teaching does last long after the final quenching of the Realized One?’”
“Evamāvuso”ti. ||| “Yes, reverend.”
“Catunnaṁ kho, āvuso, satipaṭṭhānānaṁ abhāvitattā abahulīkatattā tathāgate parinibbute saddhammo na ciraṭṭhitiko hoti. ||| “It’s because of not developing and cultivating the four kinds of mindfulness meditation that the true teaching doesn’t last long after the final quenching of the Realized One.
Catunnañca kho, āvuso, satipaṭṭhānānaṁ bhāvitattā bahulīkatattā tathāgate parinibbute saddhammo ciraṭṭhitiko hoti. ||| It’s because of developing and cultivating the four kinds of mindfulness meditation that the true teaching does last long after the final quenching of the Realized One.
Katamesaṁ catunnaṁ? ||| What four?
Idhāvuso, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| They meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Imesaṁ kho, āvuso, catunnaṁ satipaṭṭhānānaṁ abhāvitattā abahulīkatattā tathāgate parinibbute saddhammo na ciraṭṭhitiko hoti. ||| It’s because of not developing and cultivating these four kinds of mindfulness meditation that the true teaching doesn’t last long after the final quenching of the Realized One.
Imesañca kho, āvuso, catunnaṁ satipaṭṭhānānaṁ bhāvitattā bahulīkatattā tathāgate parinibbute saddhammo ciraṭṭhitiko hotī”ti. ||| It’s because of developing and cultivating these four kinds of mindfulness meditation that the true teaching does last long after the final quenching of the Realized One.”
Dutiyaṁ.
