Saṁyutta Nikāya 35.27 ||| Linked Discourses 35.27
3. Sabbavagga ||| 3. All
Dutiyaaparijānanasutta ||| Without Completely Understanding (2nd)
“Sabbaṁ, bhikkhave, anabhijānaṁ aparijānaṁ avirājayaṁ appajahaṁ abhabbo dukkhakkhayāya. ||| “Mendicants, without directly knowing and completely understanding the all, without dispassion for it and giving it up, you can’t end suffering.
Kiñca, bhikkhave, sabbaṁ anabhijānaṁ aparijānaṁ avirājayaṁ appajahaṁ abhabbo dukkhakkhayāya? ||| And what is the all, without directly knowing and completely understanding which, without dispassion for it and giving it up, you can’t end suffering?
Yañca, bhikkhave, cakkhu, ye ca rūpā, yañca cakkhuviññāṇaṁ, ye ca cakkhuviññāṇaviññātabbā dhammā …pe… ||| The eye, sights, eye consciousness, and things knowable by eye consciousness.
yā ca jivhā, ye ca rasā, yañca jivhāviññāṇaṁ, ye ca jivhāviññāṇaviññātabbā dhammā; ||| The ear … nose … tongue …
yo ca kāyo, ye ca phoṭṭhabbā, yañca kāyaviññāṇaṁ, ye ca kāyaviññāṇaviññātabbā dhammā; ||| body …
yo ca mano, ye ca dhammā, yañca manoviññāṇaṁ, ye ca manoviññāṇaviññātabbā dhammā— ||| The mind, ideas, mind consciousness, and things knowable by mind consciousness.
idaṁ kho, bhikkhave, sabbaṁ anabhijānaṁ aparijānaṁ avirājayaṁ appajahaṁ abhabbo dukkhakkhayāya. ||| This is the all, without directly knowing and completely understanding which, without dispassion for it and giving it up, you can’t end suffering.
Sabbaṁ, bhikkhave, abhijānaṁ parijānaṁ virājayaṁ pajahaṁ bhabbo dukkhakkhayāya. ||| By directly knowing and completely understanding the all, having dispassion for it and giving it up, you can end suffering.
Kiñca, bhikkhave, sabbaṁ abhijānaṁ parijānaṁ virājayaṁ pajahaṁ bhabbo dukkhakkhayāya? ||| And what is the all, directly knowing and completely understanding which, having dispassion for it and giving it up, you can end suffering?
Yañca, bhikkhave, cakkhu, ye ca rūpā, yañca cakkhuviññāṇaṁ, ye ca cakkhuviññāṇaviññātabbā dhammā …pe… ||| The eye, sights, eye consciousness, and things knowable by eye consciousness.
yā ca jivhā, ye ca rasā, yañca jivhāviññāṇaṁ, ye ca jivhāviññāṇaviññātabbā dhammā; ||| The ear … nose … tongue …
yo ca kāyo, ye ca phoṭṭhabbā, yañca kāyaviññāṇaṁ, ye ca kāyaviññāṇaviññātabbā dhammā; ||| body …
yo ca mano, ye ca dhammā, yañca manoviññāṇaṁ, ye ca manoviññāṇaviññātabbā dhammā— ||| The mind, ideas, mind consciousness, and things knowable by mind consciousness.
idaṁ kho, bhikkhave, sabbaṁ abhijānaṁ parijānaṁ virājayaṁ pajahaṁ bhabbo dukkhakkhayāyā”ti. ||| This is the all, directly knowing and completely understanding which, having dispassion for it and giving it up, you can end suffering.”
Pañcamaṁ.
