Saṁyutta Nikāya 35.131 ||| Linked Discourses 35.131
13. Gahapativagga ||| 13. Householders
Nakulapitusutta ||| Nakula’s Father
Ekaṁ samayaṁ bhagavā bhaggesu viharati susumāragire bhesakaḷāvane migadāye. ||| At one time the Buddha was staying in the land of the Bhaggas at Crocodile’s Bellow, in the deer park at Bhesakaḷā’s Wood.
Atha kho nakulapitā gahapati yena bhagavā tenupasaṅkami …pe… ekamantaṁ nisinno kho nakulapitā gahapati bhagavantaṁ etadavoca: ||| Then the householder Nakula’s father went up to the Buddha … and asked him,
“ko nu kho, bhante, hetu, ko paccayo yena m’idhekacce sattā diṭṭheva dhamme no parinibbāyanti? ||| “What is the cause, sir, what is the reason why some sentient beings are not fully extinguished in this very life?
Ko pana, bhante, hetu, ko paccayo yena m’idhekacce sattā diṭṭheva dhamme parinibbāyantī”ti? ||| What is the cause, sir, what is the reason why some sentient beings are fully extinguished in this very life?”
“Santi kho, gahapati, cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| “Householder, there are sights known by the eye, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati. ||| If a mendicant approves, welcomes, and keeps clinging to them,
Tassa taṁ abhinandato abhivadato ajjhosāya tiṭṭhato tannissitaṁ viññāṇaṁ hoti tadupādānaṁ. ||| their consciousness has that as support and fuel for grasping.
Saupādāno, gahapati, bhikkhu no parinibbāyati …pe… ||| A mendicant with fuel for grasping does not become extinguished.
santi kho, gahapati, jivhāviññeyyā rasā …pe… ||| There are sounds … smells … tastes … touches …
santi kho, gahapati, manoviññeyyā dhammā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| ideas known by the mind, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati. ||| If a mendicant approves, welcomes, and keeps clinging to them,
Tassa taṁ abhinandato abhivadato ajjhosāya tiṭṭhato tannissitaṁ viññāṇaṁ hoti tadupādānaṁ. ||| their consciousness has that as support and fuel for grasping.
Saupādāno, gahapati, bhikkhu no parinibbāyati. ||| A mendicant with fuel for grasping does not become extinguished.
Ayaṁ kho, gahapati, hetu ayaṁ paccayo yena m’idhekacce sattā diṭṭheva dhamme no parinibbāyanti. ||| That’s the cause, that’s the reason why some sentient beings are not fully extinguished in this very life.
Santi ca kho, gahapati, cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| There are sights known by the eye, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu nābhinandati nābhivadati nājjhosāya tiṭṭhati. ||| If a mendicant doesn’t approve, welcome, and keep clinging to them,
Tassa taṁ anabhinandato anabhivadato anajjhosāya tiṭṭhato na tannissitaṁ viññāṇaṁ hoti, na tadupādānaṁ. ||| their consciousness doesn’t have that as support and fuel for grasping.
Anupādāno, gahapati, bhikkhu parinibbāyati …pe… ||| A mendicant free of grasping becomes extinguished.
santi kho, gahapati, jivhāviññeyyā rasā …pe… ||| There are sounds … smells … tastes … touches …
santi kho, gahapati, manoviññeyyā dhammā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| ideas known by the mind, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu nābhinandati nābhivadati nājjhosāya tiṭṭhati. ||| If a mendicant doesn’t approve, welcome, and keep clinging to them,
Tassa taṁ nābhinandato nābhivadato anajjhosāya tiṭṭhato na tannissitaṁ viññāṇaṁ hoti na tadupādānaṁ. ||| their consciousness doesn’t have that as support and fuel for grasping.
Anupādāno, gahapati, bhikkhu parinibbāyati. ||| A mendicant free of grasping becomes extinguished.
Ayaṁ kho, gahapati, hetu, ayaṁ paccayo yena m’idhekacce sattā diṭṭheva dhamme parinibbāyantī”ti. ||| That’s the cause, that’s the reason why some sentient beings are fully extinguished in this very life.”
Aṭṭhamaṁ.
