Saṁyutta Nikāya 29.7 ||| Linked Discourses 29.7
1. Nāgavagga ||| 1. Dragons
Sutasutta ||| They’ve Heard
Sāvatthinidānaṁ. ||| At Sāvatthī.
Ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Seated to one side, that mendicant said to the Buddha:
“ko nu kho, bhante, hetu, ko paccayo, yena midhekacco kāyassa bhedā paraṁ maraṇā aṇḍajānaṁ nāgānaṁ sahabyataṁ upapajjatī”ti? ||| “Sir, what is the cause, what is the reason why someone, when their body breaks up, after death, is reborn in the company of the egg-born dragons?”
“Idha, bhikkhu, ekacco kāyena dvayakārī hoti, vācāya dvayakārī hoti, manasā dvayakārī hoti. ||| “Mendicant, it’s when someone does both kinds of deeds by body, speech, and mind.
Tassa sutaṁ hoti: ||| And they’ve heard:
‘aṇḍajā nāgā dīghāyukā vaṇṇavanto sukhabahulā’ti. ||| ‘The egg-born dragons are long-lived, beautiful, and very happy.’
Tassa evaṁ hoti: ||| They think:
‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā aṇḍajānaṁ nāgānaṁ sahabyataṁ upapajjeyyan’ti. ||| ‘If only, when my body breaks up, after death, I would be reborn in the company of the egg-born dragons!’
So kāyassa bhedā paraṁ maraṇā aṇḍajānaṁ nāgānaṁ sahabyataṁ upapajjati. ||| When their body breaks up, after death, they’re reborn in the company of the egg-born dragons.
Ayaṁ kho, bhikkhu, hetu, ayaṁ paccayo, yena midhekacco kāyassa bhedā paraṁ maraṇā aṇḍajānaṁ nāgānaṁ sahabyataṁ upapajjatī”ti. ||| This is the cause, this is the reason why someone, when their body breaks up, after death, is reborn in the company of the egg-born dragons.”
Sattamaṁ.
