Saṁyutta Nikāya 35.146 ||| Linked Discourses 35.146
15. Navapurāṇavagga ||| 15. The Old and the New
Kammanirodhasutta ||| The Cessation of Deeds
“Navapurāṇāni, bhikkhave, kammāni desessāmi kammanirodhaṁ kammanirodhagāminiñca paṭipadaṁ. ||| “Mendicants, I will teach you old deeds, new deeds, the cessation of deeds, and the practice that leads to the cessation of deeds.
Taṁ suṇātha, sādhukaṁ manasi karotha, bhāsissāmīti. ||| Listen and apply your mind well, I will speak. …
Katamañca, bhikkhave, purāṇakammaṁ? ||| And what is old deeds?
Cakkhu, bhikkhave, purāṇakammaṁ abhisaṅkhataṁ abhisañcetayitaṁ vedaniyaṁ daṭṭhabbaṁ …pe… ||| The eye is old deeds. It should be seen as produced by choices and intentions, as something to be felt.
jivhā purāṇakammā abhisaṅkhatā abhisañcetayitā vedaniyā daṭṭhabbā …pe… ||| The ear … nose … tongue … body …
mano purāṇakammo abhisaṅkhato abhisañcetayito vedaniyo daṭṭhabbo. ||| mind is old deeds. It should be seen as produced by choices and intentions, as something to be felt.
Idaṁ vuccati, bhikkhave, purāṇakammaṁ. ||| This is called old deeds.
Katamañca, bhikkhave, navakammaṁ? ||| And what is new deeds?
Yaṁ kho, bhikkhave, etarahi kammaṁ karoti kāyena vācāya manasā, ||| The deeds you currently perform by way of body, speech, and mind.
idaṁ vuccati, bhikkhave, navakammaṁ. ||| These are called new deeds.
Katamo ca, bhikkhave, kammanirodho? ||| And what is the cessation of deeds?
Yo kho, bhikkhave, kāyakammavacīkammamanokammassa nirodhā vimuttiṁ phusati, ||| When you experience freedom due to the cessation of deeds by body, speech, and mind.
ayaṁ vuccati, bhikkhave, kammanirodho. ||| This is called the cessation of deeds.
Katamā ca, bhikkhave, kammanirodhagāminī paṭipadā? ||| And what’s the practice that leads to the cessation of deeds?
Ayameva ariyo aṭṭhaṅgiko maggo, seyyathidaṁ— ||| It is simply this noble eightfold path, that is:
sammādiṭṭhi, sammāsaṅkappo, sammāvācā, sammākammanto, sammāājīvo, sammāvāyāmo, sammāsati, sammāsamādhi— ||| right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion.
ayaṁ vuccati, bhikkhave, kammanirodhagāminī paṭipadā. ||| This is called the practice that leads to the cessation of deeds.
Iti kho, bhikkhave, desitaṁ mayā purāṇakammaṁ, desitaṁ navakammaṁ, desito kammanirodho, desitā kammanirodhagāminī paṭipadā. ||| So, mendicants, I’ve taught you old deeds, new deeds, the cessation of deeds, and the practice that leads to the cessation of deeds.
Yaṁ kho, bhikkhave, satthārā karaṇīyaṁ sāvakānaṁ hitesinā anukampakena anukampaṁ upādāya, kataṁ vo taṁ mayā. ||| Out of sympathy, I’ve done what a teacher should do who wants what’s best for their disciples.
Etāni, bhikkhave, rukkhamūlāni, etāni suññāgārāni. Jhāyatha, bhikkhave, mā pamādattha; mā pacchāvippaṭisārino ahuvattha. Ayaṁ vo amhākaṁ anusāsanī”ti. ||| Here are these roots of trees, and here are these empty huts. Practice absorption, mendicants! Don’t be negligent! Don’t regret it later! This is my instruction to you.”
Paṭhamaṁ.
