Saṁyutta Nikāya 45.24 ||| Linked Discourses 45.24
3. Micchattavagga ||| 3. The Wrong Way
Dutiyapaṭipadāsutta ||| Practice (2nd)
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Gihino vāhaṁ, bhikkhave, pabbajitassa vā micchāpaṭipadaṁ na vaṇṇemi. ||| “Mendicants, I don’t praise wrong practice for laypeople or renunciates.
Gihi vā, bhikkhave, pabbajito vā micchāpaṭipanno micchāpaṭipattādhikaraṇahetu nārādhako hoti ñāyaṁ dhammaṁ kusalaṁ. ||| Because of wrong practice, neither laypeople nor renunciates succeed in the system of the skillful teaching.
Katamā ca, bhikkhave, micchāpaṭipadā? ||| And what’s the wrong practice?
Seyyathidaṁ—micchādiṭṭhi …pe… micchāsamādhi. ||| It is wrong view, wrong purpose, wrong speech, wrong action, wrong livelihood, wrong effort, wrong mindfulness, and wrong immersion.
Ayaṁ vuccati, bhikkhave, micchāpaṭipadā. ||| This is called the wrong practice.
Gihino vāhaṁ, bhikkhave, pabbajitassa vā micchāpaṭipadaṁ na vaṇṇemi. ||| I don’t praise wrong practice for lay people or renunciates.
Gihi vā, bhikkhave, pabbajito vā micchāpaṭipanno micchāpaṭipattādhikaraṇahetu nārādhako hoti ñāyaṁ dhammaṁ kusalaṁ. ||| Because of wrong practice, neither laypeople nor renunciates succeed in the system of the skillful teaching.
Gihino vāhaṁ, bhikkhave, pabbajitassa vā sammāpaṭipadaṁ vaṇṇemi. ||| I praise right practice for laypeople and renunciates.
Gihi vā, bhikkhave, pabbajito vā sammāpaṭipanno sammāpaṭipattādhikaraṇahetu ārādhako hoti ñāyaṁ dhammaṁ kusalaṁ. ||| Because of right practice, both laypeople and renunciates succeed in the system of the skillful teaching.
Katamā ca, bhikkhave, sammāpaṭipadā? ||| And what’s the right practice?
Seyyathidaṁ—sammādiṭṭhi …pe… sammāsamādhi. ||| It is right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion.
Ayaṁ vuccati, bhikkhave, sammāpaṭipadā. ||| This is called the right practice.
Gihino vāhaṁ, bhikkhave, pabbajitassa vā sammāpaṭipadaṁ vaṇṇemi. ||| I praise right practice for laypeople and renunciates.
Gihi vā, bhikkhave, pabbajito vā sammāpaṭipanno sammāpaṭipattādhikaraṇahetu ārādhako hoti ñāyaṁ dhammaṁ kusalan”ti. ||| Because of right practice, both laypeople and renunciates succeed in the system of the skillful teaching.”
Catutthaṁ.
