Saṁyutta Nikāya 47.37 ||| Linked Discourses 47.37
4. Ananussutavagga ||| 4. Not Learned From Anyone Else
Chandasutta ||| Desire
“Cattārome, bhikkhave, satipaṭṭhānā. ||| “Mendicants, there are these four kinds of mindfulness meditation.
Katame cattāro? ||| What four?
Idha, bhikkhave, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Tassa kāye kāyānupassino viharato yo kāyasmiṁ chando so pahīyati. ||| As they do so they give up desire for the body.
Chandassa pahānā amataṁ sacchikataṁ hoti. ||| When desire is given up they realize freedom from death.
Vedanāsu vedanānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| They meditate observing an aspect of feelings—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Tassa vedanāsu vedanānupassino viharato yo vedanāsu chando so pahīyati. ||| As they do so they give up desire for feelings.
Chandassa pahānā amataṁ sacchikataṁ hoti. ||| When desire is given up they realize freedom from death.
Citte cittānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| They meditate observing an aspect of the mind—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Tassa citte cittānupassino viharato yo cittamhi chando so pahīyati. ||| As they do so they give up desire for the mind.
Chandassa pahānā amataṁ sacchikataṁ hoti. ||| When desire is given up they realize freedom from death.
Dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| They meditate observing an aspect of principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Tassa dhammesu dhammānupassino viharato yo dhammesu chando so pahīyati. ||| As they do so they give up desire for principles.
Chandassa pahānā amataṁ sacchikataṁ hotī”ti. ||| When desire is given up they realize freedom from death.”
Sattamaṁ.
