Saṁyutta Nikāya 22.116 ||| Linked Discourses 22.116
12. Dhammakathikavagga ||| 12. A Dhamma speaker
Dutiyadhammakathikasutta ||| A Dhamma speaker (2nd)
Sāvatthinidānaṁ. ||| At Sāvatthī.
Ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Seated to one side, that mendicant said to the Buddha:
“‘dhammakathiko, dhammakathiko’ti, bhante, vuccati; ||| “Sir, they speak of a ‘Dhamma speaker’.
kittāvatā nu kho, bhante, dhammakathiko hoti; ||| How is a Dhamma speaker defined?
kittāvatā dhammānudhammappaṭipanno hoti, kittāvatā diṭṭhadhammanibbānappatto hotī”ti? ||| How is a mendicant who practices in line with the teaching defined? And how is a mendicant who has attained extinguishment in this very life defined?”
“Rūpassa ce, bhikkhu, nibbidāya virāgāya nirodhāya dhammaṁ deseti, ‘dhammakathiko bhikkhū’ti alaṁvacanāya. ||| “Mendicant, if a mendicant teaches Dhamma for disillusionment, dispassion, and cessation regarding form, they’re qualified to be called ‘a mendicant who speaks on Dhamma’.
Rūpassa ce, bhikkhu, nibbidāya virāgāya nirodhāya paṭipanno hoti, ‘dhammānudhammappaṭipanno bhikkhū’ti alaṁvacanāya. ||| If they practice for disillusionment, dispassion, and cessation regarding form, they’re qualified to be called ‘a mendicant who practices in line with the teaching’.
Rūpassa ce, bhikkhu, nibbidā virāgā nirodhā anupādāvimutto hoti, ‘diṭṭhadhammanibbānappatto bhikkhū’ti alaṁvacanāya. ||| If they’re freed by not grasping by disillusionment, dispassion, and cessation regarding form, they’re qualified to be called ‘a mendicant who has attained extinguishment in this very life’.
Vedanāya ce, bhikkhu …pe… ||| If a mendicant teaches Dhamma for disillusionment with feeling …
saññāya ce, bhikkhu … ||| perception …
saṅkhārānañce, bhikkhu … ||| choices …
viññāṇassa ce, bhikkhu, nibbidāya virāgāya nirodhāya dhammaṁ deseti, ‘dhammakathiko bhikkhū’ti alaṁvacanāya. ||| consciousness, for its fading away and cessation, they’re qualified to be called ‘a mendicant who speaks on Dhamma’.
Viññāṇassa ce, bhikkhu, nibbidāya virāgāya nirodhāya paṭipanno hoti, ‘dhammānudhammappaṭipanno bhikkhū’ti alaṁvacanāya. ||| If they practice for disillusionment, dispassion, and cessation regarding consciousness, they’re qualified to be called ‘a mendicant who practices in line with the teaching’.
Viññāṇassa ce, bhikkhu, nibbidā virāgā nirodhā anupādāvimutto hoti, ‘diṭṭhadhammanibbānappatto bhikkhū’ti alaṁvacanāyā”ti. ||| If they’re freed by not grasping by disillusionment, dispassion, and cessation regarding consciousness, they’re qualified to be called ‘a mendicant who has attained extinguishment in this very life’.”
Catutthaṁ.
