Saṁyutta Nikāya 47.33 ||| Linked Discourses 47.33
4. Ananussutavagga ||| 4. Not Learned From Anyone Else
Viraddhasutta ||| Missed Out
“Yesaṁ kesañci, bhikkhave, cattāro satipaṭṭhānā viraddhā, viraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī. ||| “Mendicants, whoever has missed out on the four kinds of mindfulness meditation has missed out on the noble path to the complete ending of suffering.
Yesaṁ kesañci, bhikkhave, cattāro satipaṭṭhānā āraddhā, āraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī. ||| Whoever has undertaken the four kinds of mindfulness meditation has undertaken the noble path to the complete ending of suffering.
Katame cattāro? ||| What four?
Idha, bhikkhave, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| They meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Yesaṁ kesañci, bhikkhave, ime cattāro satipaṭṭhānā viraddhā, viraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī. ||| Whoever has missed out on these four kinds of mindfulness meditation has missed out on the noble path to the complete ending of suffering.
Yesaṁ kesañci, bhikkhave, ime cattāro satipaṭṭhānā āraddhā, āraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī”ti. ||| Whoever has undertaken these four kinds of mindfulness meditation has undertaken the noble path to the complete ending of suffering.”
Tatiyaṁ.
