Saṁyutta Nikāya 55.52 ||| Linked Discourses 55.52
6. Sappaññavagga ||| 6. A Wise Person
Vassaṁvutthasutta ||| One Who Completed the Rains
Ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Tena kho pana samayena aññataro bhikkhu sāvatthiyaṁ vassaṁvuttho kapilavatthuṁ anuppatto hoti kenacideva karaṇīyena. ||| Now at that time a certain mendicant who had completed the rainy season residence in Sāvatthī arrived at Kapilavatthu on some business.
Assosuṁ kho kāpilavatthavā sakyā: “aññataro kira bhikkhu sāvatthiyaṁ vassaṁvuttho kapilavatthuṁ anuppatto”ti. ||| The Sakyans of Kapilavatthu heard about this.
Atha kho kāpilavatthavā sakyā yena so bhikkhu tenupasaṅkamiṁsu; upasaṅkamitvā taṁ bhikkhuṁ abhivādetvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinnā kho kāpilavatthavā sakyā taṁ bhikkhuṁ etadavocuṁ: ||| They went to that mendicant, bowed, sat down to one side, and said to him,
“kacci, bhante, bhagavā arogo ceva balavā cā”ti? ||| “Sir, we hope that the Buddha is healthy and strong.”
“Arogo cāvuso, bhagavā balavā cā”ti. ||| “He is, respectable sirs.”
“Kacci pana, bhante, sāriputtamoggallānā arogā ceva balavanto cā”ti? ||| “And we hope that Sāriputta and Moggallāna are healthy and strong.”
“Sāriputtamoggallānāpi kho, āvuso, arogā ceva balavanto cā”ti. ||| “They are.”
“Kacci pana, bhante, bhikkhusaṅgho arogo ca balavā cā”ti. ||| “And we hope that the mendicant Saṅgha is healthy and strong.”
“Bhikkhusaṅghopi kho, āvuso, arogo ca balavā cā”ti. ||| “It is.”
“Atthi pana te, bhante, kiñci iminā antaravassena bhagavato sammukhā sutaṁ sammukhā paṭiggahitan”ti? ||| “But sir, during this rains residence did you hear and learn anything in the presence of the Buddha?”
“Sammukhā metaṁ, āvuso, bhagavato sutaṁ sammukhā paṭiggahitaṁ: ||| “Respectable sirs, I heard and learned this in the presence of the Buddha:
‘appakā te, bhikkhave, bhikkhū ye āsavānaṁ khayā anāsavaṁ cetovimuttiṁ paññāvimuttiṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharanti. ||| ‘There are fewer mendicants who realize the undefiled freedom of heart and freedom by wisdom in this very life, and live having realized it with their own insight due to the ending of defilements.
Atha kho eteva bahutarā bhikkhū ye pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā opapātikā tattha parinibbāyino anāvattidhammā tasmā lokā’ti. ||| There are more mendicants who, having ended the five lower fetters, are reborn spontaneously, and will be extinguished there, not liable to return from that world.’
Aparampi kho me, āvuso, bhagavato sammukhā sutaṁ sammukhā paṭiggahitaṁ: ||| In addition, I heard and learned this in the presence of the Buddha:
‘appakā te, bhikkhave, bhikkhū ye pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā opapātikā tattha parinibbāyino anāvattidhammā tasmā lokā. ||| ‘There are fewer mendicants who, having ended the five lower fetters, are reborn spontaneously, and will be extinguished there, not liable to return from that world.
Atha kho eteva bahutarā bhikkhū ye tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmino, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karissantī’ti. ||| There are more mendicants who, with the ending of three fetters, and the weakening of greed, hate, and delusion, are once-returners, who come back to this world once only, then make an end of suffering.’
Aparampi kho me, āvuso, bhagavato sammukhā sutaṁ sammukhā paṭiggahitaṁ: ||| In addition, I heard and learned this in the presence of the Buddha:
‘appakā te, bhikkhave, bhikkhū ye tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmino, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karissanti. ||| ‘There are fewer mendicants who, with the ending of three fetters, and the weakening of greed, hate, and delusion, are once-returners, who come back to this world once only, then make an end of suffering.
Atha kho eteva bahutarā bhikkhū ye tiṇṇaṁ saṁyojanānaṁ parikkhayā sotāpannā avinipātadhammā niyatā sambodhiparāyaṇā’”ti. ||| There are more mendicants who, with the ending of three fetters are stream-enterers, not liable to be reborn in the underworld, assured, destined for awakening.’”
Dutiyaṁ.
