Saṁyutta Nikāya 47.34 ||| Linked Discourses 47.34
4. Ananussutavagga ||| 4. Not Learned From Anyone Else
Bhāvitasutta ||| Developed
“Cattārome, bhikkhave, satipaṭṭhānā bhāvitā bahulīkatā apārā pāraṁ gamanāya saṁvattanti. ||| “Mendicants, when these four kinds of mindfulness meditation are developed and cultivated they lead to going from the near shore to the far shore.
Katame cattāro? ||| What four?
Idha, bhikkhave, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| They meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Ime kho, bhikkhave, cattāro satipaṭṭhānā bhāvitā bahulīkatā apārā pāraṁ gamanāya saṁvattantī”ti. ||| When these four kinds of mindfulness meditation are developed and cultivated they lead to going from the near shore to the far shore.”
Catutthaṁ.
