Saṁyutta Nikāya 46.3 ||| Linked Discourses 46.3
1. Pabbatavagga ||| 1. Mountains
Sīlasutta ||| Ethics
“Ye te, bhikkhave, bhikkhū sīlasampannā samādhisampannā ñāṇasampannā vimuttisampannā vimuttiñāṇadassanasampannā, dassanampāhaṁ, bhikkhave, tesaṁ bhikkhūnaṁ bahukāraṁ vadāmi; ||| “Mendicants, when a mendicant is accomplished in ethics, immersion, knowledge, freedom, or the knowledge and vision of freedom, even the sight of them is very helpful, I say.
savanampāhaṁ, bhikkhave, tesaṁ bhikkhūnaṁ bahukāraṁ vadāmi; ||| Even to hear them,
upasaṅkamanampāhaṁ, bhikkhave, tesaṁ bhikkhūnaṁ bahukāraṁ vadāmi; ||| approach them,
payirupāsanampāhaṁ, bhikkhave, tesaṁ bhikkhūnaṁ bahukāraṁ vadāmi; ||| pay homage to them,
anussatimpāhaṁ, bhikkhave, tesaṁ bhikkhūnaṁ bahukāraṁ vadāmi; ||| recollect them,
anupabbajjampāhaṁ, bhikkhave, tesaṁ bhikkhūnaṁ bahukāraṁ vadāmi. ||| or go forth following them is very helpful, I say.
Taṁ kissa hetu? ||| Why is that?
Tathārūpānaṁ, bhikkhave, bhikkhūnaṁ dhammaṁ sutvā dvayena vūpakāsena vūpakaṭṭho viharati—kāyavūpakāsena ca cittavūpakāsena ca. ||| Because after hearing the teaching of such mendicants, a mendicant will live withdrawn in both body and mind,
So tathā vūpakaṭṭho viharanto taṁ dhammaṁ anussarati anuvitakketi. ||| as they recollect and think about that teaching.
Yasmiṁ samaye, bhikkhave, bhikkhu tathā vūpakaṭṭho viharanto taṁ dhammaṁ anussarati anuvitakketi, satisambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; ||| At such a time, a mendicant has initiated the awakening factor of mindfulness;
satisambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; ||| they develop it
satisambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| and perfect it.
So tathā sato viharanto taṁ dhammaṁ paññāya pavicinati pavicarati parivīmaṁsamāpajjati. ||| As they live mindfully in this way they investigate, explore, and inquire into that teaching with wisdom.
Yasmiṁ samaye, bhikkhave, bhikkhu tathā sato viharanto taṁ dhammaṁ paññāya pavicinati pavicarati parivīmaṁsamāpajjati, dhammavicayasambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; ||| At such a time, a mendicant has initiated the awakening factor of investigation of principles;
dhammavicayasambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; ||| they develop it
dhammavicayasambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| and perfect it.
Tassa taṁ dhammaṁ paññāya pavicinato pavicarato parivīmaṁsamāpajjato āraddhaṁ hoti vīriyaṁ asallīnaṁ. ||| As they investigate principles with wisdom in this way their energy is roused up and unflagging.
Yasmiṁ samaye, bhikkhave, bhikkhuno taṁ dhammaṁ paññāya pavicinato pavicarato parivīmaṁsamāpajjato āraddhaṁ hoti vīriyaṁ asallīnaṁ, vīriyasambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; vīriyasambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; vīriyasambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| At such a time, a mendicant has initiated the awakening factor of energy; they develop it and perfect it.
Āraddhavīriyassa uppajjati pīti nirāmisā. ||| When they’re energetic, rapture not of the flesh arises.
Yasmiṁ samaye, bhikkhave, bhikkhuno āraddhavīriyassa uppajjati pīti nirāmisā, pītisambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; pītisambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; pītisambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| At such a time, a mendicant has initiated the awakening factor of rapture; they develop it and perfect it.
Pītimanassa kāyopi passambhati, cittampi passambhati. ||| When the mind is full of rapture, the body and mind become tranquil.
Yasmiṁ samaye, bhikkhave, bhikkhuno pītimanassa kāyopi passambhati cittampi passambhati, passaddhisambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; passaddhisambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; passaddhisambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| At such a time, a mendicant has initiated the awakening factor of tranquility; they develop it and perfect it.
Passaddhakāyassa sukhino cittaṁ samādhiyati. ||| When the body is tranquil and one feels bliss, the mind becomes immersed in samādhi.
Yasmiṁ samaye, bhikkhave, bhikkhuno passaddhakāyassa sukhino cittaṁ samādhiyati, samādhisambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; samādhisambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; samādhisambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| At such a time, a mendicant has initiated the awakening factor of immersion; they develop it and perfect it.
So tathāsamāhitaṁ cittaṁ sādhukaṁ ajjhupekkhitā hoti. ||| They closely watch over that mind immersed in samādhi.
Yasmiṁ samaye, bhikkhave, bhikkhu tathāsamāhitaṁ cittaṁ sādhukaṁ ajjhupekkhitā hoti, upekkhāsambojjhaṅgo tasmiṁ samaye bhikkhuno āraddho hoti; upekkhāsambojjhaṅgaṁ tasmiṁ samaye bhikkhu bhāveti; upekkhāsambojjhaṅgo tasmiṁ samaye bhikkhuno bhāvanāpāripūriṁ gacchati. ||| At such a time, a mendicant has initiated the awakening factor of equanimity; they develop it and perfect it.
Evaṁ bhāvitesu kho, bhikkhave, sattasu sambojjhaṅgesu evaṁ bahulīkatesu satta phalā sattānisaṁsā pāṭikaṅkhā. ||| When the seven awakening factors are developed and cultivated in this way they can expect seven fruits and benefits.
Katame satta phalā sattānisaṁsā? ||| What seven?
Diṭṭheva dhamme paṭikacca aññaṁ ārādheti. ||| They attain enlightenment early on in this very life.
No ce diṭṭheva dhamme paṭikacca aññaṁ ārādheti, atha maraṇakāle aññaṁ ārādheti. ||| If not, they attain enlightenment at the time of death.
No ce diṭṭheva dhamme paṭikacca aññaṁ ārādheti, no ce maraṇakāle aññaṁ ārādheti, atha pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā antarāparinibbāyī hoti. ||| If not, with the ending of the five lower fetters, they’re extinguished between one life and the next.
No ce diṭṭheva dhamme paṭikacca aññaṁ ārādheti, no ce maraṇakāle aññaṁ ārādheti, no ce pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā antarāparinibbāyī hoti, atha pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā upahaccaparinibbāyī hoti. ||| If not, with the ending of the five lower fetters they’re extinguished upon landing.
No ce diṭṭheva dhamme paṭikacca aññaṁ ārādheti, no ce maraṇakāle aññaṁ ārādheti, no ce pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā antarāparinibbāyī hoti, no ce pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā upahaccaparinibbāyī hoti, atha pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā asaṅkhāraparinibbāyī hoti. ||| If not, with the ending of the five lower fetters they’re extinguished without extra effort.
