Saṁyutta Nikāya 48.68 ||| Linked Discourses 48.68
7. Bodhipakkhiyavagga ||| 7. On the Side of Awakening
Dutiyarukkhasutta ||| A Tree (2nd)
“Seyyathāpi, bhikkhave, ye keci devānaṁ tāvatiṁsānaṁ rukkhā, pārichattako tesaṁ aggamakkhāyati; ||| “Mendicants, of all the trees belonging to the gods of the thirty-three, the Orchid Tree is said to be the best.
evameva kho, bhikkhave, ye keci bodhipakkhiyā dhammā, paññindriyaṁ tesaṁ aggamakkhāyati, yadidaṁ—bodhāya. ||| In the same way, the faculty of wisdom is said to be the best of the qualities on the side of awakening; that is, for becoming awakened.
Katame ca, bhikkhave, bodhipakkhiyā dhammā? ||| And what are the qualities on the side of awakening?
Saddhindriyaṁ, bhikkhave, bodhipakkhiyo dhammo, taṁ bodhāya saṁvattati. ||| The faculties of faith,
Vīriyindriyaṁ …pe… ||| energy,
satindriyaṁ … ||| mindfulness,
samādhindriyaṁ … ||| immersion,
paññindriyaṁ bodhipakkhiyo dhammo, taṁ bodhāya saṁvattati. ||| and wisdom are qualities on the side of awakening, in that they lead to awakening.
Seyyathāpi, bhikkhave, ye keci devānaṁ tāvatiṁsānaṁ rukkhā, pārichattako tesaṁ aggamakkhāyati; ||| Of all the trees belonging to the gods of the thirty-three, the Orchid Tree is said to be the best.
evameva kho, bhikkhave, ye keci bodhipakkhiyā dhammā, paññindriyaṁ tesaṁ aggamakkhāyati, yadidaṁ—bodhāyā”ti. ||| In the same way, the faculty of wisdom is said to be the best of the qualities on the side of awakening; that is, for becoming awakened.”
Aṭṭhamaṁ.
