Saṁyutta Nikāya 51.1 ||| Linked Discourses 51.1
1. Cāpālavagga ||| 1. At the Cāpāla Shrine
Apārasutta ||| From the Near Shore
“Cattārome, bhikkhave, iddhipādā bhāvitā bahulīkatā apārā pāraṁ gamanāya saṁvattanti. ||| “Mendicants, when these four bases of psychic power are developed and cultivated they lead to going from the near shore to the far shore.
Katame cattāro? ||| What four?
Idha, bhikkhave, bhikkhu chandasamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti, ||| It’s when a mendicant develops the basis of psychic power that has immersion due to enthusiasm, and active effort.
vīriyasamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti, ||| They develop the basis of psychic power that has immersion due to energy, and active effort.
cittasamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti, ||| They develop the basis of psychic power that has immersion due to mental development, and active effort.
vīmaṁsāsamādhippadhānasaṅkhārasamannāgataṁ iddhipādaṁ bhāveti. ||| They develop the basis of psychic power that has immersion due to inquiry, and active effort.
Ime kho, bhikkhave, cattāro iddhipādā bhāvitā bahulīkatā apārā pāraṁ gamanāya saṁvattantī”ti. ||| When these four bases of psychic power are developed and cultivated they lead to going from the near shore to the far shore.”
Paṭhamaṁ.
