Saṁyutta Nikāya 54.8 ||| Linked Discourses 54.8
1. Ekadhammavagga ||| 1. One Thing
Padīpopamasutta ||| The Simile of the Lamp
“Ānāpānassatisamādhi, bhikkhave, bhāvito bahulīkato mahapphalo hoti mahānisaṁso. ||| “Mendicants, when immersion due to mindfulness of breathing is developed and cultivated it’s very fruitful and beneficial.
Kathaṁ bhāvito ca, bhikkhave, ānāpānassatisamādhi kathaṁ bahulīkato mahapphalo hoti mahānisaṁso? ||| How so?
Idha, bhikkhave, bhikkhu araññagato vā rukkhamūlagato vā suññāgāragato vā nisīdati pallaṅkaṁ ābhujitvā ujuṁ kāyaṁ paṇidhāya parimukhaṁ satiṁ upaṭṭhapetvā. ||| It’s when a mendicant—gone to a wilderness, or to the root of a tree, or to an empty hut—sits down cross-legged, sets their body straight, and brings mindfulness to the present.
So satova assasati, satova passasati. ||| Just mindful, they breathe in. Mindful, they breathe out.
Dīghaṁ vā assasanto ‘dīghaṁ assasāmī’ti pajānāti …pe… ||| Breathing in heavily they know: ‘I’m breathing in heavily.’ Breathing out heavily they know: ‘I’m breathing out heavily.’ …
‘paṭinissaggānupassī assasissāmī’ti sikkhati, ‘paṭinissaggānupassī passasissāmī’ti sikkhati. ||| They practice like this: ‘I’ll breathe in observing letting go.’ They practice like this: ‘I’ll breathe out observing letting go.’
Evaṁ bhāvito kho, bhikkhave, ānāpānassatisamādhi evaṁ bahulīkato mahapphalo hoti mahānisaṁso. ||| That’s how immersion due to mindfulness of breathing, when developed and cultivated, is very fruitful and beneficial.
Ahampi sudaṁ, bhikkhave, pubbeva sambodhā anabhisambuddho bodhisattova samāno iminā vihārena bahulaṁ viharāmi. ||| Before my awakening—when I was still unawakened but intent on awakening—I too usually practiced this kind of meditation.
Tassa mayhaṁ, bhikkhave, iminā vihārena bahulaṁ viharato neva kāyo kilamati na cakkhūni; ||| And while I was usually practicing this kind of meditation neither my body nor my eyes became fatigued.
anupādāya ca me āsavehi cittaṁ vimucci. ||| And my mind was freed from defilements by not grasping.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘neva me kāyo kilameyya na cakkhūni, anupādāya ca me āsavehi cittaṁ vimucceyyā’ti, ||| ‘May neither my body nor my eyes became fatigued. And may my mind be freed from the defilements by not grasping.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘ye me gehasitā sarasaṅkappā te pahīyeyyun’ti, ||| ‘May I give up memories and thoughts tied to domestic life.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘appaṭikūle paṭikūlasaññī vihareyyan’ti, ||| ‘May I meditate perceiving the repulsive in the unrepulsive.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘paṭikūle appaṭikūlasaññī vihareyyan’ti, ||| ‘May I meditate perceiving the unrepulsive in the repulsive.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘paṭikūle ca appaṭikūle ca paṭikūlasaññī vihareyyan’ti, ||| ‘May I meditate perceiving the repulsive in the unrepulsive and the repulsive.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘paṭikūle ca appaṭikūle ca appaṭikūlasaññī vihareyyan’ti, ||| ‘May I meditate perceiving the unrepulsive in the repulsive and the unrepulsive.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘appaṭikūlañca paṭikūlañca tadubhayaṁ abhinivajjetvā upekkhako vihareyyaṁ sato sampajāno’ti, ||| ‘May I meditate staying equanimous, mindful and aware, shunning both the repulsive and the unrepulsive.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja vihareyyan’ti, ||| ‘Quite secluded from sensual pleasures, secluded from unskillful qualities, may I enter and remain in the first absorption, which has the rapture and bliss born of seclusion, while placing the mind and keeping it connected.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘vitakkavicārānaṁ vūpasamā ajjhattaṁ sampasādanaṁ cetaso ekodibhāvaṁ avitakkaṁ avicāraṁ samādhijaṁ pītisukhaṁ dutiyaṁ jhānaṁ upasampajja vihareyyan’ti, ||| ‘As the placing of the mind and keeping it connected are stilled, may I enter and remain in the second absorption, which has the rapture and bliss born of immersion, with internal clarity and mind at one, without placing the mind and keeping it connected.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘pītiyā ca virāgā upekkhako ca vihareyyaṁ sato ca sampajāno, sukhañca kāyena paṭisaṁvedeyyaṁ, yaṁ taṁ ariyā ācikkhanti—upekkhako satimā sukhavihārīti tatiyaṁ jhānaṁ upasampajja vihareyyan’ti, ||| ‘With the fading away of rapture, may I enter and remain in the third absorption, where I will meditate with equanimity, mindful and aware, personally experiencing the bliss of which the noble ones declare, “Equanimous and mindful, one meditates in bliss.”’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘sukhassa ca pahānā dukkhassa ca pahānā pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja vihareyyan’ti, ||| ‘With the giving up of pleasure and pain, and the ending of former happiness and sadness, may I enter and remain in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘sabbaso rūpasaññānaṁ samatikkamā paṭighasaññānaṁ atthaṅgamā nānattasaññānaṁ amanasikārā ananto ākāsoti ākāsānañcāyatanaṁ upasampajja vihareyyan’ti, ||| ‘Going totally beyond perceptions of form, with the disappearance of perceptions of impingement, not focusing on perceptions of diversity, aware that “space is infinite”, may I enter and remain in the dimension of infinite space.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘sabbaso ākāsānañcāyatanaṁ samatikkamma anantaṁ viññāṇanti viññāṇañcāyatanaṁ upasampajja vihareyyan’ti, ||| ‘Going totally beyond the dimension of infinite space, aware that “consciousness is infinite”, may I enter and remain in the dimension of infinite consciousness.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘sabbaso viññāṇañcāyatanaṁ samatikkamma natthi kiñcīti ākiñcaññāyatanaṁ upasampajja vihareyyan’ti, ||| ‘Going totally beyond the dimension of infinite consciousness, aware that “there is nothing at all”, may I enter and remain in the dimension of nothingness.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘sabbaso ākiñcaññāyatanaṁ samatikkamma nevasaññānāsaññāyatanaṁ upasampajja vihareyyan’ti, ||| ‘Going totally beyond the dimension of nothingness, may I enter and remain in the dimension of neither perception nor non-perception.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Tasmātiha, bhikkhave, bhikkhu cepi ākaṅkheyya: ||| Now, a mendicant might wish:
‘sabbaso nevasaññānāsaññāyatanaṁ samatikkamma saññāvedayitanirodhaṁ upasampajja vihareyyan’ti, ||| ‘Going totally beyond the dimension of neither perception nor non-perception, may I enter and remain in the cessation of perception and feeling.’
ayameva ānāpānassatisamādhi sādhukaṁ manasi kātabbo. ||| So let them closely focus on this immersion due to mindfulness of breathing.
Evaṁ bhāvite kho, bhikkhave, ānāpānassatisamādhimhi evaṁ bahulīkate, sukhañce vedanaṁ vedayati, sā ‘aniccā’ti pajānāti, ‘anajjhositā’ti pajānāti, ‘anabhinanditā’ti pajānāti; ||| When immersion due to mindfulness of breathing has been developed and cultivated in this way, if they feel a pleasant feeling, they understand that it’s impermanent, that they’re not attached to it, and that they don’t take pleasure in it.
dukkhañce vedanaṁ vedayati, sā ‘aniccā’ti pajānāti, ‘anajjhositā’ti pajānāti, ‘anabhinanditā’ti pajānāti; ||| If they feel a painful feeling, they understand that it’s impermanent, that they’re not attached to it, and that they don’t take pleasure in it.
adukkhamasukhañce vedanaṁ vedayati, ‘sā aniccā’ti pajānāti, ‘anajjhositā’ti pajānāti, ‘anabhinanditā’ti pajānāti. ||| If they feel a neutral feeling, they understand that it’s impermanent, that they’re not attached to it, and that they don’t take pleasure in it.
Sukhañce vedanaṁ vedayati, visaṁyutto naṁ vedayati; ||| If they feel a pleasant feeling, they feel it detached.
dukkhañce vedanaṁ vedayati, visaṁyutto naṁ vedayati; ||| If they feel a painful feeling, they feel it detached.
adukkhamasukhañce vedanaṁ vedayati, visaṁyutto naṁ vedayati. ||| If they feel a neutral feeling, they feel it detached.
So kāyapariyantikaṁ vedanaṁ vedayamāno ‘kāyapariyantikaṁ vedanaṁ vedayāmī’ti pajānāti, jīvitapariyantikaṁ vedanaṁ vedayamāno ‘jīvitapariyantikaṁ vedanaṁ vedayāmī’ti pajānāti, ||| Feeling the end of the body draw close, they understand: ‘I feel the end of the body draw close.’ Feeling the end of life draw close, they understand: ‘I feel the end of life draw close.’
‘kāyassa bhedā uddhaṁ jīvitapariyādānā idheva sabbavedayitāni anabhinanditāni sītībhavissantī’ti pajānāti. ||| They understand: ‘When my body breaks up and my life has come to an end, everything that’s felt, since I no longer take pleasure in it, will become cool right here.’
Seyyathāpi, bhikkhave, telañca paṭicca, vaṭṭiñca paṭicca telappadīpo jhāyeyya, ||| Suppose an oil lamp depended on oil and a wick to burn.
tasseva telassa ca vaṭṭiyā ca pariyādānā anāhāro nibbāyeyya; ||| As the oil and the wick are used up, it would be extinguished due to not being fed.
evameva kho, bhikkhave, bhikkhu kāyapariyantikaṁ vedanaṁ vedayamāno ‘kāyapariyantikaṁ vedanaṁ vedayāmī’ti pajānāti, jīvitapariyantikaṁ vedanaṁ vedayamāno ‘jīvitapariyantikaṁ vedanaṁ vedayāmī’ti pajānāti, ||| In the same way, feeling the end of the body draw close, they understand: ‘I feel the end of the body draw close.’ Feeling the end of life draw close, they understand: ‘I feel the end of life draw close.’
‘kāyassa bhedā uddhaṁ jīvitapariyādānā idheva sabbavedayitāni anabhinanditāni sītībhavissantī’ti pajānātī”ti. ||| They understand: ‘When my body breaks up and my life has come to an end, everything that’s felt, since I no longer take pleasure in it, will become cool right here.’”
Aṭṭhamaṁ.
