Majjhima Nikāya 123 ||| Middle Discourses 123
Acchariyaabbhutasutta ||| Incredible and Amazing
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Atha kho sambahulānaṁ bhikkhūnaṁ pacchābhattaṁ piṇḍapātapaṭikkantānaṁ upaṭṭhānasālāyaṁ sannisinnānaṁ sannipatitānaṁ ayamantarākathā udapādi: ||| Then after the meal, on return from almsround, several mendicants sat together in the assembly hall and this discussion came up among them:
“acchariyaṁ, āvuso, abbhutaṁ, āvuso. Tathāgatassa mahiddhikatā mahānubhāvatā, ||| “It’s incredible, reverends, it’s amazing! The Realized One has such psychic power and might!
yatra hi nāma tathāgato atīte buddhe parinibbute chinnapapañce chinnavaṭume pariyādinnavaṭṭe sabbadukkhavītivatte jānissati: ||| For he is able to know the Buddhas of the past who have become completely quenched, cut off proliferation, cut off the course, finished off the cycle, and passed beyond all suffering.
‘evaṁjaccā te bhagavanto ahesuṁ’ itipi, ‘evaṁnāmā te bhagavanto ahesuṁ’ itipi, ‘evaṅgottā te bhagavanto ahesuṁ’ itipi, ‘evaṁsīlā te bhagavanto ahesuṁ’ itipi, ‘evaṁdhammā te bhagavanto ahesuṁ’ itipi, ‘evaṁpaññā te bhagavanto ahesuṁ’ itipi, ‘evaṁvihārī te bhagavanto ahesuṁ’ itipi, ‘evaṁvimuttā te bhagavanto ahesuṁ’ itipī”ti. ||| He knows their birth, names, clans, conduct, teaching, wisdom, meditation, and freedom.”
Evaṁ vutte, āyasmā ānando te bhikkhū etadavoca: ||| When they said this, Venerable Ānanda said,
“acchariyā ceva, āvuso, tathāgatā acchariyadhammasamannāgatā ca; ||| “The Realized Ones are incredible, reverends, and they have incredible qualities.
abbhutā ceva, āvuso, tathāgatā abbhutadhammasamannāgatā cā”ti. ||| They’re amazing, and they have amazing qualities.”
Ayañca hidaṁ tesaṁ bhikkhūnaṁ antarākathā vippakatā hoti. ||| But this conversation among those mendicants was left unfinished.
Atha kho bhagavā sāyanhasamayaṁ paṭisallānā vuṭṭhito yenupaṭṭhānasālā tenupasaṅkami; upasaṅkamitvā paññatte āsane nisīdi. ||| Then in the late afternoon, the Buddha came out of retreat, went to the assembly hall, sat down on the seat spread out,
Nisajja kho bhagavā bhikkhū āmantesi: ||| and addressed the mendicants:
“kāya nuttha, bhikkhave, etarahi kathāya sannisinnā, kā ca pana vo antarākathā vippakatā”ti? ||| “Mendicants, what were you sitting talking about just now? What conversation was left unfinished?”
“Idha, bhante, amhākaṁ pacchābhattaṁ piṇḍapātapaṭikkantānaṁ upaṭṭhānasālāyaṁ sannisinnānaṁ sannipatitānaṁ ayamantarākathā udapādi: ||| So the mendicants told him what they had been talking about. The Buddha said,
‘acchariyaṁ, āvuso, abbhutaṁ, āvuso, tathāgatassa mahiddhikatā mahānubhāvatā, yatra hi nāma tathāgato atīte buddhe parinibbute chinnapapañce chinnavaṭume pariyādinnavaṭṭe sabbadukkhavītivatte jānissati—
evaṁjaccā te bhagavanto ahesuṁ itipi, evaṁnāmā … evaṅgottā … evaṁsīlā … evaṁdhammā … evaṁpaññā … evaṁvihārī … evaṁvimuttā te bhagavanto ahesuṁ itipī’ti. Evaṁ vutte, bhante, āyasmā ānando amhe etadavoca:
‘acchariyā ceva, āvuso, tathāgatā acchariyadhammasamannāgatā ca;
abbhutā ceva, āvuso, tathāgatā abbhutadhammasamannāgatā cā’ti.
Ayaṁ kho no, bhante, antarākathā vippakatā; atha bhagavā anuppatto”ti.
Atha kho bhagavā āyasmantaṁ ānandaṁ āmantesi:
“tasmātiha taṁ, ānanda, bhiyyoso mattāya paṭibhantu tathāgatassa acchariyā abbhutadhammā”ti. ||| “Well then, Ānanda, say some more about the incredible and amazing qualities of the Realized One.”
“Sammukhā metaṁ, bhante, bhagavato sutaṁ, sammukhā paṭiggahitaṁ: ||| “Sir, I have heard and learned this in the presence of the Buddha:
‘sato sampajāno, ānanda, bodhisatto tusitaṁ kāyaṁ upapajjī’ti. ||| ‘Mindful and aware, the being intent on awakening was reborn in the host of joyful gods.’
Yampi, bhante, sato sampajāno bodhisatto tusitaṁ kāyaṁ upapajji idampāhaṁ, bhante, bhagavato acchariyaṁ abbhutadhammaṁ dhāremi. ||| This I remember as an incredible quality of the Buddha.
Sammukhā metaṁ, bhante, bhagavato sutaṁ, sammukhā paṭiggahitaṁ: ||| I have learned this in the presence of the Buddha:
‘sato sampajāno, ānanda, bodhisatto tusite kāye aṭṭhāsī’ti. ||| ‘Mindful and aware, the being intent on awakening remained in the host of joyful gods.’
Yampi, bhante, sato sampajāno bodhisatto tusite kāye aṭṭhāsi idampāhaṁ, bhante, bhagavato acchariyaṁ abbhutadhammaṁ dhāremi. ||| This too I remember as an incredible quality of the Buddha.
Sammukhā metaṁ, bhante, bhagavato sutaṁ, sammukhā paṭiggahitaṁ: ||| I have learned this in the presence of the Buddha:
‘yāvatāyukaṁ, ānanda, bodhisatto tusite kāye aṭṭhāsī’ti. ||| ‘For the whole of that life, the being intent on awakening remained in the host of joyful gods.’
Yampi, bhante, yāvatāyukaṁ bodhisatto tusite kāye aṭṭhāsi idampāhaṁ, bhante, bhagavato acchariyaṁ abbhutadhammaṁ dhāremi. ||| This too I remember as an incredible quality of the Buddha.
Sammukhā metaṁ, bhante, bhagavato sutaṁ, sammukhā paṭiggahitaṁ: ||| I have learned this in the presence of the Buddha:
‘sato sampajāno, ānanda, bodhisatto tusitā, kāyā cavitvā mātukucchiṁ okkamī’ti. ||| ‘Mindful and aware, the being intent on awakening passed away from the host of joyful gods and was conceived in his mother’s womb.’
Yampi, bhante, sato sampajāno bodhisatto tusitā kāyā cavitvā mātukucchiṁ okkami idampāhaṁ, bhante, bhagavato acchariyaṁ abbhutadhammaṁ dhāremi. ||| This too I remember as an incredible quality of the Buddha.
