Saṁyutta Nikāya 22.71 ||| Linked Discourses 22.71
7. Arahantavagga ||| 7. The Perfected Ones
Rādhasutta ||| With Rādha
Sāvatthinidānaṁ. ||| At Sāvatthī.
Atha kho āyasmā rādho yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ etadavoca: ||| Then Venerable Rādha went up to the Buddha … and asked him,
“kathaṁ nu kho, bhante, jānato, kathaṁ passato imasmiñca saviññāṇake kāye bahiddhā ca sabbanimittesu ahaṅkāramamaṅkāramānānusayā na hontī”ti? ||| “Sir, how does one know and see so that there’s no I-making, mine-making, or underlying tendency to conceit for this conscious body and externally for all signs?”
“Yaṁ kiñci, rādha, rūpaṁ atītānāgatapaccuppannaṁ ajjhattaṁ vā bahiddhā vā oḷārikaṁ vā sukhumaṁ vā hīnaṁ vā paṇītaṁ vā yaṁ dūre santike vā, sabbaṁ rūpaṁ: ‘netaṁ mama, nesohamasmi, na meso attā’ti evametaṁ yathābhūtaṁ sammappaññāya passati. ||| “Rādha, one truly sees any kind of form at all—past, future, or present; internal or external; solid or subtle; inferior or superior; far or near: <em>all</em> form—with right understanding: ‘This is not mine, I am not this, this is not my self.’
Yā kāci vedanā … ||| One truly sees any kind of feeling …
yā kāci saññā … ||| perception …
ye keci saṅkhārā … ||| choices …
yaṁ kiñci viññāṇaṁ atītānāgatapaccuppannaṁ …pe… yaṁ dūre santike vā, sabbaṁ viññāṇaṁ: ‘netaṁ mama, nesohamasmi, na meso attā’ti evametaṁ yathābhūtaṁ sammappaññāya passati. ||| consciousness at all—past, future, or present; internal or external; solid or subtle; inferior or superior; far or near: <em>all</em> consciousness—with right understanding: ‘This is not mine, I am not this, this is not my self.’
Evaṁ kho, rādha, jānato evaṁ passato imasmiñca saviññāṇake kāye bahiddhā ca sabbanimittesu ahaṅkāramamaṅkāramānānusayā na hontī”ti …pe… ||| That’s how to know and see so that there’s no I-making, mine-making, or underlying tendency to conceit for this conscious body and externally for all signs.” …
aññataro ca panāyasmā rādho arahataṁ ahosīti. ||| And Venerable Rādha became one of the perfected.
Navamaṁ.
