Saṁyutta Nikāya 46.44 ||| Linked Discourses 46.44
5. Cakkavattivagga ||| 5. A Wheel-Turning Monarch
Duppaññasutta ||| Witless
Atha kho aññataro bhikkhu yena bhagavā tenupasaṅkami …pe… ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Then a mendicant went up to the Buddha … and asked him,
“‘duppañño eḷamūgo, duppañño eḷamūgo’ti, bhante, vuccati. ||| “Sir, they speak of ‘a witless idiot’.
Kittāvatā nu kho, bhante, ‘duppañño eḷamūgo’ti vuccatī”ti? ||| How is a witless idiot defined?”
“Sattannaṁ kho, bhikkhu, bojjhaṅgānaṁ abhāvitattā abahulīkatattā ‘duppañño eḷamūgo’ti vuccati. ||| “Mendicant, they’re called a witless idiot because they haven’t developed and cultivated the seven awakening factors.
Katamesaṁ sattannaṁ? ||| What seven?
Satisambojjhaṅgassa …pe… upekkhāsambojjhaṅgassa— ||| The awakening factors of mindfulness, investigation of principles, energy, rapture, tranquility, immersion, and equanimity.
imesaṁ kho, bhikkhu, sattannaṁ bojjhaṅgānaṁ abhāvitattā abahulīkatattā ‘duppañño eḷamūgo’ti vuccatī”ti. ||| They’re called a witless idiot because they haven’t developed and cultivated these seven awakening factors.”
Catutthaṁ.
