Saṁyutta Nikāya 35.21 ||| Linked Discourses 35.21
2. Yamakavagga ||| 2. Pairs
Paṭhamadukkhuppādasutta ||| The Arising of Suffering (Interior)
“Yo, bhikkhave, cakkhussa uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ||| “Mendicants, the arising, continuation, and manifestation and regeneration of the eye is the arising of suffering, the continuation of diseases, and the manifestation of old age and death.
Yo sotassa …pe… ||| The arising, continuation, and manifestation and regeneration of the ear …
yo ghānassa … ||| nose …
yo jivhāya … ||| tongue …
yo kāyassa … ||| body …
yo manassa uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ||| and mind is the arising of suffering, the continuation of diseases, and the manifestation of old age and death.
Yo ca kho, bhikkhave, cakkhussa nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo. ||| The cessation, settling, and disappearance of the eye is the cessation of suffering, the settling of diseases, and the disappearance of old age and death.
Yo sotassa … ||| The cessation, settling, and ending of the ear,
yo ghānassa … ||| nose,
yo jivhāya … ||| tongue,
yo kāyassa … ||| body,
yo manassa nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo”ti. ||| and mind is the cessation of suffering, the settling of diseases, and the disappearance of old age and death.”
Navamaṁ.
