Saṁyutta Nikāya 22.123 ||| Linked Discourses 22.123
12. Dhammakathikavagga ||| 12. A Dhamma speaker
Sutavantasutta ||| Learned
Ekaṁ samayaṁ āyasmā ca sāriputto āyasmā ca mahākoṭṭhiko bārāṇasiyaṁ viharanti isipatane migadāye. ||| At one time Venerable Sāriputta and Venerable Mahākoṭṭhita were staying near Varanasi, in the deer park at Isipatana.
Atha kho āyasmā mahākoṭṭhiko sāyanhasamayaṁ paṭisallānā vuṭṭhito yenāyasmā sāriputto tenupasaṅkami; upasaṅkamitvā …pe… etadavoca: ||| Then in the late afternoon, Venerable Mahākoṭṭhita came out of retreat, went to Venerable Sāriputta, bowed, sat down to one side, and said:
“Sutavatāvuso sāriputta, bhikkhunā katame dhammā yoniso manasi kātabbā”ti? ||| “Reverend Sāriputta, what things should a learned mendicant rationally apply the mind to?”
“Sutavatāvuso koṭṭhika, bhikkhunā pañcupādānakkhandhā aniccato …pe… anattato yoniso manasi kātabbā. ||| “A learned mendicant should rationally apply the mind to these five grasping aggregates as impermanent … as not-self.
Katame pañca? ||| What five?
Seyyathidaṁ—rūpupādānakkhandho …pe… viññāṇupādānakkhandho. ||| That is, the grasping aggregates of form, feeling, perception, choices, and consciousness.
Sutavatāvuso koṭṭhika, bhikkhunā ime pañcupādānakkhandhā aniccato …pe… anattato yoniso manasi kātabbā. ||| A learned mendicant should rationally apply the mind to these five grasping aggregates as impermanent … as not-self.
Ṭhānaṁ kho panetaṁ, āvuso, vijjati—yaṁ sutavā bhikkhu ime pañcupādānakkhandhe aniccato …pe… anattato yoniso manasi karonto sotāpattiphalaṁ sacchikareyyā”ti. ||| It’s possible that a learned mendicant who rationally applies the mind to the five grasping aggregates will realize the fruit of stream-entry.”
“Sotāpannena panāvuso sāriputta, bhikkhunā katame dhammā yoniso manasi kātabbā”ti? ||| “But Reverend Sāriputta, what things should a mendicant stream-enterer rationally apply the mind to?”
“Sotāpannenapi kho āvuso koṭṭhika, bhikkhunā ime pañcupādānakkhandhā aniccato …pe… anattato yoniso manasi kātabbā. ||| “A mendicant stream-enterer should also rationally apply the mind to these five grasping aggregates as impermanent … as not-self.
Ṭhānaṁ kho panetaṁ, āvuso, vijjati—yaṁ sotāpanno bhikkhu ime pañcupādānakkhandhe aniccato …pe… anattato yoniso manasi karonto sakadāgāmiphalaṁ …pe… ||| It’s possible that a mendicant stream-enterer who rationally applies the mind to the five grasping aggregates will realize the fruit of once-return.” …
anāgāmiphalaṁ …pe… ||| “It’s possible that a mendicant once-returner who rationally applies the mind to the five grasping aggregates will realize the fruit of non-return.” …
arahattaphalaṁ sacchikareyyā”ti. ||| “It’s possible that a mendicant non-returner who rationally applies the mind to the five grasping aggregates will realize the fruit of perfection.”
“Arahatā panāvuso sāriputta, katame dhammā yoniso manasi kātabbā”ti? ||| “But Reverend Sāriputta, what things should a perfected one rationally apply the mind to?”
“Arahatāpi khvāvuso koṭṭhika, ime pañcupādānakkhandhā aniccato dukkhato rogato gaṇḍato sallato aghato ābādhato parato palokato suññato anattato yoniso manasi kātabbā. ||| “Reverend Koṭṭhita, a perfected one should rationally apply the mind to the five grasping aggregates as impermanent, as suffering, as diseased, as a boil, as a dart, as gloom, as an affliction, as alien, as breaking apart, as empty, as not-self.
Natthi, khvāvuso, arahato uttari karaṇīyaṁ, katassa vā paticayo; ||| A perfected one has nothing more to do, and nothing that needs improvement.
api ca kho ime dhammā bhāvitā bahulīkatā diṭṭhadhammasukhavihārāya ceva saṁvattanti satisampajaññāya cā”ti. ||| Still, these things, when developed and cultivated, lead to blissful meditation in this life, and also to mindfulness and situational awareness.”
Ekādasamaṁ.
