Saṁyutta Nikāya 56.41 ||| Linked Discourses 56.41
5. Papātavagga ||| 5. A Cliff
Lokacintāsutta ||| Speculation About the World
Ekaṁ samayaṁ bhagavā rājagahe viharati veḷuvane kalandakanivāpe. ||| At one time the Buddha was staying near Rājagaha, in the Bamboo Grove, the squirrels’ feeding ground.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants:
“bhūtapubbaṁ, bhikkhave, aññataro puriso rājagahā nikkhamitvā ‘lokacintaṁ cintessāmī’ti yena sumāgadhā pokkharaṇī tenupasaṅkami; upasaṅkamitvā sumāgadhāya pokkharaṇiyā tīre nisīdi lokacintaṁ cintento. ||| “Once upon a time, mendicants, a certain person left Rājagaha, thinking ‘I’ll speculate about the world.’ They went to the Sumāgadhā lotus pond and sat down on the bank speculating about the world.
Addasā kho, bhikkhave, so puriso sumāgadhāya pokkharaṇiyā tīre caturaṅginiṁ senaṁ bhisamuḷālaṁ pavisantaṁ. ||| Then that person saw an army of four divisions enter a lotus stalk.
Disvānassa etadahosi: ||| When he saw this he thought,
‘ummattosmi nāmāhaṁ, vicetosmi nāmāhaṁ. ||| ‘I’ve gone mad, really, I’ve lost my mind!
Yaṁ loke natthi taṁ mayā diṭṭhan’ti. ||| I’m seeing things that don’t exist in the world.’
Atha kho so, bhikkhave, puriso nagaraṁ pavisitvā mahājanakāyassa ārocesi: ||| Then that person entered the city and informed a large crowd,
‘ummattosmi nāmāhaṁ, bhante, vicetosmi nāmāhaṁ, bhante. ||| ‘I’ve gone mad, really, I’ve lost my mind!
Yaṁ loke natthi taṁ mayā diṭṭhan’ti. ||| I’m seeing things that don’t exist in the world.’
‘Kathaṁ pana tvaṁ, ambho purisa, ummatto kathaṁ viceto? ||| ‘But how is it that you’re mad? How have you lost your mind?
Kiñca loke natthi yaṁ tayā diṭṭhan’ti? ||| And what have you seen that doesn’t exist in the world?’
‘Idhāhaṁ, bhante, rājagahā nikkhamitvā “lokacintaṁ cintessāmī”ti yena sumāgadhā pokkharaṇī tenupasaṅkamiṁ; upasaṅkamitvā sumāgadhāya pokkharaṇiyā tīre nisīdiṁ lokacintaṁ cintento. ||| ‘Sirs, I left Rājagaha, thinking “I’ll speculate about the world.” I went to the Sumāgadhā lotus pond and sat down on the bank speculating about the world.
Addasaṁ khvāhaṁ, bhante, sumāgadhāya pokkharaṇiyā tīre caturaṅginiṁ senaṁ bhisamuḷālaṁ pavisantaṁ. ||| Then I saw an army of four divisions enter a lotus stalk.
